FOLDER,ELEMENT,ATTRIBUTE,,,,,,,
Trip 1,Protection,cpSupplyTrfStation,None,,,,,,
Trip 1,Protection,cpZone,None,,,,,,
Trip 1,Protection,dat_src,None,,,,,,
Trip 1,Protection,dataExtUnit,None,,,,,,
Trip 1,Protection,fold_id,None,,,,,,
Trip 1,Protection,for_name,None,,,,,,
Trip 1,Protection,gnrl_modby,None,,,,,,
Trip 1,Protection,gnrl_modif,None,,,,,,
Trip 1,Protection,iSchemeStatus,None,,,,,,
Trip 1,Protection,iacceptblock,None,,,,,,
Trip 1,Protection,idir,None,,,,,,
Trip 1,Protection,loc_name,None,,,,,,
Trip 1,Protection,minresptime,None,,,,,,
Trip 1,Protection,outserv,ON,,,,,,
Trip 1,Protection,pcharac,Protection/Detection Settings/Protection Group A/Trip 1 Settings/,1 Phase Curve,use_setting,None,,,
Trip 1,Protection,resetdis,None,,,,,,
Trip 1,Protection,root_id,None,,,,,,
Trip 1,Protection,typ_id,None,,,,,,
Trip 1,Protection,udeftmax,Protection/Detection Settings/Protection Group A/,Maximum Time,use_setting,None,,,
Trip 1,Protection,udeftmin,Protection/Detection Settings/Protection Group A/Trip 1 Settings/,Trip 1 Phase Minimum Time,use_setting,None,,,
Trip 1,Instantaneous Multiplier,AttributeType,None,,,,,,
Trip 1,Instantaneous Multiplier,Ipset,Protection/Detection Settings/Protection Group A/Trip 1 Settings/,Trip 1 Phase Instant. Mult.,use_setting,None,,,
Trip 1,Instantaneous Multiplier,Ipsetr,None,,,,,,
Trip 1,Instantaneous Multiplier,Trelblock,None,,,,,,
Trip 1,Instantaneous Multiplier,Tset,Protection/Detection Settings/Protection Group A/Trip 1 Settings/,Trip 1 Phase Minimum Time,use_setting,None,,,
Trip 1,Instantaneous Multiplier,cDisplayName,None,,,,,,
Trip 1,Instantaneous Multiplier,cTset,None,,,,,,
Trip 1,Instantaneous Multiplier,cUserDefIndex,None,,,,,,
Trip 1,Instantaneous Multiplier,c_sfansi,None,,,,,,
Trip 1,Instantaneous Multiplier,c_sfiec,None,,,,,,
Trip 1,Instantaneous Multiplier,c_type,None,,,,,,
Trip 1,Instantaneous Multiplier,calcuse,None,,,,,,
Trip 1,Instantaneous Multiplier,charact,None,,,,,,
Trip 1,Instantaneous Multiplier,chr_name,None,,,,,,
Trip 1,Instantaneous Multiplier,ciDist,None,,,,,,
Trip 1,Instantaneous Multiplier,ciDistAll,None,,,,,,
Trip 1,Instantaneous Multiplier,ciDistAllRoot,None,,,,,,
Trip 1,Instantaneous Multiplier,ciDistRoot,None,,,,,,
Trip 1,Instantaneous Multiplier,ciEarthed,None,,,,,,
Trip 1,Instantaneous Multiplier,ciEnergized,None,,,,,,
Trip 1,Instantaneous Multiplier,ciLater,None,,,,,,
Trip 1,Instantaneous Multiplier,ciOutaged,None,,,,,,
Trip 1,Instantaneous Multiplier,cpArea,None,,,,,,
Trip 1,Instantaneous Multiplier,cpBranch,None,,,,,,
Trip 1,Instantaneous Multiplier,cpFeed,None,,,,,,
Trip 1,Instantaneous Multiplier,cpGrid,None,,,,,,
Trip 1,Instantaneous Multiplier,cpHeadFold,None,,,,,,
Trip 1,Instantaneous Multiplier,cpMeteostat,None,,,,,,
Trip 1,Instantaneous Multiplier,cpOperator,None,,,,,,
Trip 1,Instantaneous Multiplier,cpOwner,None,,,,,,
Trip 1,Instantaneous Multiplier,cpSite,None,,,,,,
Trip 1,Instantaneous Multiplier,cpSubstat,None,,,,,,
Trip 1,Instantaneous Multiplier,cpSupplySubstation,None,,,,,,
Trip 1,Instantaneous Multiplier,cpSupplyTransformer,None,,,,,,
Trip 1,Instantaneous Multiplier,cpSupplyTrfStation,None,,,,,,
Trip 1,Instantaneous Multiplier,cpZone,None,,,,,,
Trip 1,Instantaneous Multiplier,cptotime,None,,,,,,
Trip 1,Instantaneous Multiplier,dat_src,None,,,,,,
Trip 1,Instantaneous Multiplier,dataExtUnit,None,,,,,,
Trip 1,Instantaneous Multiplier,fold_id,None,,,,,,
Trip 1,Instantaneous Multiplier,for_name,None,,,,,,
Trip 1,Instantaneous Multiplier,gnrl_modby,None,,,,,,
Trip 1,Instantaneous Multiplier,gnrl_modif,None,,,,,,
Trip 1,Instantaneous Multiplier,iSchemeStatus,None,,,,,,
Trip 1,Instantaneous Multiplier,iacceptblock,None,,,,,,
Trip 1,Instantaneous Multiplier,idir,None,,,,,,
Trip 1,Instantaneous Multiplier,loc_name,None,,,,,,
Trip 1,Instantaneous Multiplier,outserv,Protection/Detection Settings/Protection Group A/Trip 1 Settings/,Trip 1 Phase Instant. Mult.,use_setting,Off,,,
Trip 1,Instantaneous Multiplier,root_id,None,,,,,,
Trip 1,Instantaneous Multiplier,typ_id,None,,,,,,
Trip 1,Trip Logic,AttributeType,None,,,,,,
Trip 1,Trip Logic,cDisplayName,None,,,,,,
Trip 1,Trip Logic,cUserDefIndex,None,,,,,,
Trip 1,Trip Logic,charact,None,,,,,,
Trip 1,Trip Logic,chr_name,None,,,,,,
Trip 1,Trip Logic,ciDist,None,,,,,,
Trip 1,Trip Logic,ciDistAll,None,,,,,,
Trip 1,Trip Logic,ciDistAllRoot,None,,,,,,
Trip 1,Trip Logic,ciDistRoot,None,,,,,,
Trip 1,Trip Logic,ciEarthed,None,,,,,,
Trip 1,Trip Logic,ciEnergized,None,,,,,,
Trip 1,Trip Logic,ciLater,None,,,,,,
Trip 1,Trip Logic,ciOutaged,None,,,,,,
Trip 1,Trip Logic,cpArea,None,,,,,,
Trip 1,Trip Logic,cpBranch,None,,,,,,
Trip 1,Trip Logic,cpFeed,None,,,,,,
Trip 1,Trip Logic,cpGrid,None,,,,,,
Trip 1,Trip Logic,cpHeadFold,None,,,,,,
Trip 1,Trip Logic,cpMeteostat,None,,,,,,
Trip 1,Trip Logic,cpOperator,None,,,,,,
Trip 1,Trip Logic,cpOwner,None,,,,,,
Trip 1,Trip Logic,cpSite,None,,,,,,
Trip 1,Trip Logic,cpSubstat,None,,,,,,
Trip 1,Trip Logic,cpSupplySubstation,None,,,,,,
Trip 1,Trip Logic,cpSupplyTransformer,None,,,,,,
Trip 1,Trip Logic,cpSupplyTrfStation,None,,,,,,
Trip 1,Trip Logic,cpZone,None,,,,,,
Trip 1,Trip Logic,dat_src,None,,,,,,
Trip 1,Trip Logic,dataExtUnit,None,,,,,,
Trip 1,Trip Logic,fold_id,None,,,,,,
Trip 1,Trip Logic,for_name,None,,,,,,
Trip 1,Trip Logic,gnrl_modby,None,,,,,,
Trip 1,Trip Logic,gnrl_modif,None,,,,,,
Trip 1,Trip Logic,iSchemeStatus,None,,,,,,
Trip 1,Trip Logic,iout,None,,,,,,
Trip 1,Trip Logic,loc_name,None,,,,,,
Trip 1,Trip Logic,outserv,ON,,,,,,
Trip 1,Trip Logic,pSwitch,None,,,,,,
Trip 1,Trip Logic,root_id,None,,,,,,
Trip 1,Trip Logic,typ_id,None,,,,,,
Default,Trip 2,AttributeType,None,,,,,,
Default,Trip 2,actset,None,,,,,,
Default,Trip 2,application,None,,,,,,
Default,Trip 2,appr_modby,None,,,,,,
Default,Trip 2,appr_modif,None,,,,,,
Default,Trip 2,appr_status,None,,,,,,
Default,Trip 2,cDisplayName,None,,,,,,
Default,Trip 2,cUserDefIndex,None,,,,,,
Default,Trip 2,c_category,None,,,,,,
Default,Trip 2,cbranch,None,,,,,,
Default,Trip 2,cbranchid,None,,,,,,
Default,Trip 2,cctprim,None,,,,,,
Default,Trip 2,cctsec,None,,,,,,
Default,Trip 2,ccub,None,,,,,,
Default,Trip 2,charact,None,,,,,,
Default,Trip 2,chr_name,None,,,,,,
Default,Trip 2,ciDist,None,,,,,,
Default,Trip 2,ciDistAll,None,,,,,,
Default,Trip 2,ciDistAllRoot,None,,,,,,
Default,Trip 2,ciDistRoot,None,,,,,,
Default,Trip 2,ciEarthed,None,,,,,,
Default,Trip 2,ciEnergized,None,,,,,,
Default,Trip 2,ciLater,None,,,,,,
Default,Trip 2,ciOutaged,None,,,,,,
Default,Trip 2,cn_bus,None,,,,,,
Default,Trip 2,cn_rembus,None,,,,,,
Default,Trip 2,constr,None,,,,,,
Default,Trip 2,contents,None,,,,,,
Default,Trip 2,cpArea,None,,,,,,
Default,Trip 2,cpBranch,None,,,,,,
Default,Trip 2,cpCt,None,,,,,,
Default,Trip 2,cpFeed,None,,,,,,
Default,Trip 2,cpGrid,None,,,,,,
Default,Trip 2,cpHeadFold,None,,,,,,
Default,Trip 2,cpMeteostat,None,,,,,,
Default,Trip 2,cpOperator,None,,,,,,
Default,Trip 2,cpOwner,None,,,,,,
Default,Trip 2,cpShc,None,,,,,,
Default,Trip 2,cpSite,None,,,,,,
Default,Trip 2,cpSubstat,None,,,,,,
Default,Trip 2,cpSupplySubstation,None,,,,,,
Default,Trip 2,cpSupplyTransformer,None,,,,,,
Default,Trip 2,cpSupplyTrfStation,None,,,,,,
Default,Trip 2,cpVt,None,,,,,,
Default,Trip 2,cpZone,None,,,,,,
Default,Trip 2,ctprim,None,,,,,,
Default,Trip 2,ctsec,None,,,,,,
Default,Trip 2,cvtprim,None,,,,,,
Default,Trip 2,cvtsec,None,,,,,,
Default,Trip 2,dat_src,None,,,,,,
Default,Trip 2,dataExtUnit,None,,,,,,
Default,Trip 2,desc,None,,,,,,
Default,Trip 2,dev_no,None,,,,,,
Default,Trip 2,doc_id,None,,,,,,
Default,Trip 2,efaultmaxi,None,,,,,,
Default,Trip 2,efaultmini,None,,,,,,
Default,Trip 2,fold_id,None,,,,,,
Default,Trip 2,for_name,None,,,,,,
Default,Trip 2,gnrl_modby,None,,,,,,
Default,Trip 2,gnrl_modif,None,,,,,,
Default,Trip 2,iComDate,None,,,,,,
Default,Trip 2,iSchemeStatus,None,,,,,,
Default,Trip 2,isSubRelay,None,,,,,,
Default,Trip 2,loc_name,None,,,,,,
Default,Trip 2,outserv,ON,,,,,,
Default,Trip 2,pOperator,None,,,,,,
Default,Trip 2,pOwner,None,,,,,,
Default,Trip 2,pReference,None,,,,,,
Default,Trip 2,pdiselm,None,,,,,,
Default,Trip 2,pelm,None,,,,,,
Default,Trip 2,phfaultmaxi,None,,,,,,
Default,Trip 2,phfaultmini,None,,,,,,
Default,Trip 2,root_id,None,,,,,,
Default,Trip 2,sernum,None,,,,,,
Default,Trip 2,sw_settingsGroups,None,,,,,,
Default,Trip 2,td_bR,None,,,,,,
Default,Trip 2,td_bRC,None,,,,,,
Default,Trip 2,td_bX,None,,,,,,
Default,Trip 2,td_bXC,None,,,,,,
Default,Trip 2,td_bZ,None,,,,,,
Default,Trip 2,td_bZC,None,,,,,,
Default,Trip 2,td_blim,None,,,,,,
Default,Trip 2,td_bobj,None,,,,,,
Default,Trip 2,td_bphi,None,,,,,,
Default,Trip 2,td_bphiC,None,,,,,,
Default,Trip 2,td_bpos,None,,,,,,
Default,Trip 2,td_btpbk,None,,,,,,
Default,Trip 2,td_btrip,None,,,,,,
Default,Trip 2,td_cnt,None,,,,,,
Default,Trip 2,td_fR,None,,,,,,
Default,Trip 2,td_fRC,None,,,,,,
Default,Trip 2,td_fX,None,,,,,,
Default,Trip 2,td_fXC,None,,,,,,
Default,Trip 2,td_fZ,None,,,,,,
Default,Trip 2,td_fZC,None,,,,,,
Default,Trip 2,td_flim,None,,,,,,
Default,Trip 2,td_fobj,None,,,,,,
Default,Trip 2,td_fphi,None,,,,,,
Default,Trip 2,td_fphiC,None,,,,,,
Default,Trip 2,td_fpos,None,,,,,,
Default,Trip 2,td_ftpbk,None,,,,,,
Default,Trip 2,td_ftrip,None,,,,,,
Default,Trip 2,typ_id,None,,,,,,
Default,Trip 2,vtprim,None,,,,,,
Default,Trip 2,vtsec,None,,,,,,
Default,Trip 2,zratio,None,,,,,,
Trip 2,Protection,AttributeType,None,,,,,,
Trip 2,Protection,Ipset,None,,,,,,
Trip 2,Protection,Ipsetr,None,,,,,,
Trip 2,Protection,ModFrame,None,,,,,,
Trip 2,Protection,ResetT,None,,,,,,
Trip 2,Protection,Tadder,Protection/Detection Settings/Protection Group A/Trip 2 Settings/,Trip 2 Phase Additional,use_setting,None,,,
Trip 2,Protection,Tpset,Protection/Detection Settings/Protection Group A/Trip 2 Settings/,Trip 2 Phase Time Mult.,use_setting,None,,,
Trip 2,Protection,Trelblock,None,,,,,,
Trip 2,Protection,Tshift,None,,,,,,
Trip 2,Protection,cDisplayName,None,,,,,,
Trip 2,Protection,cResetT,None,,,,,,
Trip 2,Protection,cTadder,None,,,,,,
Trip 2,Protection,cUserDefIndex,None,,,,,,
Trip 2,Protection,c_sfansi,None,,,,,,
Trip 2,Protection,c_sfiec,None,,,,,,
Trip 2,Protection,c_type,None,,,,,,
Trip 2,Protection,calcuse,None,,,,,,
Trip 2,Protection,charact,None,,,,,,
Trip 2,Protection,chr_name,None,,,,,,
Trip 2,Protection,ciDist,None,,,,,,
Trip 2,Protection,ciDistAll,None,,,,,,
Trip 2,Protection,ciDistAllRoot,None,,,,,,
Trip 2,Protection,ciDistRoot,None,,,,,,
Trip 2,Protection,ciEarthed,None,,,,,,
Trip 2,Protection,ciEnergized,None,,,,,,
Trip 2,Protection,ciLater,None,,,,,,
Trip 2,Protection,ciOutaged,None,,,,,,
Trip 2,Protection,cminresptime,None,,,,,,
Trip 2,Protection,cpArea,None,,,,,,
Trip 2,Protection,cpBranch,None,,,,,,
Trip 2,Protection,cpFeed,None,,,,,,
Trip 2,Protection,cpGrid,None,,,,,,
Trip 2,Protection,cpHeadFold,None,,,,,,
Trip 2,Protection,cpMeteostat,None,,,,,,
Trip 2,Protection,cpOperator,None,,,,,,
Trip 2,Protection,cpOwner,None,,,,,,
Trip 2,Protection,cpSite,None,,,,,,
Trip 2,Protection,cpSubstat,None,,,,,,
Trip 2,Protection,cpSupplySubstation,None,,,,,,
Trip 2,Protection,cpSupplyTransformer,None,,,,,,
Trip 2,Protection,cpSupplyTrfStation,None,,,,,,
Trip 2,Protection,cpZone,None,,,,,,
Trip 2,Protection,dat_src,None,,,,,,
Trip 2,Protection,dataExtUnit,None,,,,,,
Trip 2,Protection,fold_id,None,,,,,,
Trip 2,Protection,for_name,None,,,,,,
Trip 2,Protection,gnrl_modby,None,,,,,,
Trip 2,Protection,gnrl_modif,None,,,,,,
Trip 2,Protection,iSchemeStatus,None,,,,,,
Trip 2,Protection,iacceptblock,None,,,,,,
Trip 2,Protection,idir,None,,,,,,
Trip 2,Protection,loc_name,None,,,,,,
Trip 2,Protection,minresptime,None,,,,,,
Trip 2,Protection,outserv,ON,,,,,,
Trip 2,Protection,pcharac,Protection/Detection Settings/Protection Group A/Trip 2 Settings/,2 Phase Curve,use_setting,None,,,
Trip 2,Protection,resetdis,None,,,,,,
Trip 2,Protection,root_id,None,,,,,,
Trip 2,Protection,typ_id,None,,,,,,
Trip 2,Protection,udeftmax,Protection/Detection Settings/Protection Group A/,Maximum Time,use_setting,None,,,
Trip 2,Protection,udeftmin,Protection/Detection Settings/Protection Group A/Trip 2 Settings/,Trip 2 Phase Minimum Time,use_setting,None,,,
Trip 2,Instantaneous Multiplier,AttributeType,None,,,,,,
Trip 2,Instantaneous Multiplier,Ipset,Protection/Detection Settings/Protection Group A/Trip 2 Settings/,Trip 2 Phase Instant. Mult.,use_setting,None,,,
Trip 2,Instantaneous Multiplier,Ipsetr,None,,,,,,
Trip 2,Instantaneous Multiplier,Trelblock,None,,,,,,
Trip 2,Instantaneous Multiplier,Tset,Protection/Detection Settings/Protection Group A/Trip 2 Settings/,Trip 2 Phase Minimum Time,use_setting,None,,,
Trip 2,Instantaneous Multiplier,cDisplayName,None,,,,,,
Trip 2,Instantaneous Multiplier,cTset,None,,,,,,
Trip 2,Instantaneous Multiplier,cUserDefIndex,None,,,,,,
Trip 2,Instantaneous Multiplier,c_sfansi,None,,,,,,
Trip 2,Instantaneous Multiplier,c_sfiec,None,,,,,,
Trip 2,Instantaneous Multiplier,c_type,None,,,,,,
Trip 2,Instantaneous Multiplier,calcuse,None,,,,,,
Trip 2,Instantaneous Multiplier,charact,None,,,,,,
Trip 2,Instantaneous Multiplier,chr_name,None,,,,,,
Trip 2,Instantaneous Multiplier,ciDist,None,,,,,,
Trip 2,Instantaneous Multiplier,ciDistAll,None,,,,,,
Trip 2,Instantaneous Multiplier,ciDistAllRoot,None,,,,,,
Trip 2,Instantaneous Multiplier,ciDistRoot,None,,,,,,
Trip 2,Instantaneous Multiplier,ciEarthed,None,,,,,,
Trip 2,Instantaneous Multiplier,ciEnergized,None,,,,,,
Trip 2,Instantaneous Multiplier,ciLater,None,,,,,,
Trip 2,Instantaneous Multiplier,ciOutaged,None,,,,,,
Trip 2,Instantaneous Multiplier,cpArea,None,,,,,,
Trip 2,Instantaneous Multiplier,cpBranch,None,,,,,,
Trip 2,Instantaneous Multiplier,cpFeed,None,,,,,,
Trip 2,Instantaneous Multiplier,cpGrid,None,,,,,,
Trip 2,Instantaneous Multiplier,cpHeadFold,None,,,,,,
Trip 2,Instantaneous Multiplier,cpMeteostat,None,,,,,,
Trip 2,Instantaneous Multiplier,cpOperator,None,,,,,,
Trip 2,Instantaneous Multiplier,cpOwner,None,,,,,,
Trip 2,Instantaneous Multiplier,cpSite,None,,,,,,
Trip 2,Instantaneous Multiplier,cpSubstat,None,,,,,,
Trip 2,Instantaneous Multiplier,cpSupplySubstation,None,,,,,,
Trip 2,Instantaneous Multiplier,cpSupplyTransformer,None,,,,,,
Trip 2,Instantaneous Multiplier,cpSupplyTrfStation,None,,,,,,
Trip 2,Instantaneous Multiplier,cpZone,None,,,,,,
Trip 2,Instantaneous Multiplier,cptotime,None,,,,,,
Trip 2,Instantaneous Multiplier,dat_src,None,,,,,,
Trip 2,Instantaneous Multiplier,dataExtUnit,None,,,,,,
Trip 2,Instantaneous Multiplier,fold_id,None,,,,,,
Trip 2,Instantaneous Multiplier,for_name,None,,,,,,
Trip 2,Instantaneous Multiplier,gnrl_modby,None,,,,,,
Trip 2,Instantaneous Multiplier,gnrl_modif,None,,,,,,
Trip 2,Instantaneous Multiplier,iSchemeStatus,None,,,,,,
Trip 2,Instantaneous Multiplier,iacceptblock,None,,,,,,
Trip 2,Instantaneous Multiplier,idir,None,,,,,,
Trip 2,Instantaneous Multiplier,loc_name,None,,,,,,
Trip 2,Instantaneous Multiplier,outserv,Protection/Detection Settings/Protection Group A/Trip 2 Settings/,Trip 2 Phase Instant. Mult.,use_setting,Off,,,
Trip 2,Instantaneous Multiplier,root_id,None,,,,,,
Trip 2,Instantaneous Multiplier,typ_id,None,,,,,,
Trip 2,Trip Logic,AttributeType,None,,,,,,
Trip 2,Trip Logic,cDisplayName,None,,,,,,
Trip 2,Trip Logic,cUserDefIndex,None,,,,,,
Trip 2,Trip Logic,charact,None,,,,,,
Trip 2,Trip Logic,chr_name,None,,,,,,
Trip 2,Trip Logic,ciDist,None,,,,,,
Trip 2,Trip Logic,ciDistAll,None,,,,,,
Trip 2,Trip Logic,ciDistAllRoot,None,,,,,,
Trip 2,Trip Logic,ciDistRoot,None,,,,,,
Trip 2,Trip Logic,ciEarthed,None,,,,,,
Trip 2,Trip Logic,ciEnergized,None,,,,,,
Trip 2,Trip Logic,ciLater,None,,,,,,
Trip 2,Trip Logic,ciOutaged,None,,,,,,
Trip 2,Trip Logic,cpArea,None,,,,,,
Trip 2,Trip Logic,cpBranch,None,,,,,,
Trip 2,Trip Logic,cpFeed,None,,,,,,
Trip 2,Trip Logic,cpGrid,None,,,,,,
Trip 2,Trip Logic,cpHeadFold,None,,,,,,
Trip 2,Trip Logic,cpMeteostat,None,,,,,,
Trip 2,Trip Logic,cpOperator,None,,,,,,
Trip 2,Trip Logic,cpOwner,None,,,,,,
Trip 2,Trip Logic,cpSite,None,,,,,,
Trip 2,Trip Logic,cpSubstat,None,,,,,,
Trip 2,Trip Logic,cpSupplySubstation,None,,,,,,
Trip 2,Trip Logic,cpSupplyTransformer,None,,,,,,
Trip 2,Trip Logic,cpSupplyTrfStation,None,,,,,,
Trip 2,Trip Logic,cpZone,None,,,,,,
Trip 2,Trip Logic,dat_src,None,,,,,,
Trip 2,Trip Logic,dataExtUnit,None,,,,,,
Trip 2,Trip Logic,fold_id,None,,,,,,
Trip 2,Trip Logic,for_name,None,,,,,,
Trip 2,Trip Logic,gnrl_modby,None,,,,,,
Trip 2,Trip Logic,gnrl_modif,None,,,,,,
Trip 2,Trip Logic,iSchemeStatus,None,,,,,,
Trip 2,Trip Logic,iout,None,,,,,,
Trip 2,Trip Logic,loc_name,None,,,,,,
Trip 2,Trip Logic,outserv,ON,,,,,,
Trip 2,Trip Logic,pSwitch,None,,,,,,
Trip 2,Trip Logic,root_id,None,,,,,,
Trip 2,Trip Logic,typ_id,None,,,,,,
Default,Trip 3,AttributeType,None,,,,,,
Default,Trip 3,actset,None,,,,,,
Default,Trip 3,application,None,,,,,,
Default,Trip 3,appr_modby,None,,,,,,
Default,Trip 3,appr_modif,None,,,,,,
Default,Trip 3,appr_status,None,,,,,,
Default,Trip 3,cDisplayName,None,,,,,,
Default,Trip 3,cUserDefIndex,None,,,,,,
Default,Trip 3,c_category,None,,,,,,
Default,Trip 3,cbranch,None,,,,,,
Default,Trip 3,cbranchid,None,,,,,,
Default,Trip 3,cctprim,None,,,,,,
Default,Trip 3,cctsec,None,,,,,,
Default,Trip 3,ccub,None,,,,,,
Default,Trip 3,charact,None,,,,,,
Default,Trip 3,chr_name,None,,,,,,
Default,Trip 3,ciDist,None,,,,,,
Default,Trip 3,ciDistAll,None,,,,,,
Default,Trip 3,ciDistAllRoot,None,,,,,,
Default,Trip 3,ciDistRoot,None,,,,,,
Default,Trip 3,ciEarthed,None,,,,,,
Default,Trip 3,ciEnergized,None,,,,,,
Default,Trip 3,ciLater,None,,,,,,
Default,Trip 3,ciOutaged,None,,,,,,
Default,Trip 3,cn_bus,None,,,,,,
Default,Trip 3,cn_rembus,None,,,,,,
Default,Trip 3,constr,None,,,,,,
Default,Trip 3,contents,None,,,,,,
Default,Trip 3,cpArea,None,,,,,,
Default,Trip 3,cpBranch,None,,,,,,
Default,Trip 3,cpCt,None,,,,,,
Default,Trip 3,cpFeed,None,,,,,,
Default,Trip 3,cpGrid,None,,,,,,
Default,Trip 3,cpHeadFold,None,,,,,,
Default,Trip 3,cpMeteostat,None,,,,,,
Default,Trip 3,cpOperator,None,,,,,,
Default,Trip 3,cpOwner,None,,,,,,
Default,Trip 3,cpShc,None,,,,,,
Default,Trip 3,cpSite,None,,,,,,
Default,Trip 3,cpSubstat,None,,,,,,
Default,Trip 3,cpSupplySubstation,None,,,,,,
Default,Trip 3,cpSupplyTransformer,None,,,,,,
Default,Trip 3,cpSupplyTrfStation,None,,,,,,
Default,Trip 3,cpVt,None,,,,,,
Default,Trip 3,cpZone,None,,,,,,
Default,Trip 3,ctprim,None,,,,,,
Default,Trip 3,ctsec,None,,,,,,
Default,Trip 3,cvtprim,None,,,,,,
Default,Trip 3,cvtsec,None,,,,,,
Default,Trip 3,dat_src,None,,,,,,
Default,Trip 3,dataExtUnit,None,,,,,,
Default,Trip 3,desc,None,,,,,,
Default,Trip 3,dev_no,None,,,,,,
Default,Trip 3,doc_id,None,,,,,,
Default,Trip 3,efaultmaxi,None,,,,,,
Default,Trip 3,efaultmini,None,,,,,,
Default,Trip 3,fold_id,None,,,,,,
Default,Trip 3,for_name,None,,,,,,
Default,Trip 3,gnrl_modby,None,,,,,,
Default,Trip 3,gnrl_modif,None,,,,,,
Default,Trip 3,iComDate,None,,,,,,
Default,Trip 3,iSchemeStatus,None,,,,,,
Default,Trip 3,isSubRelay,None,,,,,,
Default,Trip 3,loc_name,None,,,,,,
Default,Trip 3,outserv,ON,,,,,,
Default,Trip 3,pOperator,None,,,,,,
Default,Trip 3,pOwner,None,,,,,,
Default,Trip 3,pReference,None,,,,,,
Default,Trip 3,pdiselm,None,,,,,,
Default,Trip 3,pelm,None,,,,,,
Default,Trip 3,phfaultmaxi,None,,,,,,
Default,Trip 3,phfaultmini,None,,,,,,
Default,Trip 3,root_id,None,,,,,,
Default,Trip 3,sernum,None,,,,,,
Default,Trip 3,sw_settingsGroups,None,,,,,,
Default,Trip 3,td_bR,None,,,,,,
Default,Trip 3,td_bRC,None,,,,,,
Default,Trip 3,td_bX,None,,,,,,
Default,Trip 3,td_bXC,None,,,,,,
Default,Trip 3,td_bZ,None,,,,,,
Default,Trip 3,td_bZC,None,,,,,,
Default,Trip 3,td_blim,None,,,,,,
Default,Trip 3,td_bobj,None,,,,,,
Default,Trip 3,td_bphi,None,,,,,,
Default,Trip 3,td_bphiC,None,,,,,,
Default,Trip 3,td_bpos,None,,,,,,
Default,Trip 3,td_btpbk,None,,,,,,
Default,Trip 3,td_btrip,None,,,,,,
Default,Trip 3,td_cnt,None,,,,,,
Default,Trip 3,td_fR,None,,,,,,
Default,Trip 3,td_fRC,None,,,,,,
Default,Trip 3,td_fX,None,,,,,,
Default,Trip 3,td_fXC,None,,,,,,
Default,Trip 3,td_fZ,None,,,,,,
Default,Trip 3,td_fZC,None,,,,,,
Default,Trip 3,td_flim,None,,,,,,
Default,Trip 3,td_fobj,None,,,,,,
Default,Trip 3,td_fphi,None,,,,,,
Default,Trip 3,td_fphiC,None,,,,,,
Default,Trip 3,td_fpos,None,,,,,,
Default,Trip 3,td_ftpbk,None,,,,,,
Default,Trip 3,td_ftrip,None,,,,,,
Default,Trip 3,typ_id,None,,,,,,
Default,Trip 3,vtprim,None,,,,,,
Default,Trip 3,vtsec,None,,,,,,
Default,Trip 3,zratio,None,,,,,,
Trip 3,Protection,AttributeType,None,,,,,,
Trip 3,Protection,Ipset,None,,,,,,
Trip 3,Protection,Ipsetr,None,,,,,,
Trip 3,Protection,ModFrame,None,,,,,,
Trip 3,Protection,ResetT,None,,,,,,
Trip 3,Protection,Tadder,Protection/Detection Settings/Protection Group A/Trip 3 Settings/,Trip 3 Phase Additional,use_setting,None,,,
Trip 3,Protection,Tpset,Protection/Detection Settings/Protection Group A/Trip 3 Settings/,Trip 3 Phase Time Mult.,use_setting,None,,,
Trip 3,Protection,Trelblock,None,,,,,,
Trip 3,Protection,Tshift,None,,,,,,
Trip 3,Protection,cDisplayName,None,,,,,,
Trip 3,Protection,cResetT,None,,,,,,
Trip 3,Protection,cTadder,None,,,,,,
Trip 3,Protection,cUserDefIndex,None,,,,,,
Trip 3,Protection,c_sfansi,None,,,,,,
Trip 3,Protection,c_sfiec,None,,,,,,
Trip 3,Protection,c_type,None,,,,,,
Trip 3,Protection,calcuse,None,,,,,,
Trip 3,Protection,charact,None,,,,,,
Trip 3,Protection,chr_name,None,,,,,,
Trip 3,Protection,ciDist,None,,,,,,
Trip 3,Protection,ciDistAll,None,,,,,,
Trip 3,Protection,ciDistAllRoot,None,,,,,,
Trip 3,Protection,ciDistRoot,None,,,,,,
Trip 3,Protection,ciEarthed,None,,,,,,
Trip 3,Protection,ciEnergized,None,,,,,,
Trip 3,Protection,ciLater,None,,,,,,
Trip 3,Protection,ciOutaged,None,,,,,,
Trip 3,Protection,cminresptime,None,,,,,,
Trip 3,Protection,cpArea,None,,,,,,
Trip 3,Protection,cpBranch,None,,,,,,
Trip 3,Protection,cpFeed,None,,,,,,
Trip 3,Protection,cpGrid,None,,,,,,
Trip 3,Protection,cpHeadFold,None,,,,,,
Trip 3,Protection,cpMeteostat,None,,,,,,
Trip 3,Protection,cpOperator,None,,,,,,
Trip 3,Protection,cpOwner,None,,,,,,
Trip 3,Protection,cpSite,None,,,,,,
Trip 3,Protection,cpSubstat,None,,,,,,
Trip 3,Protection,cpSupplySubstation,None,,,,,,
Trip 3,Protection,cpSupplyTransformer,None,,,,,,
Trip 3,Protection,cpSupplyTrfStation,None,,,,,,
Trip 3,Protection,cpZone,None,,,,,,
