FOLDER,ELEMENT,ATTRIBUTE,,,,
default,Toc 1Ph,ciEnergized,None,,,
default,Toc 1Ph,ciLater,None,,,
default,Toc 1Ph,ciOutaged,None,,,
default,Toc 1Ph,cminresptime,None,,,
default,Toc 1Ph,cpArea,None,,,
default,Toc 1Ph,cpBranch,None,,,
default,Toc 1Ph,cpFeed,None,,,
default,Toc 1Ph,cpGrid,None,,,
default,Toc 1Ph,cpHeadFold,None,,,
default,Toc 1Ph,cpMeteostat,None,,,
default,Toc 1Ph,cpOperator,None,,,
default,Toc 1Ph,cpOwner,None,,,
default,Toc 1Ph,cpSite,None,,,
default,Toc 1Ph,cpSubstat,None,,,
default,Toc 1Ph,cpSupplySubstation,None,,,
default,Toc 1Ph,cpSupplyTransformer,None,,,
default,Toc 1Ph,cpSupplyTrfStation,None,,,
default,Toc 1Ph,cpZone,None,,,
default,Toc 1Ph,dat_src,None,,,
default,Toc 1Ph,dataExtUnit,None,,,
default,Toc 1Ph,fold_id,None,,,
default,Toc 1Ph,for_name,None,,,
default,Toc 1Ph,gnrl_modby,None,,,
default,Toc 1Ph,gnrl_modif,None,,,
default,Toc 1Ph,iSchemeStatus,None,,,
default,Toc 1Ph,iacceptblock,None,,,
default,Toc 1Ph,idir,None,,,
default,Toc 1Ph,loc_name,None,,,
default,Toc 1Ph,minresptime,None,,,
default,Toc 1Ph,outserv,ON,,,
default,Toc 1Ph,pcharac,Parameters/,Curve,use_setting,None
default,Toc 1Ph,resetdis,None,,,
default,Toc 1Ph,root_id,None,,,
default,Toc 1Ph,typ_id,None,,,
default,Toc 1Ph,udeftmax,None,,,
default,Toc 1Ph,udeftmin,None,,,
