FOLDER,ELEMENT,ATTRIBUTE,,,,,,,,,
Default,Reclosing Relay,cltripstolockout,None,,,,,,,,
Default,Reclosing Relay,cpArea,None,,,,,,,,
Default,Reclosing Relay,cpBranch,None,,,,,,,,
Default,Reclosing Relay,cpFeed,None,,,,,,,,
Default,Reclosing Relay,cpGrid,None,,,,,,,,
Default,Reclosing Relay,cpHeadFold,None,,,,,,,,
Default,Reclosing Relay,cpMeteostat,None,,,,,,,,
Default,Reclosing Relay,cpOperator,None,,,,,,,,
Default,Reclosing Relay,cpOwner,None,,,,,,,,
Default,Reclosing Relay,cpSite,None,,,,,,,,
Default,Reclosing Relay,cpSubstat,None,,,,,,,,
Default,Reclosing Relay,cpSupplySubstation,None,,,,,,,,
Default,Reclosing Relay,cpSupplyTransformer,None,,,,,,,,
Default,Reclosing Relay,cpSupplyTrfStation,None,,,,,,,,
Default,Reclosing Relay,cpZone,None,,,,,,,,
Default,Reclosing Relay,crecltime1,Group 1/Set 1/Reclosing Relay/,79OI1,use_setting,None,,,,,
Default,Reclosing Relay,crecltime11ph,None,,,,,,,,
Default,Reclosing Relay,crecltime2,Group 1/Set 1/Reclosing Relay/,79OI2,use_setting,None,,,,,
Default,Reclosing Relay,crecltime3,Group 1/Set 1/Reclosing Relay/,79OI3,use_setting,None,,,,,
Default,Reclosing Relay,crecltime4,Group 1/Set 1/Reclosing Relay/,79OI4,use_setting,None,,,,,
Default,Reclosing Relay,crecltime5,None,,,,,,,,
Default,Reclosing Relay,cresettime,Group 1/Set 1/Reclosing Relay/,79RSD,use_setting,None,,,,,
Default,Reclosing Relay,dat_src,None,,,,,,,,
Default,Reclosing Relay,dataExtUnit,None,,,,,,,,
Default,Reclosing Relay,fasttripdisabl,None,,,,,,,,
Default,Reclosing Relay,fasttripdislock,None,,,,,,,,
Default,Reclosing Relay,fold_id,None,,,,,,,,
Default,Reclosing Relay,for_name,None,,,,,,,,
Default,Reclosing Relay,gnrl_modby,None,,,,,,,,
Default,Reclosing Relay,gnrl_modif,None,,,,,,,,
Default,Reclosing Relay,groundtripprec,None,,,,,,,,
Default,Reclosing Relay,grtripblock,None,,,,,,,,
