FOLDER,ELEMENT,ATTRIBUTE,,,,,,,
Default,Phase Threshold Mult.,ciDistAllRoot,None,,,,,,
Default,Phase Threshold Mult.,ciDistRoot,None,,,,,,
Default,Phase Threshold Mult.,ciEarthed,None,,,,,,
Default,Phase Threshold Mult.,ciEnergized,None,,,,,,
Default,Phase Threshold Mult.,ciLater,None,,,,,,
Default,Phase Threshold Mult.,ciOutaged,None,,,,,,
Default,Phase Threshold Mult.,cpArea,None,,,,,,
Default,Phase Threshold Mult.,cpBranch,None,,,,,,
Default,Phase Threshold Mult.,cpFeed,None,,,,,,
Default,Phase Threshold Mult.,cpGrid,None,,,,,,
Default,Phase Threshold Mult.,cpHeadFold,None,,,,,,
Default,Phase Threshold Mult.,cpMeteostat,None,,,,,,
Default,Phase Threshold Mult.,cpOperator,None,,,,,,
Default,Phase Threshold Mult.,cpOwner,None,,,,,,
Default,Phase Threshold Mult.,cpSite,None,,,,,,
Default,Phase Threshold Mult.,cpSubstat,None,,,,,,
Default,Phase Threshold Mult.,cpSupplySubstation,None,,,,,,
Default,Phase Threshold Mult.,cpSupplyTransformer,None,,,,,,
Default,Phase Threshold Mult.,cpSupplyTrfStation,None,,,,,,
Default,Phase Threshold Mult.,cpZone,None,,,,,,
Default,Phase Threshold Mult.,cptotime,None,,,,,,
Default,Phase Threshold Mult.,dat_src,None,,,,,,
Default,Phase Threshold Mult.,dataExtUnit,None,,,,,,
Default,Phase Threshold Mult.,fold_id,None,,,,,,
Default,Phase Threshold Mult.,for_name,None,,,,,,
Default,Phase Threshold Mult.,gnrl_modby,None,,,,,,
Default,Phase Threshold Mult.,gnrl_modif,None,,,,,,
Default,Phase Threshold Mult.,iSchemeStatus,None,,,,,,
Default,Phase Threshold Mult.,iacceptblock,None,,,,,,
Default,Phase Threshold Mult.,idir,None,,,,,,
Default,Phase Threshold Mult.,loc_name,None,,,,,,
Default,Phase Threshold Mult.,outserv,ON,,,,,,
Default,Phase Threshold Mult.,root_id,None,,,,,,
Default,Phase Threshold Mult.,typ_id,None,,,,,,
Default,Earth Threshold Mult.,AttributeType,None,,,,,,
Default,Earth Threshold Mult.,Ipset,Protection/Detection Settings/Protection Group A/,Earth Threshold Current Multiplier,use_setting,None,,,
Default,Earth Threshold Mult.,Ipsetr,None,,,,,,
Default,Earth Threshold Mult.,Trelblock,None,,,,,,
Default,Earth Threshold Mult.,Tset,None,,,,,,
Default,Earth Threshold Mult.,cDisplayName,None,,,,,,
Default,Earth Threshold Mult.,cTset,None,,,,,,
Default,Earth Threshold Mult.,cUserDefIndex,None,,,,,,
Default,Earth Threshold Mult.,c_sfansi,None,,,,,,
Default,Earth Threshold Mult.,c_sfiec,None,,,,,,
Default,Earth Threshold Mult.,c_type,None,,,,,,
Default,Earth Threshold Mult.,calcuse,None,,,,,,
Default,Earth Threshold Mult.,charact,None,,,,,,
Default,Earth Threshold Mult.,chr_name,None,,,,,,
Default,Earth Threshold Mult.,ciDist,None,,,,,,
Default,Earth Threshold Mult.,ciDistAll,None,,,,,,
Default,Earth Threshold Mult.,ciDistAllRoot,None,,,,,,
Default,Earth Threshold Mult.,ciDistRoot,None,,,,,,
Default,Earth Threshold Mult.,ciEarthed,None,,,,,,
Default,Earth Threshold Mult.,ciEnergized,None,,,,,,
Default,Earth Threshold Mult.,ciLater,None,,,,,,
Default,Earth Threshold Mult.,ciOutaged,None,,,,,,
Default,Earth Threshold Mult.,cpArea,None,,,,,,
Default,Earth Threshold Mult.,cpBranch,None,,,,,,
Default,Earth Threshold Mult.,cpFeed,None,,,,,,
Default,Earth Threshold Mult.,cpGrid,None,,,,,,
Default,Earth Threshold Mult.,cpHeadFold,None,,,,,,
Default,Earth Threshold Mult.,cpMeteostat,None,,,,,,
Default,Earth Threshold Mult.,cpOperator,None,,,,,,
Default,Earth Threshold Mult.,cpOwner,None,,,,,,
Default,Earth Threshold Mult.,cpSite,None,,,,,,
Default,Earth Threshold Mult.,cpSubstat,None,,,,,,
Default,Earth Threshold Mult.,cpSupplySubstation,None,,,,,,
Default,Earth Threshold Mult.,cpSupplyTransformer,None,,,,,,
Default,Earth Threshold Mult.,cpSupplyTrfStation,None,,,,,,
Default,Earth Threshold Mult.,cpZone,None,,,,,,
Default,Earth Threshold Mult.,cptotime,None,,,,,,
Default,Earth Threshold Mult.,dat_src,None,,,,,,
Default,Earth Threshold Mult.,dataExtUnit,None,,,,,,
Default,Earth Threshold Mult.,fold_id,None,,,,,,
Default,Earth Threshold Mult.,for_name,None,,,,,,
Default,Earth Threshold Mult.,gnrl_modby,None,,,,,,
Default,Earth Threshold Mult.,gnrl_modif,None,,,,,,
Default,Earth Threshold Mult.,iSchemeStatus,None,,,,,,
Default,Earth Threshold Mult.,iacceptblock,None,,,,,,
Default,Earth Threshold Mult.,idir,None,,,,,,
Default,Earth Threshold Mult.,loc_name,None,,,,,,
Default,Earth Threshold Mult.,outserv,ON,,,,,,
Default,Earth Threshold Mult.,root_id,None,,,,,,
Default,Earth Threshold Mult.,typ_id,None,,,,,,
Default,NPS Threshold Mult.,AttributeType,None,,,,,,
Default,NPS Threshold Mult.,Ipset,Protection/Detection Settings/Protection Group A/,Negative Phase Sequence Threshold Current Mult.,use_setting,None,,,
Default,NPS Threshold Mult.,Ipsetr,None,,,,,,
Default,NPS Threshold Mult.,Trelblock,None,,,,,,
Default,NPS Threshold Mult.,Tset,None,,,,,,
Default,NPS Threshold Mult.,cDisplayName,None,,,,,,
Default,NPS Threshold Mult.,cTset,None,,,,,,
Default,NPS Threshold Mult.,cUserDefIndex,None,,,,,,
Default,NPS Threshold Mult.,c_sfansi,None,,,,,,
Default,NPS Threshold Mult.,c_sfiec,None,,,,,,
Default,NPS Threshold Mult.,c_type,None,,,,,,
Default,NPS Threshold Mult.,calcuse,None,,,,,,
Default,NPS Threshold Mult.,charact,None,,,,,,
Default,NPS Threshold Mult.,chr_name,None,,,,,,
Default,NPS Threshold Mult.,ciDist,None,,,,,,
Default,NPS Threshold Mult.,ciDistAll,None,,,,,,
Default,NPS Threshold Mult.,ciDistAllRoot,None,,,,,,
Default,NPS Threshold Mult.,ciDistRoot,None,,,,,,
Default,NPS Threshold Mult.,ciEarthed,None,,,,,,
Default,NPS Threshold Mult.,ciEnergized,None,,,,,,
Default,NPS Threshold Mult.,ciLater,None,,,,,,
Default,NPS Threshold Mult.,ciOutaged,None,,,,,,
Default,NPS Threshold Mult.,cpArea,None,,,,,,
Default,NPS Threshold Mult.,cpBranch,None,,,,,,
Default,NPS Threshold Mult.,cpFeed,None,,,,,,
Default,NPS Threshold Mult.,cpGrid,None,,,,,,
Default,NPS Threshold Mult.,cpHeadFold,None,,,,,,
Default,NPS Threshold Mult.,cpMeteostat,None,,,,,,
Default,NPS Threshold Mult.,cpOperator,None,,,,,,
Default,NPS Threshold Mult.,cpOwner,None,,,,,,
Default,NPS Threshold Mult.,cpSite,None,,,,,,
Default,NPS Threshold Mult.,cpSubstat,None,,,,,,
Default,NPS Threshold Mult.,cpSupplySubstation,None,,,,,,
Default,NPS Threshold Mult.,cpSupplyTransformer,None,,,,,,
Default,NPS Threshold Mult.,cpSupplyTrfStation,None,,,,,,
Default,NPS Threshold Mult.,cpZone,None,,,,,,
Default,NPS Threshold Mult.,cptotime,None,,,,,,
Default,NPS Threshold Mult.,dat_src,None,,,,,,
Default,NPS Threshold Mult.,dataExtUnit,None,,,,,,
Default,NPS Threshold Mult.,fold_id,None,,,,,,
Default,NPS Threshold Mult.,for_name,None,,,,,,
Default,NPS Threshold Mult.,gnrl_modby,None,,,,,,
Default,NPS Threshold Mult.,gnrl_modif,None,,,,,,
Default,NPS Threshold Mult.,iSchemeStatus,None,,,,,,
Default,NPS Threshold Mult.,iacceptblock,None,,,,,,
Default,NPS Threshold Mult.,idir,None,,,,,,
Default,NPS Threshold Mult.,loc_name,None,,,,,,
Default,NPS Threshold Mult.,outserv,ON,,,,,,
Default,NPS Threshold Mult.,root_id,None,,,,,,
Default,NPS Threshold Mult.,typ_id,None,,,,,,
Default,Trip 1,AttributeType,None,,,,,,
Default,Trip 1,actset,None,,,,,,
Default,Trip 1,application,None,,,,,,
Default,Trip 1,appr_modby,None,,,,,,
Default,Trip 1,appr_modif,None,,,,,,
Default,Trip 1,appr_status,None,,,,,,
Default,Trip 1,cDisplayName,None,,,,,,
Default,Trip 1,cUserDefIndex,None,,,,,,
Default,Trip 1,c_category,None,,,,,,
Default,Trip 1,cbranch,None,,,,,,
Default,Trip 1,cbranchid,None,,,,,,
Default,Trip 1,cctprim,None,,,,,,
Default,Trip 1,cctsec,None,,,,,,
Default,Trip 1,ccub,None,,,,,,
Default,Trip 1,charact,None,,,,,,
Default,Trip 1,chr_name,None,,,,,,
Default,Trip 1,ciDist,None,,,,,,
Default,Trip 1,ciDistAll,None,,,,,,
Default,Trip 1,ciDistAllRoot,None,,,,,,
Default,Trip 1,ciDistRoot,None,,,,,,
Default,Trip 1,ciEarthed,None,,,,,,
Default,Trip 1,ciEnergized,None,,,,,,
Default,Trip 1,ciLater,None,,,,,,
Default,Trip 1,ciOutaged,None,,,,,,
Default,Trip 1,cn_bus,None,,,,,,
Default,Trip 1,cn_rembus,None,,,,,,
Default,Trip 1,constr,None,,,,,,
Default,Trip 1,contents,None,,,,,,
Default,Trip 1,cpArea,None,,,,,,
Default,Trip 1,cpBranch,None,,,,,,
Default,Trip 1,cpCt,None,,,,,,
Default,Trip 1,cpFeed,None,,,,,,
Default,Trip 1,cpGrid,None,,,,,,
Default,Trip 1,cpHeadFold,None,,,,,,
Default,Trip 1,cpMeteostat,None,,,,,,
Default,Trip 1,cpOperator,None,,,,,,
Default,Trip 1,cpOwner,None,,,,,,
Default,Trip 1,cpShc,None,,,,,,
Default,Trip 1,cpSite,None,,,,,,
Default,Trip 1,cpSubstat,None,,,,,,
Default,Trip 1,cpSupplySubstation,None,,,,,,
Default,Trip 1,cpSupplyTransformer,None,,,,,,
Default,Trip 1,cpSupplyTrfStation,None,,,,,,
Default,Trip 1,cpVt,None,,,,,,
Default,Trip 1,cpZone,None,,,,,,
Default,Trip 1,ctprim,None,,,,,,
Default,Trip 1,ctsec,None,,,,,,
Default,Trip 1,cvtprim,None,,,,,,
Default,Trip 1,cvtsec,None,,,,,,
Default,Trip 1,dat_src,None,,,,,,
Default,Trip 1,dataExtUnit,None,,,,,,
Default,Trip 1,desc,None,,,,,,
Default,Trip 1,dev_no,None,,,,,,
Default,Trip 1,doc_id,None,,,,,,
Default,Trip 1,efaultmaxi,None,,,,,,
Default,Trip 1,efaultmini,None,,,,,,
Default,Trip 1,fold_id,None,,,,,,
Default,Trip 1,for_name,None,,,,,,
Default,Trip 1,gnrl_modby,None,,,,,,
Default,Trip 1,gnrl_modif,None,,,,,,
Default,Trip 1,iComDate,None,,,,,,
Default,Trip 1,iSchemeStatus,None,,,,,,
Default,Trip 1,isSubRelay,None,,,,,,
Default,Trip 1,loc_name,None,,,,,,
Default,Trip 1,outserv,ON,,,,,,
Default,Trip 1,pOperator,None,,,,,,
Default,Trip 1,pOwner,None,,,,,,
Default,Trip 1,pReference,None,,,,,,
Default,Trip 1,pdiselm,None,,,,,,
Default,Trip 1,pelm,None,,,,,,
Default,Trip 1,phfaultmaxi,None,,,,,,
Default,Trip 1,phfaultmini,None,,,,,,
Default,Trip 1,root_id,None,,,,,,
Default,Trip 1,sernum,None,,,,,,
Default,Trip 1,sw_settingsGroups,None,,,,,,
Default,Trip 1,td_bR,None,,,,,,
Default,Trip 1,td_bRC,None,,,,,,
Default,Trip 1,td_bX,None,,,,,,
Default,Trip 1,td_bXC,None,,,,,,
Default,Trip 1,td_bZ,None,,,,,,
Default,Trip 1,td_bZC,None,,,,,,
Default,Trip 1,td_blim,None,,,,,,
Default,Trip 1,td_bobj,None,,,,,,
Default,Trip 1,td_bphi,None,,,,,,
Default,Trip 1,td_bphiC,None,,,,,,
Default,Trip 1,td_bpos,None,,,,,,
Default,Trip 1,td_btpbk,None,,,,,,
Default,Trip 1,td_btrip,None,,,,,,
Default,Trip 1,td_cnt,None,,,,,,
Default,Trip 1,td_fR,None,,,,,,
Default,Trip 1,td_fRC,None,,,,,,
Default,Trip 1,td_fX,None,,,,,,
Default,Trip 1,td_fXC,None,,,,,,
Default,Trip 1,td_fZ,None,,,,,,
Default,Trip 1,td_fZC,None,,,,,,
Default,Trip 1,td_flim,None,,,,,,
Default,Trip 1,td_fobj,None,,,,,,
Default,Trip 1,td_fphi,None,,,,,,
Default,Trip 1,td_fphiC,None,,,,,,
Default,Trip 1,td_fpos,None,,,,,,
Default,Trip 1,td_ftpbk,None,,,,,,
Default,Trip 1,td_ftrip,None,,,,,,
Default,Trip 1,typ_id,None,,,,,,
Default,Trip 1,vtprim,None,,,,,,
Default,Trip 1,vtsec,None,,,,,,
Default,Trip 1,zratio,None,,,,,,
Trip 1,Phase Protection,AttributeType,None,,,,,,
Trip 1,Phase Protection,Ipset,None,,,,,,
Trip 1,Phase Protection,Ipsetr,None,,,,,,
Trip 1,Phase Protection,ModFrame,None,,,,,,
Trip 1,Phase Protection,ResetT,None,,,,,,
Trip 1,Phase Protection,Tadder,Protection/Detection Settings/Protection Group A/Trip 1 Settings/,Trip 1 Phase Additional,use_setting,None,,,
Trip 1,Phase Protection,Tpset,Protection/Detection Settings/Protection Group A/Trip 1 Settings/,Trip 1 Phase Time Mult.,use_setting,None,,,
Trip 1,Phase Protection,Trelblock,None,,,,,,
Trip 1,Phase Protection,Tshift,None,,,,,,
Trip 1,Phase Protection,cDisplayName,None,,,,,,
Trip 1,Phase Protection,cResetT,None,,,,,,
Trip 1,Phase Protection,cTadder,None,,,,,,
Trip 1,Phase Protection,cUserDefIndex,None,,,,,,
Trip 1,Phase Protection,c_sfansi,None,,,,,,
Trip 1,Phase Protection,c_sfiec,None,,,,,,
Trip 1,Phase Protection,c_type,None,,,,,,
Trip 1,Phase Protection,calcuse,None,,,,,,
Trip 1,Phase Protection,charact,None,,,,,,
Trip 1,Phase Protection,chr_name,None,,,,,,
Trip 1,Phase Protection,ciDist,None,,,,,,
Trip 1,Phase Protection,ciDistAll,None,,,,,,
Trip 1,Phase Protection,ciDistAllRoot,None,,,,,,
Trip 1,Phase Protection,ciDistRoot,None,,,,,,
Trip 1,Phase Protection,ciEarthed,None,,,,,,
Trip 1,Phase Protection,ciEnergized,None,,,,,,
Trip 1,Phase Protection,ciLater,None,,,,,,
Trip 1,Phase Protection,ciOutaged,None,,,,,,
Trip 1,Phase Protection,cminresptime,None,,,,,,
Trip 1,Phase Protection,cpArea,None,,,,,,
Trip 1,Phase Protection,cpBranch,None,,,,,,
Trip 1,Phase Protection,cpFeed,None,,,,,,
Trip 1,Phase Protection,cpGrid,None,,,,,,
Trip 1,Phase Protection,cpHeadFold,None,,,,,,
Trip 1,Phase Protection,cpMeteostat,None,,,,,,
Trip 1,Phase Protection,cpOperator,None,,,,,,
Trip 1,Phase Protection,cpOwner,None,,,,,,
Trip 1,Phase Protection,cpSite,None,,,,,,
Trip 1,Phase Protection,cpSubstat,None,,,,,,
Trip 1,Phase Protection,cpSupplySubstation,None,,,,,,
Trip 1,Phase Protection,cpSupplyTransformer,None,,,,,,
Trip 1,Phase Protection,cpSupplyTrfStation,None,,,,,,
Trip 1,Phase Protection,cpZone,None,,,,,,
Trip 1,Phase Protection,dat_src,None,,,,,,
Trip 1,Phase Protection,dataExtUnit,None,,,,,,
Trip 1,Phase Protection,fold_id,None,,,,,,
Trip 1,Phase Protection,for_name,None,,,,,,
Trip 1,Phase Protection,gnrl_modby,None,,,,,,
Trip 1,Phase Protection,gnrl_modif,None,,,,,,
Trip 1,Phase Protection,iSchemeStatus,None,,,,,,
Trip 1,Phase Protection,iacceptblock,None,,,,,,
Trip 1,Phase Protection,idir,None,,,,,,
Trip 1,Phase Protection,loc_name,None,,,,,,
Trip 1,Phase Protection,minresptime,None,,,,,,
Trip 1,Phase Protection,outserv,ON,,,,,,
Trip 1,Phase Protection,pcharac,Protection/Detection Settings/Protection Group A/Trip 1 Settings/,1 Phase Curve,use_setting,None,,,
Trip 1,Phase Protection,resetdis,None,,,,,,
Trip 1,Phase Protection,root_id,None,,,,,,
Trip 1,Phase Protection,typ_id,None,,,,,,
Trip 1,Phase Protection,udeftmax,Protection/Detection Settings/Protection Group A/,Maximum Time,use_setting,None,,,
Trip 1,Phase Protection,udeftmin,Protection/Detection Settings/Protection Group A/Trip 1 Settings/,Trip 1 Phase Minimum Time,use_setting,None,,,
Trip 1,Phase Instantaneous Multiplier,AttributeType,None,,,,,,
Trip 1,Phase Instantaneous Multiplier,Ipset,Protection/Detection Settings/Protection Group A/Trip 1 Settings/,Trip 1 Phase Instant. Mult.,use_setting,None,,,
Trip 1,Phase Instantaneous Multiplier,Ipsetr,None,,,,,,
Trip 1,Phase Instantaneous Multiplier,Trelblock,None,,,,,,
Trip 1,Phase Instantaneous Multiplier,Tset,Protection/Detection Settings/Protection Group A/Trip 1 Settings/,Trip 1 Phase Minimum Time,use_setting,None,,,
Trip 1,Phase Instantaneous Multiplier,cDisplayName,None,,,,,,
Trip 1,Phase Instantaneous Multiplier,cTset,None,,,,,,
Trip 1,Phase Instantaneous Multiplier,cUserDefIndex,None,,,,,,
Trip 1,Phase Instantaneous Multiplier,c_sfansi,None,,,,,,
Trip 1,Phase Instantaneous Multiplier,c_sfiec,None,,,,,,
Trip 1,Phase Instantaneous Multiplier,c_type,None,,,,,,
Trip 1,Phase Instantaneous Multiplier,calcuse,None,,,,,,
Trip 1,Phase Instantaneous Multiplier,charact,None,,,,,,
Trip 1,Phase Instantaneous Multiplier,chr_name,None,,,,,,
Trip 1,Phase Instantaneous Multiplier,ciDist,None,,,,,,
Trip 1,Phase Instantaneous Multiplier,ciDistAll,None,,,,,,
Trip 1,Phase Instantaneous Multiplier,ciDistAllRoot,None,,,,,,
Trip 1,Phase Instantaneous Multiplier,ciDistRoot,None,,,,,,
Trip 1,Phase Instantaneous Multiplier,ciEarthed,None,,,,,,
Trip 1,Phase Instantaneous Multiplier,ciEnergized,None,,,,,,
Trip 1,Phase Instantaneous Multiplier,ciLater,None,,,,,,
Trip 1,Phase Instantaneous Multiplier,ciOutaged,None,,,,,,
Trip 1,Phase Instantaneous Multiplier,cpArea,None,,,,,,
Trip 1,Phase Instantaneous Multiplier,cpBranch,None,,,,,,
Trip 1,Phase Instantaneous Multiplier,cpFeed,None,,,,,,
Trip 1,Phase Instantaneous Multiplier,cpGrid,None,,,,,,
Trip 1,Phase Instantaneous Multiplier,cpHeadFold,None,,,,,,
Trip 1,Phase Instantaneous Multiplier,cpMeteostat,None,,,,,,
Trip 1,Phase Instantaneous Multiplier,cpOperator,None,,,,,,
Trip 1,Phase Instantaneous Multiplier,cpOwner,None,,,,,,
Trip 1,Phase Instantaneous Multiplier,cpSite,None,,,,,,
Trip 1,Phase Instantaneous Multiplier,cpSubstat,None,,,,,,
Trip 1,Phase Instantaneous Multiplier,cpSupplySubstation,None,,,,,,
Trip 1,Phase Instantaneous Multiplier,cpSupplyTransformer,None,,,,,,
Trip 1,Phase Instantaneous Multiplier,cpSupplyTrfStation,None,,,,,,
Trip 1,Phase Instantaneous Multiplier,cpZone,None,,,,,,
Trip 1,Phase Instantaneous Multiplier,cptotime,None,,,,,,
Trip 1,Phase Instantaneous Multiplier,dat_src,None,,,,,,
Trip 1,Phase Instantaneous Multiplier,dataExtUnit,None,,,,,,
Trip 1,Phase Instantaneous Multiplier,fold_id,None,,,,,,
Trip 1,Phase Instantaneous Multiplier,for_name,None,,,,,,
Trip 1,Phase Instantaneous Multiplier,gnrl_modby,None,,,,,,
Trip 1,Phase Instantaneous Multiplier,gnrl_modif,None,,,,,,
Trip 1,Phase Instantaneous Multiplier,iSchemeStatus,None,,,,,,
Trip 1,Phase Instantaneous Multiplier,iacceptblock,None,,,,,,
Trip 1,Phase Instantaneous Multiplier,idir,None,,,,,,
Trip 1,Phase Instantaneous Multiplier,loc_name,None,,,,,,
Trip 1,Phase Instantaneous Multiplier,outserv,Protection/Detection Settings/Protection Group A/Trip 1 Settings/,Trip 1 Phase Instant. Mult.,use_setting,Off,,,
Trip 1,Phase Instantaneous Multiplier,root_id,None,,,,,,
Trip 1,Phase Instantaneous Multiplier,typ_id,None,,,,,,
Trip 1,Earth Protection,AttributeType,None,,,,,,
Trip 1,Earth Protection,Ipset,None,,,,,,
Trip 1,Earth Protection,Ipsetr,None,,,,,,
Trip 1,Earth Protection,ModFrame,None,,,,,,
Trip 1,Earth Protection,ResetT,None,,,,,,
Trip 1,Earth Protection,Tadder,Protection/Detection Settings/Protection Group A/Trip 1 Settings/,Trip 1 Earth Additional,use_setting,None,,,
Trip 1,Earth Protection,Tpset,Protection/Detection Settings/Protection Group A/Trip 1 Settings/,Trip 1 Earth Time Mult.,use_setting,None,,,
Trip 1,Earth Protection,Trelblock,None,,,,,,
Trip 1,Earth Protection,Tshift,None,,,,,,
Trip 1,Earth Protection,cDisplayName,None,,,,,,
Trip 1,Earth Protection,cResetT,None,,,,,,
Trip 1,Earth Protection,cTadder,None,,,,,,
Trip 1,Earth Protection,cUserDefIndex,None,,,,,,
Trip 1,Earth Protection,c_sfansi,None,,,,,,
Trip 1,Earth Protection,c_sfiec,None,,,,,,
Trip 1,Earth Protection,c_type,None,,,,,,
Trip 1,Earth Protection,calcuse,None,,,,,,
Trip 1,Earth Protection,charact,None,,,,,,
Trip 1,Earth Protection,chr_name,None,,,,,,
Trip 1,Earth Protection,ciDist,None,,,,,,
Trip 1,Earth Protection,ciDistAll,None,,,,,,
Trip 1,Earth Protection,ciDistAllRoot,None,,,,,,
Trip 1,Earth Protection,ciDistRoot,None,,,,,,
Trip 1,Earth Protection,ciEarthed,None,,,,,,
Trip 1,Earth Protection,ciEnergized,None,,,,,,
Trip 1,Earth Protection,ciLater,None,,,,,,
Trip 1,Earth Protection,ciOutaged,None,,,,,,
Trip 1,Earth Protection,cminresptime,None,,,,,,
Trip 1,Earth Protection,cpArea,None,,,,,,
Trip 1,Earth Protection,cpBranch,None,,,,,,
Trip 1,Earth Protection,cpFeed,None,,,,,,
Trip 1,Earth Protection,cpGrid,None,,,,,,
Trip 1,Earth Protection,cpHeadFold,None,,,,,,
Trip 1,Earth Protection,cpMeteostat,None,,,,,,
Trip 1,Earth Protection,cpOperator,None,,,,,,
Trip 1,Earth Protection,cpOwner,None,,,,,,
Trip 1,Earth Protection,cpSite,None,,,,,,
Trip 1,Earth Protection,cpSubstat,None,,,,,,
Trip 1,Earth Protection,cpSupplySubstation,None,,,,,,
Trip 1,Earth Protection,cpSupplyTransformer,None,,,,,,
Trip 1,Earth Protection,cpSupplyTrfStation,None,,,,,,
Trip 1,Earth Protection,cpZone,None,,,,,,
Trip 1,Earth Protection,dat_src,None,,,,,,
Trip 1,Earth Protection,dataExtUnit,None,,,,,,
Trip 1,Earth Protection,fold_id,None,,,,,,
Trip 1,Earth Protection,for_name,None,,,,,,
Trip 1,Earth Protection,gnrl_modby,None,,,,,,
Trip 1,Earth Protection,gnrl_modif,None,,,,,,
Trip 1,Earth Protection,iSchemeStatus,None,,,,,,
Trip 1,Earth Protection,iacceptblock,None,,,,,,
Trip 1,Earth Protection,idir,None,,,,,,
Trip 1,Earth Protection,loc_name,None,,,,,,
Trip 1,Earth Protection,minresptime,None,,,,,,
Trip 1,Earth Protection,outserv,ON,,,,,,
Trip 1,Earth Protection,pcharac,Protection/Detection Settings/Protection Group A/Trip 1 Settings/,1 Earth Curve,use_setting,None,,,
Trip 1,Earth Protection,resetdis,None,,,,,,
Trip 1,Earth Protection,root_id,None,,,,,,
Trip 1,Earth Protection,typ_id,None,,,,,,
Trip 1,Earth Protection,udeftmax,None,,,,,,
Trip 1,Earth Protection,udeftmin,Protection/Detection Settings/Protection Group A/Trip 1 Settings/,Trip 1 Earth Minimum Time,use_setting,None,,,
Trip 1,Earth Instantaneous Multiplier,AttributeType,None,,,,,,
Trip 1,Earth Instantaneous Multiplier,Ipset,Protection/Detection Settings/Protection Group A/Trip 1 Settings/,Trip 1 Earth Instant. Mult.,use_setting,None,,,
Trip 1,Earth Instantaneous Multiplier,Ipsetr,None,,,,,,
Trip 1,Earth Instantaneous Multiplier,Trelblock,None,,,,,,
Trip 1,Earth Instantaneous Multiplier,Tset,Protection/Detection Settings/Protection Group A/Trip 1 Settings/,Trip 1 Earth Minimum Time,use_setting,None,,,
Trip 1,Earth Instantaneous Multiplier,cDisplayName,None,,,,,,
Trip 1,Earth Instantaneous Multiplier,cTset,None,,,,,,
Trip 1,Earth Instantaneous Multiplier,cUserDefIndex,None,,,,,,
Trip 1,Earth Instantaneous Multiplier,c_sfansi,None,,,,,,
Trip 1,Earth Instantaneous Multiplier,c_sfiec,None,,,,,,
Trip 1,Earth Instantaneous Multiplier,c_type,None,,,,,,
Trip 1,Earth Instantaneous Multiplier,calcuse,None,,,,,,
Trip 1,Earth Instantaneous Multiplier,charact,None,,,,,,
Trip 1,Earth Instantaneous Multiplier,chr_name,None,,,,,,
Trip 1,Earth Instantaneous Multiplier,ciDist,None,,,,,,
Trip 1,Earth Instantaneous Multiplier,ciDistAll,None,,,,,,
Trip 1,Earth Instantaneous Multiplier,ciDistAllRoot,None,,,,,,
Trip 1,Earth Instantaneous Multiplier,ciDistRoot,None,,,,,,
Trip 1,Earth Instantaneous Multiplier,ciEarthed,None,,,,,,
Trip 1,Earth Instantaneous Multiplier,ciEnergized,None,,,,,,
Trip 1,Earth Instantaneous Multiplier,ciLater,None,,,,,,
Trip 1,Earth Instantaneous Multiplier,ciOutaged,None,,,,,,
Trip 1,Earth Instantaneous Multiplier,cpArea,None,,,,,,
Trip 1,Earth Instantaneous Multiplier,cpBranch,None,,,,,,
Trip 1,Earth Instantaneous Multiplier,cpFeed,None,,,,,,
Trip 1,Earth Instantaneous Multiplier,cpGrid,None,,,,,,
Trip 1,Earth Instantaneous Multiplier,cpHeadFold,None,,,,,,
Trip 1,Earth Instantaneous Multiplier,cpMeteostat,None,,,,,,
Trip 1,Earth Instantaneous Multiplier,cpOperator,None,,,,,,
Trip 1,Earth Instantaneous Multiplier,cpOwner,None,,,,,,
Trip 1,Earth Instantaneous Multiplier,cpSite,None,,,,,,
Trip 1,Earth Instantaneous Multiplier,cpSubstat,None,,,,,,
Trip 1,Earth Instantaneous Multiplier,cpSupplySubstation,None,,,,,,
Trip 1,Earth Instantaneous Multiplier,cpSupplyTransformer,None,,,,,,
Trip 1,Earth Instantaneous Multiplier,cpSupplyTrfStation,None,,,,,,
Trip 1,Earth Instantaneous Multiplier,cpZone,None,,,,,,
Trip 1,Earth Instantaneous Multiplier,cptotime,None,,,,,,
Trip 1,Earth Instantaneous Multiplier,dat_src,None,,,,,,
Trip 1,Earth Instantaneous Multiplier,dataExtUnit,None,,,,,,
Trip 1,Earth Instantaneous Multiplier,fold_id,None,,,,,,
Trip 1,Earth Instantaneous Multiplier,for_name,None,,,,,,
Trip 1,Earth Instantaneous Multiplier,gnrl_modby,None,,,,,,
Trip 1,Earth Instantaneous Multiplier,gnrl_modif,None,,,,,,
Trip 1,Earth Instantaneous Multiplier,iSchemeStatus,None,,,,,,
Trip 1,Earth Instantaneous Multiplier,iacceptblock,None,,,,,,
Trip 1,Earth Instantaneous Multiplier,idir,None,,,,,,
Trip 1,Earth Instantaneous Multiplier,loc_name,None,,,,,,
Trip 1,Earth Instantaneous Multiplier,outserv,Protection/Detection Settings/Protection Group A/Trip 1 Settings/,Trip 1 Earth Instant. Mult.,use_setting,Off,,,
Trip 1,Earth Instantaneous Multiplier,root_id,None,,,,,,
Trip 1,Earth Instantaneous Multiplier,typ_id,None,,,,,,
Trip 1,SEF Definite Time,AttributeType,None,,,,,,
