FOLDER,ELEMENT,ATTRIBUTE,,,,,,,,
default,ISEF>2,charact,None,,,,,,,
default,ISEF>2,chr_name,None,,,,,,,
default,ISEF>2,ciDist,None,,,,,,,
default,ISEF>2,ciDistAll,None,,,,,,,
default,ISEF>2,ciDistAllRoot,None,,,,,,,
default,ISEF>2,ciDistRoot,None,,,,,,,
default,ISEF>2,ciEarthed,None,,,,,,,
default,ISEF>2,ciEnergized,None,,,,,,,
default,ISEF>2,ciLater,None,,,,,,,
default,ISEF>2,ciOutaged,None,,,,,,,
default,ISEF>2,cminresptime,None,,,,,,,
default,ISEF>2,cpArea,None,,,,,,,
default,ISEF>2,cpBranch,None,,,,,,,
default,ISEF>2,cpFeed,None,,,,,,,
default,ISEF>2,cpGrid,None,,,,,,,
default,ISEF>2,cpHeadFold,None,,,,,,,
default,ISEF>2,cpMeteostat,None,,,,,,,
default,ISEF>2,cpOperator,None,,,,,,,
default,ISEF>2,cpOwner,None,,,,,,,
default,ISEF>2,cpSite,None,,,,,,,
default,ISEF>2,cpSubstat,None,,,,,,,
default,ISEF>2,cpSupplySubstation,None,,,,,,,
default,ISEF>2,cpSupplyTransformer,None,,,,,,,
default,ISEF>2,cpSupplyTrfStation,None,,,,,,,
default,ISEF>2,cpZone,None,,,,,,,
default,ISEF>2,dat_src,None,,,,,,,
default,ISEF>2,dataExtUnit,None,,,,,,,
default,ISEF>2,fold_id,None,,,,,,,
default,ISEF>2,for_name,None,,,,,,,
default,ISEF>2,gnrl_modby,None,,,,,,,
default,ISEF>2,gnrl_modif,None,,,,,,,
default,ISEF>2,iSchemeStatus,None,,,,,,,
default,ISEF>2,iacceptblock,None,,,,,,,
default,ISEF>2,idir,None,,,,,,,
default,ISEF>2,loc_name,None,,,,,,,
default,ISEF>2,minresptime,None,,,,,,,
default,ISEF>2,outserv,Group 1/3A - GROUP 1 SEF/REF PROT'N/,3A0A,use_setting,Disabled,,,,
default,ISEF>2,pcharac,Group 1/3A - GROUP 1 SEF/REF PROT'N/,3A0A,use_setting,None,,,,
default,ISEF>2,resetdis,None,,,,,,,
default,ISEF>2,root_id,None,,,,,,,
default,ISEF>2,typ_id,None,,,,,,,
default,ISEF>2,udeftmax,None,,,,,,,
default,ISEF>2,udeftmin,None,,,,,,,
default,ISEF>3,AttributeType,None,,,,,,,
default,ISEF>3,Ipsetr,Group 1/3A - GROUP 1 SEF/REF PROT'N/,3A14,use_setting,None,,,,
default,ISEF>3,Ipset,None,,,,,,,
default,ISEF>3,Trelblock,None,,,,,,,
default,ISEF>3,Tset,Group 1/3A - GROUP 1 SEF/REF PROT'N/,3A15,use_setting,None,,,,
default,ISEF>3,cDisplayName,None,,,,,,,
default,ISEF>3,cTset,None,,,,,,,
default,ISEF>3,cUserDefIndex,None,,,,,,,
default,ISEF>3,c_sfansi,None,,,,,,,
default,ISEF>3,c_sfiec,None,,,,,,,
default,ISEF>3,c_type,None,,,,,,,
default,ISEF>3,calcuse,None,,,,,,,
default,ISEF>3,charact,None,,,,,,,
default,ISEF>3,chr_name,None,,,,,,,
default,ISEF>3,ciDist,None,,,,,,,
default,ISEF>3,ciDistAll,None,,,,,,,
default,ISEF>3,ciDistAllRoot,None,,,,,,,
default,ISEF>3,ciDistRoot,None,,,,,,,
default,ISEF>3,ciEarthed,None,,,,,,,
default,ISEF>3,ciEnergized,None,,,,,,,
default,ISEF>3,ciLater,None,,,,,,,
default,ISEF>3,ciOutaged,None,,,,,,,
default,ISEF>3,cpArea,None,,,,,,,
default,ISEF>3,cpBranch,None,,,,,,,
default,ISEF>3,cpFeed,None,,,,,,,
default,ISEF>3,cpGrid,None,,,,,,,
default,ISEF>3,cpHeadFold,None,,,,,,,
default,ISEF>3,cpMeteostat,None,,,,,,,
default,ISEF>3,cpOperator,None,,,,,,,
default,ISEF>3,cpOwner,None,,,,,,,
default,ISEF>3,cpSite,None,,,,,,,
default,ISEF>3,cpSubstat,None,,,,,,,
default,ISEF>3,cpSupplySubstation,None,,,,,,,
default,ISEF>3,cpSupplyTransformer,None,,,,,,,
default,ISEF>3,cpSupplyTrfStation,None,,,,,,,
default,ISEF>3,cpZone,None,,,,,,,
default,ISEF>3,cptotime,None,,,,,,,
default,ISEF>3,dat_src,None,,,,,,,
default,ISEF>3,dataExtUnit,None,,,,,,,
default,ISEF>3,fold_id,None,,,,,,,
default,ISEF>3,for_name,None,,,,,,,
default,ISEF>3,gnrl_modby,None,,,,,,,
default,ISEF>3,gnrl_modif,None,,,,,,,
default,ISEF>3,iSchemeStatus,None,,,,,,,
default,ISEF>3,iacceptblock,None,,,,,,,
default,ISEF>3,idir,None,,,,,,,
default,ISEF>3,loc_name,None,,,,,,,
default,ISEF>3,outserv,Group 1/3A - GROUP 1 SEF/REF PROT'N/,3A12,use_setting,Disabled,,,,
default,ISEF>3,root_id,None,,,,,,,
default,ISEF>3,typ_id,None,,,,,,,
default,ISEF>4,AttributeType,None,,,,,,,
default,ISEF>4,Ipsetr,Group 1/3A - GROUP 1 SEF/REF PROT'N/,3A18,use_setting,None,,,,
default,ISEF>4,Ipsetr,None,,,,,,,
default,ISEF>4,Trelblock,None,,,,,,,
default,ISEF>4,Tset,Group 1/3A - GROUP 1 SEF/REF PROT'N/,3A19,use_setting,None,,,,
default,ISEF>4,cDisplayName,None,,,,,,,
default,ISEF>4,cTset,None,,,,,,,
default,ISEF>4,cUserDefIndex,None,,,,,,,
default,ISEF>4,c_sfansi,None,,,,,,,
default,ISEF>4,c_sfiec,None,,,,,,,
default,ISEF>4,c_type,None,,,,,,,
default,ISEF>4,calcuse,None,,,,,,,
default,ISEF>4,charact,None,,,,,,,
default,ISEF>4,chr_name,None,,,,,,,
default,ISEF>4,ciDist,None,,,,,,,
default,ISEF>4,ciDistAll,None,,,,,,,
default,ISEF>4,ciDistAllRoot,None,,,,,,,
default,ISEF>4,ciDistRoot,None,,,,,,,
default,ISEF>4,ciEarthed,None,,,,,,,
default,ISEF>4,ciEnergized,None,,,,,,,
default,ISEF>4,ciLater,None,,,,,,,
default,ISEF>4,ciOutaged,None,,,,,,,
default,ISEF>4,cpArea,None,,,,,,,
default,ISEF>4,cpBranch,None,,,,,,,
default,ISEF>4,cpFeed,None,,,,,,,
default,ISEF>4,cpGrid,None,,,,,,,
default,ISEF>4,cpHeadFold,None,,,,,,,
default,ISEF>4,cpMeteostat,None,,,,,,,
default,ISEF>4,cpOperator,None,,,,,,,
default,ISEF>4,cpOwner,None,,,,,,,
default,ISEF>4,cpSite,None,,,,,,,
default,ISEF>4,cpSubstat,None,,,,,,,
default,ISEF>4,cpSupplySubstation,None,,,,,,,
default,ISEF>4,cpSupplyTransformer,None,,,,,,,
default,ISEF>4,cpSupplyTrfStation,None,,,,,,,
default,ISEF>4,cpZone,None,,,,,,,
default,ISEF>4,cptotime,None,,,,,,,
default,ISEF>4,dat_src,None,,,,,,,
default,ISEF>4,dataExtUnit,None,,,,,,,
default,ISEF>4,fold_id,None,,,,,,,
default,ISEF>4,for_name,None,,,,,,,
default,ISEF>4,gnrl_modby,None,,,,,,,
default,ISEF>4,gnrl_modif,None,,,,,,,
default,ISEF>4,iSchemeStatus,None,,,,,,,
default,ISEF>4,iacceptblock,None,,,,,,,
default,ISEF>4,idir,None,,,,,,,
default,ISEF>4,loc_name,None,,,,,,,
default,ISEF>4,outserv,Group 1/3A - GROUP 1 SEF/REF PROT'N/,3A16,use_setting,Disabled,,,,
default,ISEF>4,root_id,None,,,,,,,
default,ISEF>4,typ_id,None,,,,,,,
default,I2>1,AttributeType,None,,,,,,,
default,I2>1,Ipset,None,,,,,,,
default,I2>1,Ipsetr,Group 1/36 - GROUP 1 NEG SEQ O/C/,3604,use_setting,None,,,,
default,I2>1,Trelblock,None,,,,,,,
default,I2>1,Tset,Group 1/36 - GROUP 1 NEG SEQ O/C/,3605,use_setting,None,,,,
default,I2>1,cDisplayName,None,,,,,,,
default,I2>1,cTset,None,,,,,,,
default,I2>1,cUserDefIndex,None,,,,,,,
default,I2>1,c_sfansi,None,,,,,,,
default,I2>1,c_sfiec,None,,,,,,,
default,I2>1,c_type,None,,,,,,,
default,I2>1,calcuse,None,,,,,,,
default,I2>1,charact,None,,,,,,,
default,I2>1,chr_name,None,,,,,,,
default,I2>1,ciDist,None,,,,,,,
default,I2>1,ciDistAll,None,,,,,,,
default,I2>1,ciDistAllRoot,None,,,,,,,
default,I2>1,ciDistRoot,None,,,,,,,
default,I2>1,ciEarthed,None,,,,,,,
default,I2>1,ciEnergized,None,,,,,,,
default,I2>1,ciLater,None,,,,,,,
default,I2>1,ciOutaged,None,,,,,,,
default,I2>1,cpArea,None,,,,,,,
default,I2>1,cpBranch,None,,,,,,,
default,I2>1,cpFeed,None,,,,,,,
default,I2>1,cpGrid,None,,,,,,,
default,I2>1,cpHeadFold,None,,,,,,,
default,I2>1,cpMeteostat,None,,,,,,,
default,I2>1,cpOperator,None,,,,,,,
default,I2>1,cpOwner,None,,,,,,,
default,I2>1,cpSite,None,,,,,,,
default,I2>1,cpSubstat,None,,,,,,,
default,I2>1,cpSupplySubstation,None,,,,,,,
default,I2>1,cpSupplyTransformer,None,,,,,,,
default,I2>1,cpSupplyTrfStation,None,,,,,,,
default,I2>1,cpZone,None,,,,,,,
default,I2>1,cptotime,None,,,,,,,
default,I2>1,dat_src,None,,,,,,,
default,I2>1,dataExtUnit,None,,,,,,,
default,I2>1,fold_id,None,,,,,,,
default,I2>1,for_name,None,,,,,,,
default,I2>1,gnrl_modby,None,,,,,,,
default,I2>1,gnrl_modif,None,,,,,,,
default,I2>1,iSchemeStatus,None,,,,,,,
default,I2>1,iacceptblock,None,,,,,,,
default,I2>1,idir,None,,,,,,,
default,I2>1,loc_name,None,,,,,,,
default,I2>1,outserv,Group 1/36 - GROUP 1 NEG SEQ O/C/,3601,use_setting,Disabled,,,,
default,I2>1,root_id,None,,,,,,,
default,I2>1,typ_id,None,,,,,,,
default,I2>2,AttributeType,None,,,,,,,
default,I2>2,Ipset,None,,,,,,,
default,I2>2,Ipsetr,None,,,,,,,
default,I2>2,Trelblock,None,,,,,,,
default,I2>2,Tset,None,,,,,,,
default,I2>2,cDisplayName,None,,,,,,,
default,I2>2,cTset,None,,,,,,,
default,I2>2,cUserDefIndex,None,,,,,,,
default,I2>2,c_sfansi,None,,,,,,,
default,I2>2,c_sfiec,None,,,,,,,
default,I2>2,c_type,None,,,,,,,
default,I2>2,calcuse,None,,,,,,,
default,I2>2,charact,None,,,,,,,
default,I2>2,chr_name,None,,,,,,,
default,I2>2,ciDist,None,,,,,,,
default,I2>2,ciDistAll,None,,,,,,,
default,I2>2,ciDistAllRoot,None,,,,,,,
default,I2>2,ciDistRoot,None,,,,,,,
default,I2>2,ciEarthed,None,,,,,,,
default,I2>2,ciEnergized,None,,,,,,,
default,I2>2,ciLater,None,,,,,,,
default,I2>2,ciOutaged,None,,,,,,,
default,I2>2,cpArea,None,,,,,,,
default,I2>2,cpBranch,None,,,,,,,
default,I2>2,cpFeed,None,,,,,,,
default,I2>2,cpGrid,None,,,,,,,
default,I2>2,cpHeadFold,None,,,,,,,
default,I2>2,cpMeteostat,None,,,,,,,
default,I2>2,cpOperator,None,,,,,,,
default,I2>2,cpOwner,None,,,,,,,
default,I2>2,cpSite,None,,,,,,,
default,I2>2,cpSubstat,None,,,,,,,
default,I2>2,cpSupplySubstation,None,,,,,,,
default,I2>2,cpSupplyTransformer,None,,,,,,,
default,I2>2,cpSupplyTrfStation,None,,,,,,,
default,I2>2,cpZone,None,,,,,,,
default,I2>2,cptotime,None,,,,,,,
default,I2>2,dat_src,None,,,,,,,
default,I2>2,dataExtUnit,None,,,,,,,
default,I2>2,fold_id,None,,,,,,,
default,I2>2,for_name,None,,,,,,,
default,I2>2,gnrl_modby,None,,,,,,,
default,I2>2,gnrl_modif,None,,,,,,,
default,I2>2,iSchemeStatus,None,,,,,,,
default,I2>2,iacceptblock,None,,,,,,,
default,I2>2,idir,None,,,,,,,
default,I2>2,loc_name,None,,,,,,,
default,I2>2,outserv,OFF,,,,,,,
default,I2>2,root_id,None,,,,,,,
default,I2>2,typ_id,None,,,,,,,
default,I2>3,AttributeType,None,,,,,,,
default,I2>3,Ipset,None,,,,,,,
default,I2>3,Ipsetr,None,,,,,,,
default,I2>3,Trelblock,None,,,,,,,
default,I2>3,Tset,None,,,,,,,
default,I2>3,cDisplayName,None,,,,,,,
default,I2>3,cTset,None,,,,,,,
default,I2>3,cUserDefIndex,None,,,,,,,
default,I2>3,c_sfansi,None,,,,,,,
default,I2>3,c_sfiec,None,,,,,,,
default,I2>3,c_type,None,,,,,,,
default,I2>3,calcuse,None,,,,,,,
default,I2>3,charact,None,,,,,,,
default,I2>3,chr_name,None,,,,,,,
default,I2>3,ciDist,None,,,,,,,
default,I2>3,ciDistAll,None,,,,,,,
default,I2>3,ciDistAllRoot,None,,,,,,,
default,I2>3,ciDistRoot,None,,,,,,,
default,I2>3,ciEarthed,None,,,,,,,
default,I2>3,ciEnergized,None,,,,,,,
default,I2>3,ciLater,None,,,,,,,
default,I2>3,ciOutaged,None,,,,,,,
default,I2>3,cpArea,None,,,,,,,
default,I2>3,cpBranch,None,,,,,,,
default,I2>3,cpFeed,None,,,,,,,
default,I2>3,cpGrid,None,,,,,,,
default,I2>3,cpHeadFold,None,,,,,,,
default,I2>3,cpMeteostat,None,,,,,,,
default,I2>3,cpOperator,None,,,,,,,
default,I2>3,cpOwner,None,,,,,,,
default,I2>3,cpSite,None,,,,,,,
default,I2>3,cpSubstat,None,,,,,,,
default,I2>3,cpSupplySubstation,None,,,,,,,
default,I2>3,cpSupplyTransformer,None,,,,,,,
default,I2>3,cpSupplyTrfStation,None,,,,,,,
default,I2>3,cpZone,None,,,,,,,
default,I2>3,cptotime,None,,,,,,,
default,I2>3,dat_src,None,,,,,,,
default,I2>3,dataExtUnit,None,,,,,,,
default,I2>3,fold_id,None,,,,,,,
default,I2>3,for_name,None,,,,,,,
default,I2>3,gnrl_modby,None,,,,,,,
default,I2>3,gnrl_modif,None,,,,,,,
default,I2>3,iSchemeStatus,None,,,,,,,
default,I2>3,iacceptblock,None,,,,,,,
default,I2>3,idir,None,,,,,,,
default,I2>3,loc_name,None,,,,,,,
default,I2>3,outserv,OFF,,,,,,,
default,I2>3,root_id,None,,,,,,,
default,I2>3,typ_id,None,,,,,,,
default,I2>4,AttributeType,None,,,,,,,
default,I2>4,Ipset,None,,,,,,,
default,I2>4,Ipsetr,None,,,,,,,
default,I2>4,Trelblock,None,,,,,,,
default,I2>4,Tset,None,,,,,,,
default,I2>4,cDisplayName,None,,,,,,,
default,I2>4,cTset,None,,,,,,,
default,I2>4,cUserDefIndex,None,,,,,,,
default,I2>4,c_sfansi,None,,,,,,,
default,I2>4,c_sfiec,None,,,,,,,
default,I2>4,c_type,None,,,,,,,
default,I2>4,calcuse,None,,,,,,,
default,I2>4,charact,None,,,,,,,
default,I2>4,chr_name,None,,,,,,,
default,I2>4,ciDist,None,,,,,,,
default,I2>4,ciDistAll,None,,,,,,,
default,I2>4,ciDistAllRoot,None,,,,,,,
default,I2>4,ciDistRoot,None,,,,,,,
default,I2>4,ciEarthed,None,,,,,,,
default,I2>4,ciEnergized,None,,,,,,,
default,I2>4,ciLater,None,,,,,,,
default,I2>4,ciOutaged,None,,,,,,,
default,I2>4,cpArea,None,,,,,,,
default,I2>4,cpBranch,None,,,,,,,
default,I2>4,cpFeed,None,,,,,,,
default,I2>4,cpGrid,None,,,,,,,
default,I2>4,cpHeadFold,None,,,,,,,
default,I2>4,cpMeteostat,None,,,,,,,
default,I2>4,cpOperator,None,,,,,,,
default,I2>4,cpOwner,None,,,,,,,
default,I2>4,cpSite,None,,,,,,,
default,I2>4,cpSubstat,None,,,,,,,
default,I2>4,cpSupplySubstation,None,,,,,,,
default,I2>4,cpSupplyTransformer,None,,,,,,,
default,I2>4,cpSupplyTrfStation,None,,,,,,,
default,I2>4,cpZone,None,,,,,,,
default,I2>4,cptotime,None,,,,,,,
default,I2>4,dat_src,None,,,,,,,
default,I2>4,dataExtUnit,None,,,,,,,
default,I2>4,fold_id,None,,,,,,,
default,I2>4,for_name,None,,,,,,,
default,I2>4,gnrl_modby,None,,,,,,,
default,I2>4,gnrl_modif,None,,,,,,,
default,I2>4,iSchemeStatus,None,,,,,,,
default,I2>4,iacceptblock,None,,,,,,,
default,I2>4,idir,None,,,,,,,
default,I2>4,loc_name,None,,,,,,,
default,I2>4,outserv,OFF,,,,,,,
default,I2>4,root_id,None,,,,,,,
default,I2>4,typ_id,None,,,,,,,
default,Dir phase,AttributeType,None,,,,,,,
default,Dir phase,cAlpha,None,,,,,,,
default,Dir phase,cBeta,None,,,,,,,
default,Dir phase,cDisplayName,None,,,,,,,
default,Dir phase,cUserDefIndex,None,,,,,,,
default,Dir phase,c_pol,None,,,,,,,
default,Dir phase,c_sfansi,None,,,,,,,
default,Dir phase,c_sfiec,None,,,,,,,
default,Dir phase,charact,None,,,,,,,
default,Dir phase,chr_name,None,,,,,,,
default,Dir phase,ciDist,None,,,,,,,
default,Dir phase,ciDistAll,None,,,,,,,
default,Dir phase,ciDistAllRoot,None,,,,,,,
default,Dir phase,ciDistRoot,None,,,,,,,
default,Dir phase,ciEarthed,None,,,,,,,
default,Dir phase,ciEnergized,None,,,,,,,
default,Dir phase,ciLater,None,,,,,,,
default,Dir phase,ciOutaged,None,,,,,,,
default,Dir phase,cpArea,None,,,,,,,
default,Dir phase,cpBranch,None,,,,,,,
default,Dir phase,cpFeed,None,,,,,,,
default,Dir phase,cpGrid,None,,,,,,,
default,Dir phase,cpHeadFold,None,,,,,,,
default,Dir phase,cpMeteostat,None,,,,,,,
default,Dir phase,cpOperator,None,,,,,,,
default,Dir phase,cpOwner,None,,,,,,,
default,Dir phase,cpSite,None,,,,,,,
default,Dir phase,cpSubstat,None,,,,,,,
default,Dir phase,cpSupplySubstation,None,,,,,,,
default,Dir phase,cpSupplyTransformer,None,,,,,,,
default,Dir phase,cpSupplyTrfStation,None,,,,,,,
default,Dir phase,cpZone,None,,,,,,,
default,Dir phase,cpcpolc,None,,,,,,,
default,Dir phase,cpcuropc,None,,,,,,,
default,Dir phase,cpcuropu,None,,,,,,,
default,Dir phase,cpolc,None,,,,,,,
default,Dir phase,cpolcr,None,,,,,,,
default,Dir phase,cpupolu,None,,,,,,,
default,Dir phase,curopc,None,,,,,,,
default,Dir phase,curopcr,None,,,,,,,
default,Dir phase,curopu,None,,,,,,,
default,Dir phase,curopur,None,,,,,,,
default,Dir phase,dat_src,None,,,,,,,
default,Dir phase,dataExtUnit,None,,,,,,,
default,Dir phase,fold_id,None,,,,,,,
default,Dir phase,for_name,None,,,,,,,
default,Dir phase,gnrl_modby,None,,,,,,,
default,Dir phase,gnrl_modif,None,,,,,,,
default,Dir phase,iSchemeStatus,None,,,,,,,
default,Dir phase,icosphi,None,,,,,,,
default,Dir phase,idir,None,,,,,,,
default,Dir phase,idpol,None,,,,,,,
default,Dir phase,imeasure,None,,,,,,,
default,Dir phase,loc_name,None,,,,,,,
default,Dir phase,mtac,None,,,,,,,
default,Dir phase,mtau,None,,,,,,,
default,Dir phase,outserv,ON,,,,,,,
default,Dir phase,phisec,None,,,,,,,
default,Dir phase,prodc,None,,,,,,,
default,Dir phase,prodcr,None,,,,,,,
default,Dir phase,produ,None,,,,,,,
default,Dir phase,produr,None,,,,,,,
default,Dir phase,root_id,None,,,,,,,
default,Dir phase,typ_id,None,,,,,,,
default,Dir phase,upolu,None,,,,,,,
default,Dir phase,upolur,None,,,,,,,
default,Dir ground residual voltage 1,AttributeType,None,,,,,,,
default,Dir ground residual voltage 1,cAlpha,None,,,,,,,
default,Dir ground residual voltage 1,cBeta,None,,,,,,,
default,Dir ground residual voltage 1,cDisplayName,None,,,,,,,
default,Dir ground residual voltage 1,cUserDefIndex,None,,,,,,,
default,Dir ground residual voltage 1,c_pol,None,,,,,,,
default,Dir ground residual voltage 1,c_sfansi,None,,,,,,,
default,Dir ground residual voltage 1,c_sfiec,None,,,,,,,
default,Dir ground residual voltage 1,charact,None,,,,,,,
default,Dir ground residual voltage 1,chr_name,None,,,,,,,
default,Dir ground residual voltage 1,ciDist,None,,,,,,,
default,Dir ground residual voltage 1,ciDistAll,None,,,,,,,
default,Dir ground residual voltage 1,ciDistAllRoot,None,,,,,,,
default,Dir ground residual voltage 1,ciDistRoot,None,,,,,,,
default,Dir ground residual voltage 1,ciEarthed,None,,,,,,,
default,Dir ground residual voltage 1,ciEnergized,None,,,,,,,
default,Dir ground residual voltage 1,ciLater,None,,,,,,,
default,Dir ground residual voltage 1,ciOutaged,None,,,,,,,
default,Dir ground residual voltage 1,cpArea,None,,,,,,,
default,Dir ground residual voltage 1,cpBranch,None,,,,,,,
default,Dir ground residual voltage 1,cpFeed,None,,,,,,,
default,Dir ground residual voltage 1,cpGrid,None,,,,,,,
default,Dir ground residual voltage 1,cpHeadFold,None,,,,,,,
default,Dir ground residual voltage 1,cpMeteostat,None,,,,,,,
default,Dir ground residual voltage 1,cpOperator,None,,,,,,,
default,Dir ground residual voltage 1,cpOwner,None,,,,,,,
default,Dir ground residual voltage 1,cpSite,None,,,,,,,
default,Dir ground residual voltage 1,cpSubstat,None,,,,,,,
default,Dir ground residual voltage 1,cpSupplySubstation,None,,,,,,,
default,Dir ground residual voltage 1,cpSupplyTransformer,None,,,,,,,
default,Dir ground residual voltage 1,cpSupplyTrfStation,None,,,,,,,
default,Dir ground residual voltage 1,cpZone,None,,,,,,,
default,Dir ground residual voltage 1,cpcpolc,None,,,,,,,
default,Dir ground residual voltage 1,cpcuropc,None,,,,,,,
default,Dir ground residual voltage 1,cpcuropu,None,,,,,,,
default,Dir ground residual voltage 1,cpolc,None,,,,,,,
default,Dir ground residual voltage 1,cpolcr,None,,,,,,,
default,Dir ground residual voltage 1,cpupolu,None,,,,,,,
default,Dir ground residual voltage 1,curopc,None,,,,,,,
default,Dir ground residual voltage 1,curopcr,None,,,,,,,
default,Dir ground residual voltage 1,curopu,None,,,,,,,
default,Dir ground residual voltage 1,curopur,None,,,,,,,
default,Dir ground residual voltage 1,dat_src,None,,,,,,,
default,Dir ground residual voltage 1,dataExtUnit,None,,,,,,,
default,Dir ground residual voltage 1,fold_id,None,,,,,,,
default,Dir ground residual voltage 1,for_name,None,,,,,,,
default,Dir ground residual voltage 1,gnrl_modby,None,,,,,,,
default,Dir ground residual voltage 1,gnrl_modif,None,,,,,,,
default,Dir ground residual voltage 1,iSchemeStatus,None,,,,,,,
default,Dir ground residual voltage 1,icosphi,None,,,,,,,
default,Dir ground residual voltage 1,idir,None,,,,,,,
default,Dir ground residual voltage 1,idpol,None,,,,,,,
default,Dir ground residual voltage 1,imeasure,None,,,,,,,
default,Dir ground residual voltage 1,loc_name,None,,,,,,,
default,Dir ground residual voltage 1,mtac,None,,,,,,,
default,Dir ground residual voltage 1,mtau,None,,,,,,,
default,Dir ground residual voltage 1,outserv,ON,,,,,,,
default,Dir ground residual voltage 1,phisec,None,,,,,,,
default,Dir ground residual voltage 1,prodc,None,,,,,,,
default,Dir ground residual voltage 1,prodcr,None,,,,,,,
default,Dir ground residual voltage 1,produ,None,,,,,,,
default,Dir ground residual voltage 1,produr,None,,,,,,,
default,Dir ground residual voltage 1,root_id,None,,,,,,,
default,Dir ground residual voltage 1,typ_id,None,,,,,,,
default,Dir ground residual voltage 1,upolu,None,,,,,,,
default,Dir ground residual voltage 1,upolur,None,,,,,,,
default,Dir ground residual voltage 2,AttributeType,None,,,,,,,
default,Dir ground residual voltage 2,cAlpha,None,,,,,,,
default,Dir ground residual voltage 2,cBeta,None,,,,,,,
default,Dir ground residual voltage 2,cDisplayName,None,,,,,,,
default,Dir ground residual voltage 2,cUserDefIndex,None,,,,,,,
default,Dir ground residual voltage 2,c_pol,None,,,,,,,
default,Dir ground residual voltage 2,c_sfansi,None,,,,,,,
default,Dir ground residual voltage 2,c_sfiec,None,,,,,,,
default,Dir ground residual voltage 2,charact,None,,,,,,,
default,Dir ground residual voltage 2,chr_name,None,,,,,,,
default,Dir ground residual voltage 2,ciDist,None,,,,,,,
default,Dir ground residual voltage 2,ciDistAll,None,,,,,,,
default,Dir ground residual voltage 2,ciDistAllRoot,None,,,,,,,
default,Dir ground residual voltage 2,ciDistRoot,None,,,,,,,
default,Dir ground residual voltage 2,ciEarthed,None,,,,,,,
default,Dir ground residual voltage 2,ciEnergized,None,,,,,,,
default,Dir ground residual voltage 2,ciLater,None,,,,,,,
default,Dir ground residual voltage 2,ciOutaged,None,,,,,,,
default,Dir ground residual voltage 2,cpArea,None,,,,,,,
default,Dir ground residual voltage 2,cpBranch,None,,,,,,,
default,Dir ground residual voltage 2,cpFeed,None,,,,,,,
default,Dir ground residual voltage 2,cpGrid,None,,,,,,,
default,Dir ground residual voltage 2,cpHeadFold,None,,,,,,,
default,Dir ground residual voltage 2,cpMeteostat,None,,,,,,,
default,Dir ground residual voltage 2,cpOperator,None,,,,,,,
default,Dir ground residual voltage 2,cpOwner,None,,,,,,,
default,Dir ground residual voltage 2,cpSite,None,,,,,,,
default,Dir ground residual voltage 2,cpSubstat,None,,,,,,,
default,Dir ground residual voltage 2,cpSupplySubstation,None,,,,,,,
default,Dir ground residual voltage 2,cpSupplyTransformer,None,,,,,,,
default,Dir ground residual voltage 2,cpSupplyTrfStation,None,,,,,,,
default,Dir ground residual voltage 2,cpZone,None,,,,,,,
default,Dir ground residual voltage 2,cpcpolc,None,,,,,,,
default,Dir ground residual voltage 2,cpcuropc,None,,,,,,,
default,Dir ground residual voltage 2,cpcuropu,None,,,,,,,
default,Dir ground residual voltage 2,cpolc,None,,,,,,,
default,Dir ground residual voltage 2,cpolcr,None,,,,,,,
default,Dir ground residual voltage 2,cpupolu,None,,,,,,,
default,Dir ground residual voltage 2,curopc,None,,,,,,,
default,Dir ground residual voltage 2,curopcr,None,,,,,,,
default,Dir ground residual voltage 2,curopu,None,,,,,,,
default,Dir ground residual voltage 2,curopur,None,,,,,,,
default,Dir ground residual voltage 2,dat_src,None,,,,,,,
default,Dir ground residual voltage 2,dataExtUnit,None,,,,,,,
default,Dir ground residual voltage 2,fold_id,None,,,,,,,
default,Dir ground residual voltage 2,for_name,None,,,,,,,
default,Dir ground residual voltage 2,gnrl_modby,None,,,,,,,
default,Dir ground residual voltage 2,gnrl_modif,None,,,,,,,
default,Dir ground residual voltage 2,iSchemeStatus,None,,,,,,,
default,Dir ground residual voltage 2,icosphi,None,,,,,,,
default,Dir ground residual voltage 2,idir,None,,,,,,,
default,Dir ground residual voltage 2,idpol,None,,,,,,,
default,Dir ground residual voltage 2,imeasure,None,,,,,,,
default,Dir ground residual voltage 2,loc_name,None,,,,,,,
default,Dir ground residual voltage 2,mtac,None,,,,,,,
default,Dir ground residual voltage 2,mtau,None,,,,,,,
default,Dir ground residual voltage 2,outserv,ON,,,,,,,
default,Dir ground residual voltage 2,phisec,None,,,,,,,
default,Dir ground residual voltage 2,prodc,None,,,,,,,
default,Dir ground residual voltage 2,prodcr,None,,,,,,,
default,Dir ground residual voltage 2,produ,None,,,,,,,
default,Dir ground residual voltage 2,produr,None,,,,,,,
default,Dir ground residual voltage 2,root_id,None,,,,,,,
default,Dir ground residual voltage 2,typ_id,None,,,,,,,
default,Dir ground residual voltage 2,upolu,None,,,,,,,
default,Dir ground residual voltage 2,upolur,None,,,,,,,
default,Dir Ground (neg seq) 1,AttributeType,None,,,,,,,
default,Dir Ground (neg seq) 1,cAlpha,None,,,,,,,
default,Dir Ground (neg seq) 1,cBeta,None,,,,,,,
default,Dir Ground (neg seq) 1,cDisplayName,None,,,,,,,
default,Dir Ground (neg seq) 1,cUserDefIndex,None,,,,,,,
