FOLDER,ELEMENT,ATTRIBUTE,,,,,,,,
default,Therm,ciLater,None,,,,,,,
default,Therm,ciOutaged,None,,,,,,,
default,Therm,cminresptime,None,,,,,,,
default,Therm,cpArea,None,,,,,,,
default,Therm,cpBranch,None,,,,,,,
default,Therm,cpFeed,None,,,,,,,
default,Therm,cpGrid,None,,,,,,,
default,Therm,cpHeadFold,None,,,,,,,
default,Therm,cpMeteostat,None,,,,,,,
default,Therm,cpOperator,None,,,,,,,
default,Therm,cpOwner,None,,,,,,,
default,Therm,cpSite,None,,,,,,,
default,Therm,cpSubstat,None,,,,,,,
default,Therm,cpSupplySubstation,None,,,,,,,
default,Therm,cpSupplyTransformer,None,,,,,,,
default,Therm,cpSupplyTrfStation,None,,,,,,,
default,Therm,cpZone,None,,,,,,,
default,Therm,dat_src,None,,,,,,,
default,Therm,dataExtUnit,None,,,,,,,
default,Therm,fold_id,None,,,,,,,
default,Therm,for_name,None,,,,,,,
default,Therm,gnrl_modby,None,,,,,,,
default,Therm,gnrl_modif,None,,,,,,,
default,Therm,iSchemeStatus,None,,,,,,,
default,Therm,iacceptblock,None,,,,,,,
default,Therm,idir,None,,,,,,,
default,Therm,loc_name,None,,,,,,,
default,Therm,minresptime,None,,,,,,,
default,Therm,outserv,OFF,,,,,,,
default,Therm,pcharac,None,,,,,,,
default,Therm,resetdis,None,,,,,,,
default,Therm,root_id,None,,,,,,,
default,Therm,typ_id,None,,,,,,,
default,Therm,udeftmax,None,,,,,,,
default,Therm,udeftmin,None,,,,,,,
default,IN1>1,AttributeType,None,,,,,,,
default,IN1>1,Ipsetr,Group 1/38 - GROUP 1 EARTH FAULT 1/,3804,use_setting,None,,,,
default,IN1>1,Ipset,None,,,,,,,
default,IN1>1,ModFrame,None,,,,,,,
default,IN1>1,ResetT,None,,,,,,,
default,IN1>1,Tadder,None,,,,,,,
default,IN1>1,Tpset,Group 1/38 - GROUP 1 EARTH FAULT 1/,3806,use_setting,None,,,,
default,IN1>1,Trelblock,None,,,,,,,
default,IN1>1,Tshift,None,,,,,,,
default,IN1>1,cDisplayName,None,,,,,,,
default,IN1>1,cResetT,None,,,,,,,
default,IN1>1,cTadder,None,,,,,,,
default,IN1>1,cUserDefIndex,None,,,,,,,
default,IN1>1,c_sfansi,None,,,,,,,
default,IN1>1,c_sfiec,None,,,,,,,
default,IN1>1,c_type,None,,,,,,,
default,IN1>1,calcuse,None,,,,,,,
default,IN1>1,charact,None,,,,,,,
default,IN1>1,chr_name,None,,,,,,,
default,IN1>1,ciDist,None,,,,,,,
default,IN1>1,ciDistAll,None,,,,,,,
default,IN1>1,ciDistAllRoot,None,,,,,,,
default,IN1>1,ciDistRoot,None,,,,,,,
default,IN1>1,ciEarthed,None,,,,,,,
default,IN1>1,ciEnergized,None,,,,,,,
default,IN1>1,ciLater,None,,,,,,,
default,IN1>1,ciOutaged,None,,,,,,,
default,IN1>1,cminresptime,None,,,,,,,
default,IN1>1,cpArea,None,,,,,,,
default,IN1>1,cpBranch,None,,,,,,,
default,IN1>1,cpFeed,None,,,,,,,
default,IN1>1,cpGrid,None,,,,,,,
default,IN1>1,cpHeadFold,None,,,,,,,
default,IN1>1,cpMeteostat,None,,,,,,,
default,IN1>1,cpOperator,None,,,,,,,
default,IN1>1,cpOwner,None,,,,,,,
default,IN1>1,cpSite,None,,,,,,,
default,IN1>1,cpSubstat,None,,,,,,,
default,IN1>1,cpSupplySubstation,None,,,,,,,
default,IN1>1,cpSupplyTransformer,None,,,,,,,
default,IN1>1,cpSupplyTrfStation,None,,,,,,,
default,IN1>1,cpZone,None,,,,,,,
default,IN1>1,dat_src,None,,,,,,,
default,IN1>1,dataExtUnit,None,,,,,,,
default,IN1>1,fold_id,None,,,,,,,
default,IN1>1,for_name,None,,,,,,,
default,IN1>1,gnrl_modby,None,,,,,,,
default,IN1>1,gnrl_modif,None,,,,,,,
default,IN1>1,iSchemeStatus,None,,,,,,,
default,IN1>1,iacceptblock,None,,,,,,,
default,IN1>1,idir,None,,,,,,,
default,IN1>1,loc_name,None,,,,,,,
default,IN1>1,minresptime,None,,,,,,,
default,IN1>1,outserv,Group 1/38 - GROUP 1 EARTH FAULT 1/,3802,use_setting,Disabled,,,,
default,IN1>1,pcharac,Group 1/38 - GROUP 1 EARTH FAULT 1/,3802,use_setting,None,,,,
default,IN1>1,resetdis,None,,,,,,,
default,IN1>1,root_id,None,,,,,,,
default,IN1>1,typ_id,None,,,,,,,
default,IN1>1,udeftmax,None,,,,,,,
default,IN1>1,udeftmin,None,,,,,,,
default,IN1>2,AttributeType,None,,,,,,,
default,IN1>2,Ipsetr,Group 1/38 - GROUP 1 EARTH FAULT 1/,380C,use_setting,None,,,,
default,IN1>2,Ipset,None,,,,,,,
default,IN1>2,ModFrame,None,,,,,,,
default,IN1>2,ResetT,None,,,,,,,
default,IN1>2,Tadder,None,,,,,,,
default,IN1>2,Tpset,Group 1/38 - GROUP 1 EARTH FAULT 1/,380E,use_setting,None,,,,
default,IN1>2,Trelblock,None,,,,,,,
default,IN1>2,Tshift,None,,,,,,,
default,IN1>2,cDisplayName,None,,,,,,,
default,IN1>2,cResetT,None,,,,,,,
default,IN1>2,cTadder,None,,,,,,,
default,IN1>2,cUserDefIndex,None,,,,,,,
default,IN1>2,c_sfansi,None,,,,,,,
default,IN1>2,c_sfiec,None,,,,,,,
default,IN1>2,c_type,None,,,,,,,
default,IN1>2,calcuse,None,,,,,,,
default,IN1>2,charact,None,,,,,,,
default,IN1>2,chr_name,None,,,,,,,
default,IN1>2,ciDist,None,,,,,,,
default,IN1>2,ciDistAll,None,,,,,,,
default,IN1>2,ciDistAllRoot,None,,,,,,,
default,IN1>2,ciDistRoot,None,,,,,,,
default,IN1>2,ciEarthed,None,,,,,,,
default,IN1>2,ciEnergized,None,,,,,,,
default,IN1>2,ciLater,None,,,,,,,
default,IN1>2,ciOutaged,None,,,,,,,
default,IN1>2,cminresptime,None,,,,,,,
default,IN1>2,cpArea,None,,,,,,,
default,IN1>2,cpBranch,None,,,,,,,
default,IN1>2,cpFeed,None,,,,,,,
default,IN1>2,cpGrid,None,,,,,,,
default,IN1>2,cpHeadFold,None,,,,,,,
default,IN1>2,cpMeteostat,None,,,,,,,
default,IN1>2,cpOperator,None,,,,,,,
default,IN1>2,cpOwner,None,,,,,,,
default,IN1>2,cpSite,None,,,,,,,
default,IN1>2,cpSubstat,None,,,,,,,
default,IN1>2,cpSupplySubstation,None,,,,,,,
default,IN1>2,cpSupplyTransformer,None,,,,,,,
default,IN1>2,cpSupplyTrfStation,None,,,,,,,
default,IN1>2,cpZone,None,,,,,,,
default,IN1>2,dat_src,None,,,,,,,
default,IN1>2,dataExtUnit,None,,,,,,,
default,IN1>2,fold_id,None,,,,,,,
default,IN1>2,for_name,None,,,,,,,
default,IN1>2,gnrl_modby,None,,,,,,,
default,IN1>2,gnrl_modif,None,,,,,,,
default,IN1>2,iSchemeStatus,None,,,,,,,
default,IN1>2,iacceptblock,None,,,,,,,
default,IN1>2,idir,None,,,,,,,
default,IN1>2,loc_name,None,,,,,,,
default,IN1>2,minresptime,None,,,,,,,
default,IN1>2,outserv,Group 1/38 - GROUP 1 EARTH FAULT 1/,380A,use_setting,Disabled,,,,
default,IN1>2,pcharac,Group 1/38 - GROUP 1 EARTH FAULT 1/,380A,use_setting,None,,,,
default,IN1>2,resetdis,None,,,,,,,
default,IN1>2,root_id,None,,,,,,,
default,IN1>2,typ_id,None,,,,,,,
default,IN1>2,udeftmax,None,,,,,,,
default,IN1>2,udeftmin,None,,,,,,,
default,IN1>3,AttributeType,None,,,,,,,
default,IN1>3,Ipsetr,Group 1/38 - GROUP 1 EARTH FAULT 1/,3814,use_setting,None,,,,
default,IN1>3,Ipset,None,,,,,,,
default,IN1>3,Trelblock,None,,,,,,,
default,IN1>3,Tset,Group 1/38 - GROUP 1 EARTH FAULT 1/,3815,use_setting,None,,,,
default,IN1>3,cDisplayName,None,,,,,,,
default,IN1>3,cTset,None,,,,,,,
default,IN1>3,cUserDefIndex,None,,,,,,,
default,IN1>3,c_sfansi,None,,,,,,,
default,IN1>3,c_sfiec,None,,,,,,,
default,IN1>3,c_type,None,,,,,,,
default,IN1>3,calcuse,None,,,,,,,
default,IN1>3,charact,None,,,,,,,
default,IN1>3,chr_name,None,,,,,,,
default,IN1>3,ciDist,None,,,,,,,
default,IN1>3,ciDistAll,None,,,,,,,
default,IN1>3,ciDistAllRoot,None,,,,,,,
default,IN1>3,ciDistRoot,None,,,,,,,
default,IN1>3,ciEarthed,None,,,,,,,
default,IN1>3,ciEnergized,None,,,,,,,
default,IN1>3,ciLater,None,,,,,,,
default,IN1>3,ciOutaged,None,,,,,,,
default,IN1>3,cpArea,None,,,,,,,
default,IN1>3,cpBranch,None,,,,,,,
default,IN1>3,cpFeed,None,,,,,,,
default,IN1>3,cpGrid,None,,,,,,,
default,IN1>3,cpHeadFold,None,,,,,,,
default,IN1>3,cpMeteostat,None,,,,,,,
default,IN1>3,cpOperator,None,,,,,,,
default,IN1>3,cpOwner,None,,,,,,,
default,IN1>3,cpSite,None,,,,,,,
default,IN1>3,cpSubstat,None,,,,,,,
default,IN1>3,cpSupplySubstation,None,,,,,,,
default,IN1>3,cpSupplyTransformer,None,,,,,,,
default,IN1>3,cpSupplyTrfStation,None,,,,,,,
default,IN1>3,cpZone,None,,,,,,,
default,IN1>3,cptotime,None,,,,,,,
default,IN1>3,dat_src,None,,,,,,,
default,IN1>3,dataExtUnit,None,,,,,,,
default,IN1>3,fold_id,None,,,,,,,
default,IN1>3,for_name,None,,,,,,,
default,IN1>3,gnrl_modby,None,,,,,,,
default,IN1>3,gnrl_modif,None,,,,,,,
default,IN1>3,iSchemeStatus,None,,,,,,,
default,IN1>3,iacceptblock,None,,,,,,,
default,IN1>3,idir,None,,,,,,,
default,IN1>3,loc_name,None,,,,,,,
default,IN1>3,outserv,Group 1/38 - GROUP 1 EARTH FAULT 1/,3812,use_setting,Disabled,,,,
default,IN1>3,root_id,None,,,,,,,
default,IN1>3,typ_id,None,,,,,,,
default,IN1>4,AttributeType,None,,,,,,,
default,IN1>4,Ipsetr,Group 1/38 - GROUP 1 EARTH FAULT 1/,3818,use_setting,None,,,,
default,IN1>4,Ipset,None,,,,,,,
default,IN1>4,Trelblock,None,,,,,,,
default,IN1>4,Tset,Group 1/38 - GROUP 1 EARTH FAULT 1/,3819,use_setting,None,,,,
default,IN1>4,cDisplayName,None,,,,,,,
default,IN1>4,cTset,None,,,,,,,
default,IN1>4,cUserDefIndex,None,,,,,,,
default,IN1>4,c_sfansi,None,,,,,,,
default,IN1>4,c_sfiec,None,,,,,,,
default,IN1>4,c_type,None,,,,,,,
default,IN1>4,calcuse,None,,,,,,,
default,IN1>4,charact,None,,,,,,,
default,IN1>4,chr_name,None,,,,,,,
default,IN1>4,ciDist,None,,,,,,,
default,IN1>4,ciDistAll,None,,,,,,,
default,IN1>4,ciDistAllRoot,None,,,,,,,
default,IN1>4,ciDistRoot,None,,,,,,,
default,IN1>4,ciEarthed,None,,,,,,,
default,IN1>4,ciEnergized,None,,,,,,,
default,IN1>4,ciLater,None,,,,,,,
default,IN1>4,ciOutaged,None,,,,,,,
default,IN1>4,cpArea,None,,,,,,,
default,IN1>4,cpBranch,None,,,,,,,
default,IN1>4,cpFeed,None,,,,,,,
default,IN1>4,cpGrid,None,,,,,,,
default,IN1>4,cpHeadFold,None,,,,,,,
default,IN1>4,cpMeteostat,None,,,,,,,
default,IN1>4,cpOperator,None,,,,,,,
default,IN1>4,cpOwner,None,,,,,,,
default,IN1>4,cpSite,None,,,,,,,
default,IN1>4,cpSubstat,None,,,,,,,
default,IN1>4,cpSupplySubstation,None,,,,,,,
default,IN1>4,cpSupplyTransformer,None,,,,,,,
default,IN1>4,cpSupplyTrfStation,None,,,,,,,
default,IN1>4,cpZone,None,,,,,,,
default,IN1>4,cptotime,None,,,,,,,
default,IN1>4,dat_src,None,,,,,,,
default,IN1>4,dataExtUnit,None,,,,,,,
default,IN1>4,fold_id,None,,,,,,,
default,IN1>4,for_name,None,,,,,,,
default,IN1>4,gnrl_modby,None,,,,,,,
default,IN1>4,gnrl_modif,None,,,,,,,
default,IN1>4,iSchemeStatus,None,,,,,,,
default,IN1>4,iacceptblock,None,,,,,,,
default,IN1>4,idir,None,,,,,,,
default,IN1>4,loc_name,None,,,,,,,
default,IN1>4,outserv,Group 1/38 - GROUP 1 EARTH FAULT 1/,3816,use_setting,Disabled,,,,
default,IN1>4,root_id,None,,,,,,,
default,IN1>4,typ_id,None,,,,,,,
default,IN2>1,AttributeType,None,,,,,,,
default,IN2>1,Ipsetr,Group 1/39 - GROUP 1 EARTH FAULT 2/,3904,use_setting,None,,,,
default,IN2>1,Ipset,None,,,,,,,
default,IN2>1,ModFrame,None,,,,,,,
default,IN2>1,ResetT,None,,,,,,,
default,IN2>1,Tadder,None,,,,,,,
default,IN2>1,Tpset,Group 1/39 - GROUP 1 EARTH FAULT 2/,3906,use_setting,None,,,,
default,IN2>1,Trelblock,None,,,,,,,
default,IN2>1,Tshift,None,,,,,,,
default,IN2>1,cDisplayName,None,,,,,,,
default,IN2>1,cResetT,None,,,,,,,
default,IN2>1,cTadder,None,,,,,,,
default,IN2>1,cUserDefIndex,None,,,,,,,
default,IN2>1,c_sfansi,None,,,,,,,
default,IN2>1,c_sfiec,None,,,,,,,
default,IN2>1,c_type,None,,,,,,,
default,IN2>1,calcuse,None,,,,,,,
default,IN2>1,charact,None,,,,,,,
default,IN2>1,chr_name,None,,,,,,,
default,IN2>1,ciDist,None,,,,,,,
default,IN2>1,ciDistAll,None,,,,,,,
default,IN2>1,ciDistAllRoot,None,,,,,,,
default,IN2>1,ciDistRoot,None,,,,,,,
default,IN2>1,ciEarthed,None,,,,,,,
default,IN2>1,ciEnergized,None,,,,,,,
default,IN2>1,ciLater,None,,,,,,,
default,IN2>1,ciOutaged,None,,,,,,,
default,IN2>1,cminresptime,None,,,,,,,
default,IN2>1,cpArea,None,,,,,,,
default,IN2>1,cpBranch,None,,,,,,,
default,IN2>1,cpFeed,None,,,,,,,
default,IN2>1,cpGrid,None,,,,,,,
default,IN2>1,cpHeadFold,None,,,,,,,
default,IN2>1,cpMeteostat,None,,,,,,,
default,IN2>1,cpOperator,None,,,,,,,
default,IN2>1,cpOwner,None,,,,,,,
default,IN2>1,cpSite,None,,,,,,,
default,IN2>1,cpSubstat,None,,,,,,,
default,IN2>1,cpSupplySubstation,None,,,,,,,
default,IN2>1,cpSupplyTransformer,None,,,,,,,
default,IN2>1,cpSupplyTrfStation,None,,,,,,,
default,IN2>1,cpZone,None,,,,,,,
default,IN2>1,dat_src,None,,,,,,,
default,IN2>1,dataExtUnit,None,,,,,,,
default,IN2>1,fold_id,None,,,,,,,
default,IN2>1,for_name,None,,,,,,,
default,IN2>1,gnrl_modby,None,,,,,,,
default,IN2>1,gnrl_modif,None,,,,,,,
default,IN2>1,iSchemeStatus,None,,,,,,,
default,IN2>1,iacceptblock,None,,,,,,,
default,IN2>1,idir,None,,,,,,,
default,IN2>1,loc_name,None,,,,,,,
default,IN2>1,minresptime,None,,,,,,,
default,IN2>1,outserv,Group 1/39 - GROUP 1 EARTH FAULT 2/,3902,use_setting,Disabled,,,,
default,IN2>1,pcharac,Group 1/39 - GROUP 1 EARTH FAULT 2/,3902,use_setting,None,,,,
default,IN2>1,resetdis,None,,,,,,,
default,IN2>1,root_id,None,,,,,,,
default,IN2>1,typ_id,None,,,,,,,
default,IN2>1,udeftmax,None,,,,,,,
default,IN2>1,udeftmin,None,,,,,,,
default,IN2>2,AttributeType,None,,,,,,,
default,IN2>2,Ipsetr,Group 1/39 - GROUP 1 EARTH FAULT 2/,390C,use_setting,None,,,,
default,IN2>2,Ipset,None,,,,,,,
default,IN2>2,ModFrame,None,,,,,,,
default,IN2>2,ResetT,None,,,,,,,
default,IN2>2,Tadder,None,,,,,,,
default,IN2>2,Tpset,Group 1/39 - GROUP 1 EARTH FAULT 2/,390E,use_setting,None,,,,
default,IN2>2,Trelblock,None,,,,,,,
default,IN2>2,Tshift,None,,,,,,,
default,IN2>2,cDisplayName,None,,,,,,,
default,IN2>2,cResetT,None,,,,,,,
default,IN2>2,cTadder,None,,,,,,,
default,IN2>2,cUserDefIndex,None,,,,,,,
default,IN2>2,c_sfansi,None,,,,,,,
default,IN2>2,c_sfiec,None,,,,,,,
default,IN2>2,c_type,None,,,,,,,
default,IN2>2,calcuse,None,,,,,,,
default,IN2>2,charact,None,,,,,,,
default,IN2>2,chr_name,None,,,,,,,
default,IN2>2,ciDist,None,,,,,,,
default,IN2>2,ciDistAll,None,,,,,,,
default,IN2>2,ciDistAllRoot,None,,,,,,,
default,IN2>2,ciDistRoot,None,,,,,,,
default,IN2>2,ciEarthed,None,,,,,,,
default,IN2>2,ciEnergized,None,,,,,,,
default,IN2>2,ciLater,None,,,,,,,
default,IN2>2,ciOutaged,None,,,,,,,
default,IN2>2,cminresptime,None,,,,,,,
default,IN2>2,cpArea,None,,,,,,,
default,IN2>2,cpBranch,None,,,,,,,
default,IN2>2,cpFeed,None,,,,,,,
default,IN2>2,cpGrid,None,,,,,,,
default,IN2>2,cpHeadFold,None,,,,,,,
default,IN2>2,cpMeteostat,None,,,,,,,
default,IN2>2,cpOperator,None,,,,,,,
default,IN2>2,cpOwner,None,,,,,,,
default,IN2>2,cpSite,None,,,,,,,
default,IN2>2,cpSubstat,None,,,,,,,
default,IN2>2,cpSupplySubstation,None,,,,,,,
default,IN2>2,cpSupplyTransformer,None,,,,,,,
default,IN2>2,cpSupplyTrfStation,None,,,,,,,
default,IN2>2,cpZone,None,,,,,,,
default,IN2>2,dat_src,None,,,,,,,
default,IN2>2,dataExtUnit,None,,,,,,,
default,IN2>2,fold_id,None,,,,,,,
default,IN2>2,for_name,None,,,,,,,
default,IN2>2,gnrl_modby,None,,,,,,,
default,IN2>2,gnrl_modif,None,,,,,,,
default,IN2>2,iSchemeStatus,None,,,,,,,
default,IN2>2,iacceptblock,None,,,,,,,
default,IN2>2,idir,None,,,,,,,
default,IN2>2,loc_name,None,,,,,,,
default,IN2>2,minresptime,None,,,,,,,
default,IN2>2,outserv,Group 1/39 - GROUP 1 EARTH FAULT 2/,390A,use_setting,Disabled,,,,
default,IN2>2,pcharac,Group 1/39 - GROUP 1 EARTH FAULT 2/,390A,use_setting,None,,,,
default,IN2>2,resetdis,None,,,,,,,
default,IN2>2,root_id,None,,,,,,,
default,IN2>2,typ_id,None,,,,,,,
default,IN2>2,udeftmax,None,,,,,,,
default,IN2>2,udeftmin,None,,,,,,,
default,IN2>3,AttributeType,None,,,,,,,
default,IN2>3,Ipsetr,Group 1/39 - GROUP 1 EARTH FAULT 2/,3914,use_setting,None,,,,
default,IN2>3,Ipset,None,,,,,,,
default,IN2>3,Trelblock,None,,,,,,,
default,IN2>3,Tset,Group 1/39 - GROUP 1 EARTH FAULT 2/,3915,use_setting,None,,,,
default,IN2>3,cDisplayName,None,,,,,,,
default,IN2>3,cTset,None,,,,,,,
default,IN2>3,cUserDefIndex,None,,,,,,,
default,IN2>3,c_sfansi,None,,,,,,,
default,IN2>3,c_sfiec,None,,,,,,,
default,IN2>3,c_type,None,,,,,,,
default,IN2>3,calcuse,None,,,,,,,
default,IN2>3,charact,None,,,,,,,
default,IN2>3,chr_name,None,,,,,,,
default,IN2>3,ciDist,None,,,,,,,
default,IN2>3,ciDistAll,None,,,,,,,
default,IN2>3,ciDistAllRoot,None,,,,,,,
default,IN2>3,ciDistRoot,None,,,,,,,
default,IN2>3,ciEarthed,None,,,,,,,
default,IN2>3,ciEnergized,None,,,,,,,
default,IN2>3,ciLater,None,,,,,,,
default,IN2>3,ciOutaged,None,,,,,,,
default,IN2>3,cpArea,None,,,,,,,
default,IN2>3,cpBranch,None,,,,,,,
default,IN2>3,cpFeed,None,,,,,,,
default,IN2>3,cpGrid,None,,,,,,,
default,IN2>3,cpHeadFold,None,,,,,,,
default,IN2>3,cpMeteostat,None,,,,,,,
default,IN2>3,cpOperator,None,,,,,,,
default,IN2>3,cpOwner,None,,,,,,,
default,IN2>3,cpSite,None,,,,,,,
default,IN2>3,cpSubstat,None,,,,,,,
default,IN2>3,cpSupplySubstation,None,,,,,,,
default,IN2>3,cpSupplyTransformer,None,,,,,,,
default,IN2>3,cpSupplyTrfStation,None,,,,,,,
default,IN2>3,cpZone,None,,,,,,,
default,IN2>3,cptotime,None,,,,,,,
default,IN2>3,dat_src,None,,,,,,,
default,IN2>3,dataExtUnit,None,,,,,,,
default,IN2>3,fold_id,None,,,,,,,
default,IN2>3,for_name,None,,,,,,,
default,IN2>3,gnrl_modby,None,,,,,,,
default,IN2>3,gnrl_modif,None,,,,,,,
default,IN2>3,iSchemeStatus,None,,,,,,,
default,IN2>3,iacceptblock,None,,,,,,,
default,IN2>3,idir,None,,,,,,,
default,IN2>3,loc_name,None,,,,,,,
default,IN2>3,outserv,Group 1/39 - GROUP 1 EARTH FAULT 2/,3912,use_setting,Disabled,,,,
default,IN2>3,root_id,None,,,,,,,
default,IN2>3,typ_id,None,,,,,,,
default,IN2>4,AttributeType,None,,,,,,,
default,IN2>4,Ipsetr,Group 1/39 - GROUP 1 EARTH FAULT 2/,3918,use_setting,None,,,,
default,IN2>4,Ipset,None,,,,,,,
default,IN2>4,Trelblock,None,,,,,,,
default,IN2>4,Tset,Group 1/39 - GROUP 1 EARTH FAULT 2/,3919,use_setting,None,,,,
default,IN2>4,cDisplayName,None,,,,,,,
default,IN2>4,cTset,None,,,,,,,
default,IN2>4,cUserDefIndex,None,,,,,,,
default,IN2>4,c_sfansi,None,,,,,,,
default,IN2>4,c_sfiec,None,,,,,,,
default,IN2>4,c_type,None,,,,,,,
default,IN2>4,calcuse,None,,,,,,,
default,IN2>4,charact,None,,,,,,,
default,IN2>4,chr_name,None,,,,,,,
default,IN2>4,ciDist,None,,,,,,,
default,IN2>4,ciDistAll,None,,,,,,,
default,IN2>4,ciDistAllRoot,None,,,,,,,
default,IN2>4,ciDistRoot,None,,,,,,,
default,IN2>4,ciEarthed,None,,,,,,,
default,IN2>4,ciEnergized,None,,,,,,,
default,IN2>4,ciLater,None,,,,,,,
default,IN2>4,ciOutaged,None,,,,,,,
default,IN2>4,cpArea,None,,,,,,,
default,IN2>4,cpBranch,None,,,,,,,
default,IN2>4,cpFeed,None,,,,,,,
default,IN2>4,cpGrid,None,,,,,,,
default,IN2>4,cpHeadFold,None,,,,,,,
default,IN2>4,cpMeteostat,None,,,,,,,
default,IN2>4,cpOperator,None,,,,,,,
default,IN2>4,cpOwner,None,,,,,,,
default,IN2>4,cpSite,None,,,,,,,
default,IN2>4,cpSubstat,None,,,,,,,
default,IN2>4,cpSupplySubstation,None,,,,,,,
default,IN2>4,cpSupplyTransformer,None,,,,,,,
default,IN2>4,cpSupplyTrfStation,None,,,,,,,
default,IN2>4,cpZone,None,,,,,,,
default,IN2>4,cptotime,None,,,,,,,
default,IN2>4,dat_src,None,,,,,,,
default,IN2>4,dataExtUnit,None,,,,,,,
default,IN2>4,fold_id,None,,,,,,,
default,IN2>4,for_name,None,,,,,,,
default,IN2>4,gnrl_modby,None,,,,,,,
default,IN2>4,gnrl_modif,None,,,,,,,
default,IN2>4,iSchemeStatus,None,,,,,,,
default,IN2>4,iacceptblock,None,,,,,,,
default,IN2>4,idir,None,,,,,,,
default,IN2>4,loc_name,None,,,,,,,
default,IN2>4,outserv,Group 1/39 - GROUP 1 EARTH FAULT 2/,3916,use_setting,Disabled,,,,
default,IN2>4,root_id,None,,,,,,,
default,IN2>4,typ_id,None,,,,,,,
default,ISEF>1,AttributeType,None,,,,,,,
default,ISEF>1,Ipsetr,Group 1/3A - GROUP 1 SEF/REF PROT'N/,3A04,use_setting,None,,,,
default,ISEF>1,Ipset,None,,,,,,,
default,ISEF>1,ModFrame,None,,,,,,,
default,ISEF>1,ResetT,None,,,,,,,
default,ISEF>1,Tadder,None,,,,,,,
default,ISEF>1,Tpset,Group 1/3A - GROUP 1 SEF/REF PROT'N/,3A05,use_setting,None,,,,
default,ISEF>1,Trelblock,None,,,,,,,
default,ISEF>1,Tshift,None,,,,,,,
default,ISEF>1,cDisplayName,None,,,,,,,
default,ISEF>1,cResetT,None,,,,,,,
default,ISEF>1,cTadder,None,,,,,,,
default,ISEF>1,cUserDefIndex,None,,,,,,,
default,ISEF>1,c_sfansi,None,,,,,,,
default,ISEF>1,c_sfiec,None,,,,,,,
default,ISEF>1,c_type,None,,,,,,,
default,ISEF>1,calcuse,None,,,,,,,
default,ISEF>1,charact,None,,,,,,,
default,ISEF>1,chr_name,None,,,,,,,
default,ISEF>1,ciDist,None,,,,,,,
default,ISEF>1,ciDistAll,None,,,,,,,
default,ISEF>1,ciDistAllRoot,None,,,,,,,
default,ISEF>1,ciDistRoot,None,,,,,,,
default,ISEF>1,ciEarthed,None,,,,,,,
default,ISEF>1,ciEnergized,None,,,,,,,
default,ISEF>1,ciLater,None,,,,,,,
default,ISEF>1,ciOutaged,None,,,,,,,
default,ISEF>1,cminresptime,None,,,,,,,
default,ISEF>1,cpArea,None,,,,,,,
default,ISEF>1,cpBranch,None,,,,,,,
default,ISEF>1,cpFeed,None,,,,,,,
default,ISEF>1,cpGrid,None,,,,,,,
default,ISEF>1,cpHeadFold,None,,,,,,,
default,ISEF>1,cpMeteostat,None,,,,,,,
default,ISEF>1,cpOperator,None,,,,,,,
default,ISEF>1,cpOwner,None,,,,,,,
default,ISEF>1,cpSite,None,,,,,,,
default,ISEF>1,cpSubstat,None,,,,,,,
default,ISEF>1,cpSupplySubstation,None,,,,,,,
default,ISEF>1,cpSupplyTransformer,None,,,,,,,
default,ISEF>1,cpSupplyTrfStation,None,,,,,,,
default,ISEF>1,cpZone,None,,,,,,,
default,ISEF>1,dat_src,None,,,,,,,
default,ISEF>1,dataExtUnit,None,,,,,,,
default,ISEF>1,fold_id,None,,,,,,,
default,ISEF>1,for_name,None,,,,,,,
default,ISEF>1,gnrl_modby,None,,,,,,,
default,ISEF>1,gnrl_modif,None,,,,,,,
default,ISEF>1,iSchemeStatus,None,,,,,,,
default,ISEF>1,iacceptblock,None,,,,,,,
default,ISEF>1,idir,None,,,,,,,
default,ISEF>1,loc_name,None,,,,,,,
default,ISEF>1,minresptime,None,,,,,,,
default,ISEF>1,outserv,Group 1/3A - GROUP 1 SEF/REF PROT'N/,3A02,use_setting,Disabled,,,,
default,ISEF>1,pcharac,Group 1/3A - GROUP 1 SEF/REF PROT'N/,3A02,use_setting,None,,,,
default,ISEF>1,resetdis,None,,,,,,,
default,ISEF>1,root_id,None,,,,,,,
default,ISEF>1,typ_id,None,,,,,,,
default,ISEF>1,udeftmax,None,,,,,,,
default,ISEF>1,udeftmin,None,,,,,,,
default,ISEF>2,AttributeType,None,,,,,,,
default,ISEF>2,Ipsetr,Group 1/3A - GROUP 1 SEF/REF PROT'N/,3A0C,use_setting,None,,,,
default,ISEF>2,Ipset,None,,,,,,,
default,ISEF>2,ModFrame,None,,,,,,,
default,ISEF>2,ResetT,None,,,,,,,
default,ISEF>2,Tadder,None,,,,,,,
default,ISEF>2,Tpset,Group 1/3A - GROUP 1 SEF/REF PROT'N/,3A0D,use_setting,None,,,,
default,ISEF>2,Trelblock,None,,,,,,,
default,ISEF>2,Tshift,None,,,,,,,
default,ISEF>2,cDisplayName,None,,,,,,,
default,ISEF>2,cResetT,None,,,,,,,
default,ISEF>2,cTadder,None,,,,,,,
default,ISEF>2,cUserDefIndex,None,,,,,,,
default,ISEF>2,c_sfansi,None,,,,,,,
default,ISEF>2,c_sfiec,None,,,,,,,
default,ISEF>2,c_type,None,,,,,,,
default,ISEF>2,calcuse,None,,,,,,,
