FOLDER,ELEMENT,ATTRIBUTE,,,,,,,
Trip 2,NPS Instantaneous Multiplier,typ_id,None,,,,,,
Trip 3,Negative Phase Sequence,typ_id,None,,,,,,
Trip 3,NPS Instantaneous Multiplier,typ_id,None,,,,,,
Trip 4,Negative Phase Sequence,typ_id,None,,,,,,
Trip 4,NPS Instantaneous Multiplier,typ_id,None,,,,,,
Trip 1,Negative Phase Sequence,Tshift,None,,,,,,
Trip 2,Negative Phase Sequence,Tshift,None,,,,,,
Trip 3,Negative Phase Sequence,Tshift,None,,,,,,
Trip 4,Negative Phase Sequence,Tshift,None,,,,,,
Relay Model,NPS Setting Current,Tset,None,,,,,,
Relay Model,NPS Pickup Multiplier,Tset,None,,,,,,
Trip 1,NPS Instantaneous Multiplier,Tset,Root/Protection/Protection Group A/Trip 1/,Trip 1 Negative Phase Sequence Minimum Time,use_setting,None,,,
Trip 2,NPS Instantaneous Multiplier,Tset,Root/Protection/Protection Group A/Trip 2/,Trip 2 Negative Phase Sequence Minimum Time,use_setting,None,,,
Trip 3,NPS Instantaneous Multiplier,Tset,Root/Protection/Protection Group A/Trip 3/,Trip 3 Negative Phase Sequence Minimum Time,use_setting,None,,,
Trip 4,NPS Instantaneous Multiplier,Tset,Root/Protection/Protection Group A/Trip 4/,Trip 4 Negative Phase Sequence Minimum Time,use_setting,None,,,
Relay Model,NPS Setting Current,Trelblock,None,,,,,,
Relay Model,NPS Pickup Multiplier,Trelblock,None,,,,,,
Trip 1,Negative Phase Sequence,Trelblock,None,,,,,,
Trip 1,NPS Instantaneous Multiplier,Trelblock,None,,,,,,
Trip 2,Negative Phase Sequence,Trelblock,None,,,,,,
Trip 2,NPS Instantaneous Multiplier,Trelblock,None,,,,,,
Trip 3,Negative Phase Sequence,Trelblock,None,,,,,,
Trip 3,NPS Instantaneous Multiplier,Trelblock,None,,,,,,
Trip 4,Negative Phase Sequence,Trelblock,None,,,,,,
Trip 4,NPS Instantaneous Multiplier,Trelblock,None,,,,,,
Trip 1,Negative Phase Sequence,Tpset,Root/Protection/Protection Group A/Trip 1/,Trip 1 Negative Phase Sequence Definite Time,use_setting,None,,,
Trip 2,Negative Phase Sequence,Tpset,Root/Protection/Protection Group A/Trip 2/,Trip 2 Negative Phase Sequence Definite Time,use_setting,None,,,
Trip 3,Negative Phase Sequence,Tpset,Root/Protection/Protection Group A/Trip 3/,Trip 3 Negative Phase Sequence Definite Time,use_setting,None,,,
Trip 4,Negative Phase Sequence,Tpset,Root/Protection/Protection Group A/Trip 4/,Trip 4 Negative Phase Sequence Definite Time,use_setting,None,,,
Trip 1,Negative Phase Sequence,Tadder,Root/Protection/Protection Group A/Trip 1/,Trip 1 Negative Phase Sequence Additional Time,use_setting,None,,,
Trip 2,Negative Phase Sequence,Tadder,Root/Protection/Protection Group A/Trip 2/,Trip 2 Negative Phase Sequence Additional Time,use_setting,None,,,
Trip 3,Negative Phase Sequence,Tadder,Root/Protection/Protection Group A/Trip 3/,Trip 3 Negative Phase Sequence Additional Time,use_setting,None,,,
Trip 4,Negative Phase Sequence,Tadder,Root/Protection/Protection Group A/Trip 4/,Trip 4 Negative Phase Sequence Additional Time,use_setting,None,,,
Relay Model,NPS Setting Current,root_id,None,,,,,,
Relay Model,NPS Pickup Multiplier,root_id,None,,,,,,
Trip 1,Negative Phase Sequence,root_id,None,,,,,,
Trip 1,NPS Instantaneous Multiplier,root_id,None,,,,,,
Relay Model,Phase Pickup Multiplier,AttributeType,None,,,,,,
Relay Model,Phase Pickup Multiplier,Ipset,Root/Protection/Protection Group A/,Phase Pickup Multiplier,use_setting,None,,,
Relay Model,Phase Pickup Multiplier,Ipsetr,None,,,,,,
Relay Model,Phase Pickup Multiplier,Trelblock,None,,,,,,
Relay Model,Phase Pickup Multiplier,Tset,None,,,,,,
Relay Model,Phase Pickup Multiplier,cDisplayName,None,,,,,,
Relay Model,Phase Pickup Multiplier,cTset,None,,,,,,
Relay Model,Phase Pickup Multiplier,cUserDefIndex,None,,,,,,
Relay Model,Phase Pickup Multiplier,c_sfansi,None,,,,,,
Relay Model,Phase Pickup Multiplier,c_sfiec,None,,,,,,
Relay Model,Phase Pickup Multiplier,c_type,None,,,,,,
Relay Model,Phase Pickup Multiplier,calcuse,None,,,,,,
Relay Model,Phase Pickup Multiplier,charact,None,,,,,,
Relay Model,Phase Pickup Multiplier,chr_name,None,,,,,,
Relay Model,Phase Pickup Multiplier,ciDist,None,,,,,,
Relay Model,Phase Pickup Multiplier,ciDistAll,None,,,,,,
Relay Model,Phase Pickup Multiplier,ciDistAllRoot,None,,,,,,
Relay Model,Phase Pickup Multiplier,ciDistRoot,None,,,,,,
Relay Model,Phase Pickup Multiplier,ciEarthed,None,,,,,,
Relay Model,Phase Pickup Multiplier,ciEnergized,None,,,,,,
Relay Model,Phase Pickup Multiplier,ciLater,None,,,,,,
Relay Model,Phase Pickup Multiplier,ciOutaged,None,,,,,,
Relay Model,Phase Pickup Multiplier,cpArea,None,,,,,,
Relay Model,Phase Pickup Multiplier,cpBranch,None,,,,,,
Relay Model,Phase Pickup Multiplier,cpFeed,None,,,,,,
Relay Model,Phase Pickup Multiplier,cpGrid,None,,,,,,
Relay Model,Phase Pickup Multiplier,cpHeadFold,None,,,,,,
Relay Model,Phase Pickup Multiplier,cpMeteostat,None,,,,,,
Relay Model,Phase Pickup Multiplier,cpOperator,None,,,,,,
Relay Model,Phase Pickup Multiplier,cpOwner,None,,,,,,
Relay Model,Phase Pickup Multiplier,cpSite,None,,,,,,
Relay Model,Phase Pickup Multiplier,cpSubstat,None,,,,,,
Relay Model,Phase Pickup Multiplier,cpSupplySubstation,None,,,,,,
Relay Model,Phase Pickup Multiplier,cpSupplyTransformer,None,,,,,,
Relay Model,Phase Pickup Multiplier,cpSupplyTrfStation,None,,,,,,
Relay Model,Phase Pickup Multiplier,cpZone,None,,,,,,
Relay Model,Phase Pickup Multiplier,cptotime,None,,,,,,
Relay Model,Phase Pickup Multiplier,dat_src,None,,,,,,
Relay Model,Phase Pickup Multiplier,dataExtUnit,None,,,,,,
Relay Model,Phase Pickup Multiplier,fold_id,None,,,,,,
Relay Model,Phase Pickup Multiplier,for_name,None,,,,,,
Relay Model,Phase Pickup Multiplier,gnrl_modby,None,,,,,,
Relay Model,Phase Pickup Multiplier,gnrl_modif,None,,,,,,
Relay Model,Phase Pickup Multiplier,iSchemeStatus,None,,,,,,
Relay Model,Phase Pickup Multiplier,iacceptblock,None,,,,,,
Relay Model,Phase Pickup Multiplier,idir,None,,,,,,
Relay Model,Phase Pickup Multiplier,loc_name,None,,,,,,
Relay Model,Phase Pickup Multiplier,outserv,ON,,,,,,
Relay Model,Phase Pickup Multiplier,root_id,None,,,,,,
Relay Model,Phase Pickup Multiplier,typ_id,None,,,,,,
Relay Model,Earth Pickup Multiplier,AttributeType,None,,,,,,
Relay Model,Earth Pickup Multiplier,Ipset,Root/Protection/Protection Group A/,Earth Pickup Multiplier,use_setting,None,,,
Relay Model,Earth Pickup Multiplier,Ipsetr,None,,,,,,
Relay Model,Earth Pickup Multiplier,Trelblock,None,,,,,,
Relay Model,Earth Pickup Multiplier,Tset,None,,,,,,
Relay Model,Earth Pickup Multiplier,cDisplayName,None,,,,,,
Relay Model,Earth Pickup Multiplier,cTset,None,,,,,,
Relay Model,Earth Pickup Multiplier,cUserDefIndex,None,,,,,,
Relay Model,Earth Pickup Multiplier,c_sfansi,None,,,,,,
Relay Model,Earth Pickup Multiplier,c_sfiec,None,,,,,,
Relay Model,Earth Pickup Multiplier,c_type,None,,,,,,
Relay Model,Earth Pickup Multiplier,calcuse,None,,,,,,
Relay Model,Earth Pickup Multiplier,charact,None,,,,,,
Relay Model,Earth Pickup Multiplier,chr_name,None,,,,,,
Relay Model,Earth Pickup Multiplier,ciDist,None,,,,,,
Relay Model,Earth Pickup Multiplier,ciDistAll,None,,,,,,
Relay Model,Earth Pickup Multiplier,ciDistAllRoot,None,,,,,,
Relay Model,Earth Pickup Multiplier,ciDistRoot,None,,,,,,
Relay Model,Earth Pickup Multiplier,ciEarthed,None,,,,,,
Relay Model,Earth Pickup Multiplier,ciEnergized,None,,,,,,
Relay Model,Earth Pickup Multiplier,ciLater,None,,,,,,
Relay Model,Earth Pickup Multiplier,ciOutaged,None,,,,,,
Relay Model,Earth Pickup Multiplier,cpArea,None,,,,,,
Relay Model,Earth Pickup Multiplier,cpBranch,None,,,,,,
Relay Model,Earth Pickup Multiplier,cpFeed,None,,,,,,
Relay Model,Earth Pickup Multiplier,cpGrid,None,,,,,,
Relay Model,Earth Pickup Multiplier,cpHeadFold,None,,,,,,
Relay Model,Earth Pickup Multiplier,cpMeteostat,None,,,,,,
Relay Model,Earth Pickup Multiplier,cpOperator,None,,,,,,
Relay Model,Earth Pickup Multiplier,cpOwner,None,,,,,,
Relay Model,Earth Pickup Multiplier,cpSite,None,,,,,,
Relay Model,Earth Pickup Multiplier,cpSubstat,None,,,,,,
Relay Model,Earth Pickup Multiplier,cpSupplySubstation,None,,,,,,
Relay Model,Earth Pickup Multiplier,cpSupplyTransformer,None,,,,,,
Relay Model,Earth Pickup Multiplier,cpSupplyTrfStation,None,,,,,,
Relay Model,Earth Pickup Multiplier,cpZone,None,,,,,,
Relay Model,Earth Pickup Multiplier,cptotime,None,,,,,,
Relay Model,Earth Pickup Multiplier,dat_src,None,,,,,,
Relay Model,Earth Pickup Multiplier,dataExtUnit,None,,,,,,
Relay Model,Earth Pickup Multiplier,fold_id,None,,,,,,
Relay Model,Earth Pickup Multiplier,for_name,None,,,,,,
Relay Model,Earth Pickup Multiplier,gnrl_modby,None,,,,,,
Relay Model,Earth Pickup Multiplier,gnrl_modif,None,,,,,,
Relay Model,Earth Pickup Multiplier,iSchemeStatus,None,,,,,,
Relay Model,Earth Pickup Multiplier,iacceptblock,None,,,,,,
Relay Model,Earth Pickup Multiplier,idir,None,,,,,,
Relay Model,Earth Pickup Multiplier,loc_name,None,,,,,,
Relay Model,Earth Pickup Multiplier,outserv,ON,,,,,,
Relay Model,Earth Pickup Multiplier,root_id,None,,,,,,
Relay Model,Earth Pickup Multiplier,typ_id,None,,,,,,
Relay Model,SEF Pickup Multiplier,AttributeType,None,,,,,,
Relay Model,SEF Pickup Multiplier,Ipset,Root/Protection/Protection Group A/,SEF Pickup Multiplier,use_setting,None,,,
Relay Model,SEF Pickup Multiplier,Ipsetr,None,,,,,,
Relay Model,SEF Pickup Multiplier,Trelblock,None,,,,,,
Relay Model,SEF Pickup Multiplier,Tset,None,,,,,,
Relay Model,SEF Pickup Multiplier,cDisplayName,None,,,,,,
Relay Model,SEF Pickup Multiplier,cTset,None,,,,,,
Relay Model,SEF Pickup Multiplier,cUserDefIndex,None,,,,,,
Relay Model,SEF Pickup Multiplier,c_sfansi,None,,,,,,
Relay Model,SEF Pickup Multiplier,c_sfiec,None,,,,,,
Relay Model,SEF Pickup Multiplier,c_type,None,,,,,,
Relay Model,SEF Pickup Multiplier,calcuse,None,,,,,,
Relay Model,SEF Pickup Multiplier,charact,None,,,,,,
Relay Model,SEF Pickup Multiplier,chr_name,None,,,,,,
Relay Model,SEF Pickup Multiplier,ciDist,None,,,,,,
Relay Model,SEF Pickup Multiplier,ciDistAll,None,,,,,,
Relay Model,SEF Pickup Multiplier,ciDistAllRoot,None,,,,,,
Relay Model,SEF Pickup Multiplier,ciDistRoot,None,,,,,,
Relay Model,SEF Pickup Multiplier,ciEarthed,None,,,,,,
Relay Model,SEF Pickup Multiplier,ciEnergized,None,,,,,,
Relay Model,SEF Pickup Multiplier,ciLater,None,,,,,,
Relay Model,SEF Pickup Multiplier,ciOutaged,None,,,,,,
Relay Model,SEF Pickup Multiplier,cpArea,None,,,,,,
Relay Model,SEF Pickup Multiplier,cpBranch,None,,,,,,
Relay Model,SEF Pickup Multiplier,cpFeed,None,,,,,,
Relay Model,SEF Pickup Multiplier,cpGrid,None,,,,,,
Relay Model,SEF Pickup Multiplier,cpHeadFold,None,,,,,,
Relay Model,SEF Pickup Multiplier,cpMeteostat,None,,,,,,
Relay Model,SEF Pickup Multiplier,cpOperator,None,,,,,,
Relay Model,SEF Pickup Multiplier,cpOwner,None,,,,,,
Relay Model,SEF Pickup Multiplier,cpSite,None,,,,,,
Relay Model,SEF Pickup Multiplier,cpSubstat,None,,,,,,
Relay Model,SEF Pickup Multiplier,cpSupplySubstation,None,,,,,,
Relay Model,SEF Pickup Multiplier,cpSupplyTransformer,None,,,,,,
Relay Model,SEF Pickup Multiplier,cpSupplyTrfStation,None,,,,,,
Relay Model,SEF Pickup Multiplier,cpZone,None,,,,,,
Relay Model,SEF Pickup Multiplier,cptotime,None,,,,,,
Relay Model,SEF Pickup Multiplier,dat_src,None,,,,,,
Relay Model,SEF Pickup Multiplier,dataExtUnit,None,,,,,,
Relay Model,SEF Pickup Multiplier,fold_id,None,,,,,,
Relay Model,SEF Pickup Multiplier,for_name,None,,,,,,
Relay Model,SEF Pickup Multiplier,gnrl_modby,None,,,,,,
Relay Model,SEF Pickup Multiplier,gnrl_modif,None,,,,,,
Relay Model,SEF Pickup Multiplier,iSchemeStatus,None,,,,,,
Relay Model,SEF Pickup Multiplier,iacceptblock,None,,,,,,
Relay Model,SEF Pickup Multiplier,idir,None,,,,,,
Relay Model,SEF Pickup Multiplier,loc_name,None,,,,,,
Relay Model,SEF Pickup Multiplier,outserv,Root/Control/,Sensitive Earth Fault Detection,use_setting,Off,,,
Relay Model,SEF Pickup Multiplier,root_id,None,,,,,,
Relay Model,SEF Pickup Multiplier,typ_id,None,,,,,,
Trip 2,Negative Phase Sequence,root_id,None,,,,,,
Trip 2,NPS Instantaneous Multiplier,root_id,None,,,,,,
Trip 3,Negative Phase Sequence,root_id,None,,,,,,
Trip 3,NPS Instantaneous Multiplier,root_id,None,,,,,,
Trip 4,Negative Phase Sequence,root_id,None,,,,,,
Trip 4,NPS Instantaneous Multiplier,root_id,None,,,,,,
Trip 1,Negative Phase Sequence,ResetT,None,,,,,,
Trip 2,Negative Phase Sequence,ResetT,None,,,,,,
Trip 3,Negative Phase Sequence,ResetT,None,,,,,,
Trip 4,Negative Phase Sequence,ResetT,None,,,,,,
Trip 1,Negative Phase Sequence,resetdis,None,,,,,,
Trip 2,Negative Phase Sequence,resetdis,None,,,,,,
Trip 3,Negative Phase Sequence,resetdis,None,,,,,,
Trip 4,Negative Phase Sequence,resetdis,None,,,,,,
Trip 1,Negative Phase Sequence,pcharac,Root/Protection/Protection Group A/Trip 1/,Trip 1 Negative Phase Sequence Curve,use_setting,None,,,
Trip 2,Negative Phase Sequence,pcharac,Root/Protection/Protection Group A/Trip 2/,Trip 2 Negative Phase Sequence Curve,use_setting,None,,,
Trip 3,Negative Phase Sequence,pcharac,Root/Protection/Protection Group A/Trip 3/,Trip 3 Negative Phase Sequence Curve,use_setting,None,,,
Trip 4,Negative Phase Sequence,pcharac,Root/Protection/Protection Group A/Trip 4/,Trip 4 Negative Phase Sequence Curve,use_setting,None,,,
Relay Model,NPS Setting Current,outserv,Root/Control/,Negative Phase Sequence,use_setting,Off,,,
Relay Model,NPS Pickup Multiplier,outserv,Root/Control/,Negative Phase Sequence,use_setting,Off,,,
Trip 1,Negative Phase Sequence,outserv,Root/Control/,Negative Phase Sequence,use_setting,Off,,,
Trip 1,NPS Instantaneous Multiplier,outserv,Root/Protection/Protection Group A/Trip 1/,Trip 1 Negative Phase Sequence Instantaneous Multiplier,use_setting,Off,,,
Trip 2,Negative Phase Sequence,outserv,Root/Control/,Negative Phase Sequence,use_setting,Off,,,
Trip 2,NPS Instantaneous Multiplier,outserv,Root/Protection/Protection Group A/Trip 2/,Trip 2 Negative Phase Sequence Instantaneous Multiplier,use_setting,Off,,,
Trip 3,Negative Phase Sequence,outserv,Root/Control/,Negative Phase Sequence,use_setting,Off,,,
Trip 3,NPS Instantaneous Multiplier,outserv,Root/Protection/Protection Group A/Trip 3/,Trip 3 Negative Phase Sequence Instantaneous Multiplier,use_setting,Off,,,
Trip 4,Negative Phase Sequence,outserv,Root/Control/,Negative Phase Sequence,use_setting,Off,,,
Trip 4,NPS Instantaneous Multiplier,outserv,Root/Protection/Protection Group A/Trip 4/,Trip 4 Negative Phase Sequence Instantaneous Multiplier,use_setting,Off,,,
Trip 1,Negative Phase Sequence,ModFrame,None,,,,,,
Trip 2,Negative Phase Sequence,ModFrame,None,,,,,,
Trip 3,Negative Phase Sequence,ModFrame,None,,,,,,
Trip 4,Negative Phase Sequence,ModFrame,None,,,,,,
Trip 1,Negative Phase Sequence,minresptime,None,,,,,,
Trip 2,Negative Phase Sequence,minresptime,None,,,,,,
Trip 3,Negative Phase Sequence,minresptime,None,,,,,,
Trip 4,Negative Phase Sequence,minresptime,None,,,,,,
Relay Model,NPS Setting Current,loc_name,None,,,,,,
Relay Model,NPS Pickup Multiplier,loc_name,None,,,,,,
Trip 1,Negative Phase Sequence,loc_name,None,,,,,,
Trip 1,NPS Instantaneous Multiplier,loc_name,None,,,,,,
Trip 2,Negative Phase Sequence,loc_name,None,,,,,,
Trip 2,NPS Instantaneous Multiplier,loc_name,None,,,,,,
Trip 3,Negative Phase Sequence,loc_name,None,,,,,,
Trip 3,NPS Instantaneous Multiplier,loc_name,None,,,,,,
Trip 4,Negative Phase Sequence,loc_name,None,,,,,,
Trip 4,NPS Instantaneous Multiplier,loc_name,None,,,,,,
Relay Model,NPS Setting Current,iSchemeStatus,None,,,,,,
Relay Model,NPS Pickup Multiplier,iSchemeStatus,None,,,,,,
Trip 1,Negative Phase Sequence,iSchemeStatus,None,,,,,,
Trip 1,NPS Instantaneous Multiplier,iSchemeStatus,None,,,,,,
Relay Model,Trip 1,AttributeType,None,,,,,,
Relay Model,Trip 1,actset,None,,,,,,
Relay Model,Trip 1,application,None,,,,,,
Relay Model,Trip 1,appr_modby,None,,,,,,
Relay Model,Trip 1,appr_modif,None,,,,,,
Relay Model,Trip 1,appr_status,None,,,,,,
Relay Model,Trip 1,cDisplayName,None,,,,,,
Relay Model,Trip 1,cUserDefIndex,None,,,,,,
Relay Model,Trip 1,c_category,None,,,,,,
Relay Model,Trip 1,cbranch,None,,,,,,
Relay Model,Trip 1,cbranchid,None,,,,,,
Relay Model,Trip 1,cctprim,None,,,,,,
Relay Model,Trip 1,cctsec,None,,,,,,
Relay Model,Trip 1,ccub,None,,,,,,
Relay Model,Trip 1,charact,None,,,,,,
Relay Model,Trip 1,chr_name,None,,,,,,
Relay Model,Trip 1,ciDist,None,,,,,,
Relay Model,Trip 1,ciDistAll,None,,,,,,
Relay Model,Trip 1,ciDistAllRoot,None,,,,,,
Relay Model,Trip 1,ciDistRoot,None,,,,,,
Relay Model,Trip 1,ciEarthed,None,,,,,,
Relay Model,Trip 1,ciEnergized,None,,,,,,
Relay Model,Trip 1,ciLater,None,,,,,,
Relay Model,Trip 1,ciOutaged,None,,,,,,
Relay Model,Trip 1,cn_bus,None,,,,,,
Relay Model,Trip 1,cn_rembus,None,,,,,,
Relay Model,Trip 1,constr,None,,,,,,
Relay Model,Trip 1,contents,None,,,,,,
Relay Model,Trip 1,cpArea,None,,,,,,
Relay Model,Trip 1,cpBranch,None,,,,,,
Relay Model,Trip 1,cpCt,None,,,,,,
Relay Model,Trip 1,cpFeed,None,,,,,,
Relay Model,Trip 1,cpGrid,None,,,,,,
Relay Model,Trip 1,cpHeadFold,None,,,,,,
Relay Model,Trip 1,cpMeteostat,None,,,,,,
Relay Model,Trip 1,cpOperator,None,,,,,,
Relay Model,Trip 1,cpOwner,None,,,,,,
Relay Model,Trip 1,cpShc,None,,,,,,
Relay Model,Trip 1,cpSite,None,,,,,,
Relay Model,Trip 1,cpSubstat,None,,,,,,
Relay Model,Trip 1,cpSupplySubstation,None,,,,,,
Relay Model,Trip 1,cpSupplyTransformer,None,,,,,,
Relay Model,Trip 1,cpSupplyTrfStation,None,,,,,,
Relay Model,Trip 1,cpVt,None,,,,,,
Relay Model,Trip 1,cpZone,None,,,,,,
Relay Model,Trip 1,ctprim,None,,,,,,
Relay Model,Trip 1,ctsec,None,,,,,,
Relay Model,Trip 1,cvtprim,None,,,,,,
Relay Model,Trip 1,cvtsec,None,,,,,,
Relay Model,Trip 1,dat_src,None,,,,,,
Relay Model,Trip 1,dataExtUnit,None,,,,,,
Relay Model,Trip 1,desc,None,,,,,,
Relay Model,Trip 1,dev_no,None,,,,,,
Relay Model,Trip 1,doc_id,None,,,,,,
Relay Model,Trip 1,efaultmaxi,None,,,,,,
Relay Model,Trip 1,efaultmini,None,,,,,,
Relay Model,Trip 1,fold_id,None,,,,,,
Relay Model,Trip 1,for_name,None,,,,,,
Relay Model,Trip 1,gnrl_modby,None,,,,,,
Relay Model,Trip 1,gnrl_modif,None,,,,,,
Relay Model,Trip 1,iComDate,None,,,,,,
Relay Model,Trip 1,iSchemeStatus,None,,,,,,
Relay Model,Trip 1,isSubRelay,None,,,,,,
Relay Model,Trip 1,loc_name,None,,,,,,
Relay Model,Trip 1,outserv,ON,,,,,,
Relay Model,Trip 1,pOperator,None,,,,,,
Relay Model,Trip 1,pOwner,None,,,,,,
Relay Model,Trip 1,pReference,None,,,,,,
Relay Model,Trip 1,pdiselm,None,,,,,,
Relay Model,Trip 1,pelm,None,,,,,,
Relay Model,Trip 1,phfaultmaxi,None,,,,,,
Relay Model,Trip 1,phfaultmini,None,,,,,,
Relay Model,Trip 1,root_id,None,,,,,,
Relay Model,Trip 1,sernum,None,,,,,,
Relay Model,Trip 1,sw_settingsGroups,None,,,,,,
Relay Model,Trip 1,td_bR,None,,,,,,
Relay Model,Trip 1,td_bRC,None,,,,,,
Relay Model,Trip 1,td_bX,None,,,,,,
Relay Model,Trip 1,td_bXC,None,,,,,,
Relay Model,Trip 1,td_bZ,None,,,,,,
Relay Model,Trip 1,td_bZC,None,,,,,,
Relay Model,Trip 1,td_blim,None,,,,,,
Relay Model,Trip 1,td_bobj,None,,,,,,
Relay Model,Trip 1,td_bphi,None,,,,,,
Relay Model,Trip 1,td_bphiC,None,,,,,,
Relay Model,Trip 1,td_bpos,None,,,,,,
Relay Model,Trip 1,td_btpbk,None,,,,,,
Relay Model,Trip 1,td_btrip,None,,,,,,
Relay Model,Trip 1,td_cnt,None,,,,,,
Relay Model,Trip 1,td_fR,None,,,,,,
Relay Model,Trip 1,td_fRC,None,,,,,,
Relay Model,Trip 1,td_fX,None,,,,,,
Relay Model,Trip 1,td_fXC,None,,,,,,
Relay Model,Trip 1,td_fZ,None,,,,,,
Relay Model,Trip 1,td_fZC,None,,,,,,
Relay Model,Trip 1,td_flim,None,,,,,,
Relay Model,Trip 1,td_fobj,None,,,,,,
Relay Model,Trip 1,td_fphi,None,,,,,,
Relay Model,Trip 1,td_fphiC,None,,,,,,
Relay Model,Trip 1,td_fpos,None,,,,,,
Relay Model,Trip 1,td_ftpbk,None,,,,,,
Relay Model,Trip 1,td_ftrip,None,,,,,,
Relay Model,Trip 1,typ_id,None,,,,,,
Relay Model,Trip 1,vtprim,None,,,,,,
Relay Model,Trip 1,vtsec,None,,,,,,
Relay Model,Trip 1,zratio,None,,,,,,
Trip 1,Phase Protection,AttributeType,None,,,,,,
Trip 1,Phase Protection,Ipset,None,,,,,,
Trip 1,Phase Protection,Ipsetr,None,,,,,,
Trip 1,Phase Protection,ModFrame,None,,,,,,
Trip 1,Phase Protection,ResetT,None,,,,,,
Trip 1,Phase Protection,Tadder,Root/Protection/Protection Group A/Trip 1/,Trip 1 Phase Additional,use_setting,None,,,
Trip 1,Phase Protection,Tpset,Root/Protection/Protection Group A/Trip 1/,Trip 1 Phase Time Multiplier,use_setting,None,,,
Trip 1,Phase Protection,Trelblock,None,,,,,,
Trip 1,Phase Protection,Tshift,None,,,,,,
Trip 1,Phase Protection,cDisplayName,None,,,,,,
Trip 1,Phase Protection,cResetT,None,,,,,,
Trip 1,Phase Protection,cTadder,None,,,,,,
Trip 1,Phase Protection,cUserDefIndex,None,,,,,,
Trip 1,Phase Protection,c_sfansi,None,,,,,,
Trip 1,Phase Protection,c_sfiec,None,,,,,,
Trip 1,Phase Protection,c_type,None,,,,,,
Trip 1,Phase Protection,calcuse,None,,,,,,
Trip 1,Phase Protection,charact,None,,,,,,
Trip 1,Phase Protection,chr_name,None,,,,,,
Trip 1,Phase Protection,ciDist,None,,,,,,
Trip 1,Phase Protection,ciDistAll,None,,,,,,
Trip 1,Phase Protection,ciDistAllRoot,None,,,,,,
Trip 1,Phase Protection,ciDistRoot,None,,,,,,
Trip 1,Phase Protection,ciEarthed,None,,,,,,
Trip 1,Phase Protection,ciEnergized,None,,,,,,
Trip 1,Phase Protection,ciLater,None,,,,,,
Trip 1,Phase Protection,ciOutaged,None,,,,,,
Trip 1,Phase Protection,cminresptime,None,,,,,,
Trip 1,Phase Protection,cpArea,None,,,,,,
Trip 1,Phase Protection,cpBranch,None,,,,,,
Trip 1,Phase Protection,cpFeed,None,,,,,,
Trip 1,Phase Protection,cpGrid,None,,,,,,
Trip 1,Phase Protection,cpHeadFold,None,,,,,,
Trip 1,Phase Protection,cpMeteostat,None,,,,,,
Trip 1,Phase Protection,cpOperator,None,,,,,,
Trip 1,Phase Protection,cpOwner,None,,,,,,
Trip 1,Phase Protection,cpSite,None,,,,,,
Trip 1,Phase Protection,cpSubstat,None,,,,,,
Trip 1,Phase Protection,cpSupplySubstation,None,,,,,,
Trip 1,Phase Protection,cpSupplyTransformer,None,,,,,,
Trip 1,Phase Protection,cpSupplyTrfStation,None,,,,,,
Trip 1,Phase Protection,cpZone,None,,,,,,
Trip 1,Phase Protection,dat_src,None,,,,,,
Trip 1,Phase Protection,dataExtUnit,None,,,,,,
Trip 1,Phase Protection,fold_id,None,,,,,,
Trip 1,Phase Protection,for_name,None,,,,,,
Trip 1,Phase Protection,gnrl_modby,None,,,,,,
Trip 1,Phase Protection,gnrl_modif,None,,,,,,
Trip 1,Phase Protection,iSchemeStatus,None,,,,,,
Trip 1,Phase Protection,iacceptblock,None,,,,,,
Trip 1,Phase Protection,idir,None,,,,,,
Trip 1,Phase Protection,loc_name,None,,,,,,
Trip 1,Phase Protection,minresptime,None,,,,,,
Trip 1,Phase Protection,outserv,ON,,,,,,
Trip 1,Phase Protection,pcharac,Root/Protection/Protection Group A/Trip 1/,Trip 1 Phase Curve,use_setting,None,,,
Trip 1,Phase Protection,resetdis,None,,,,,,
Trip 1,Phase Protection,root_id,None,,,,,,
Trip 1,Phase Protection,typ_id,None,,,,,,
Trip 1,Phase Protection,udeftmax,Root/Protection/Protection Group A/,Maximum Time,use_setting,None,,,
Trip 1,Phase Protection,udeftmin,Root/Protection/Protection Group A/Trip 1/,Trip 1 Phase Minimum Time,use_setting,None,,,
Trip 1,Phase Instantaneous Multiplier,AttributeType,None,,,,,,
Trip 1,Phase Instantaneous Multiplier,Ipset,Root/Protection/Protection Group A/Trip 1/,Trip 1 Phase Instantaneous Multiplier,use_setting,None,,,
Trip 1,Phase Instantaneous Multiplier,Ipsetr,None,,,,,,
Trip 1,Phase Instantaneous Multiplier,Trelblock,None,,,,,,
Trip 1,Phase Instantaneous Multiplier,Tset,Root/Protection/Protection Group A/Trip 1/,Trip 1 Phase Minimum Time,use_setting,None,,,
Trip 1,Phase Instantaneous Multiplier,cDisplayName,None,,,,,,
Trip 1,Phase Instantaneous Multiplier,cTset,None,,,,,,
Trip 1,Phase Instantaneous Multiplier,cUserDefIndex,None,,,,,,
Trip 1,Phase Instantaneous Multiplier,c_sfansi,None,,,,,,
Trip 1,Phase Instantaneous Multiplier,c_sfiec,None,,,,,,
Trip 1,Phase Instantaneous Multiplier,c_type,None,,,,,,
Trip 1,Phase Instantaneous Multiplier,calcuse,None,,,,,,
Trip 1,Phase Instantaneous Multiplier,charact,None,,,,,,
