relaysettingid,nameenu,actualvalue
AC99816B-F996-4048-9ACA-A9EF6983F16A,Ratio I_1,60.0
9F5B8223-5C71-4F2F-938C-444E391F6270,Iprim_1,100.0
8EAD1676-F176-433B-A7CD-EB0F72F429D0,Iprim_1,3000.0
080FC662-EB75-4E66-921B-B7729AAB4F2A,Isec_2,1.0
06C61688-09F0-42DE-840D-059594811D60,Ratio I_1,60.0
570C8C86-E031-48C4-90AB-ABDF1645C6CD,Ratio I_1,80.0
A076DD0B-A7B1-486D-8D7F-BECED591E577,Isec_1,5.0
EF9AF290-3B3F-49C7-A146-D219CECFB2DE,Ratio I_1,80.0
4154A0F7-4D22-46F9-8BC1-2378EFE40B79,Iprim_1,300.0
58F0F673-978A-4144-8B2C-C1D868C6AD63,Ratio I_1,80.0
3E7A9726-89EF-4CB6-AAEA-97E244FE6AC6,Iprim_1,400.0
57835121-B36F-4EB4-B728-EE1849A15766,Isec_1,5.0
8EB03AF4-365F-4E58-94A7-DF61768B28E3,Iprim_1,1200.0
71132CF6-D503-48A4-A292-0B1F4B8570D9,Ratio I_1,160.0
0387242A-E404-432F-91C2-BEE36D49C902,Isec_1,5.0
65D1C351-D0E1-4B49-801E-85EB71DA507D,Isec_1,5.0
48620D0F-24BA-4FAE-BC00-A5DF7931DCD3,Iprim_1,400.0
52053DB5-9803-442A-B776-18A0BD6B9989,Isec_1,5.0
5D7E29C6-20BE-4115-8973-F2FF6E9AF04D,Isec_1,5.0
C485F341-375C-463D-9771-B5F4A828097E,Iprim_1,40.0
A5034551-6C29-48E6-B3E8-DA1AF9D68C81,Isec_1,5.0
5D279891-531A-485B-A2CD-A04DEAC066C2,Isec_1,5.0
7532F6D6-7B4F-4997-BEDC-99651DDBDEB3,Isec_1,1.0
6DE7C372-6ADB-44DA-984F-EAAE964F60B5,Ratio I_1,2000.0
0A7D54C7-6B1A-4A66-A8FE-110077987774,Ratio I_1,160.0
27BF090F-936A-4FF9-87BA-40970C75EE90,Iprim_1,400.0
5AEE3243-8C53-4EBC-BD16-9CA528EC262D,Iprim_1,1600.0
568958E7-9E33-44F1-A35E-DD93478AE8B1,Iprim_1,400.0
6D20AC2B-218D-4A48-AC0B-547DE164329F,Ratio I_1,80.0
069D78BD-7E95-494E-95AD-CDA76429A48E,Iprim_1,400.0
FB7DB6A8-D8AE-41A6-942D-14C46F8B9F2F,Ratio I_1,1600.0
737EAA5C-DEE1-4545-B2E1-0390E77C431A,Iprim_1,800.0
A16CFC70-2CAA-49E5-8A59-F58E3C4EEF09,Ratio I_1,80.0
5D7DD301-5A26-4F1A-B2C4-B5447DA754F5,Iprim_1,1600.0
34D08989-F364-4466-BD0B-FAD6BF7AC1D3,Isec_1,5.0
6178EB4E-BDDB-4C4D-9DFF-5A823E918CBE,Iprim_1,300.0
EEB6B6C3-3B58-47C4-8BED-AEB4ED140923,Isec_1,5.0
DB635E5D-02D9-425A-9116-83089874BE85,Ratio I_1,80.0
52E3D142-F94F-4B63-A1FE-EF39B18E58B8,Iprim_1,600.0
A0E8281E-E9A7-4DC9-B60A-DCACBF0CB87F,Iprim_1,1600.0
7DBBBEFA-C6F1-4FCC-B587-4727AB5C53F3,Iprim_1,800.0
321ED7D4-9A26-476A-88A7-C3D88DD247FC,Isec_1,5.0
62CC3E81-7257-4DB4-BCC5-31AD2B3DA90D,Isec_1,5.0
746EB85F-2BB5-4337-BB3B-27C785F209F5,Isec_1,5.0
E11D6171-EDE2-4498-82F7-5512D632A626,Iprim_1,800.0
007CE605-428E-4513-8AB0-1A3D0B322F79,Isec_1,5.0
E9912DD5-83CC-4B5D-837C-DB3A9782EA3A,Isec_1,5.0
30D2FEA2-BE81-44E9-8C8D-7BF9D36A4898,Isec_1,5.0
6A1F9624-147A-4049-A311-41B9694DB6EE,Ratio I_1,20.0
EC8DCE64-BE9B-499A-A069-38CE1A04397E,Ratio I_1,1200.0
5ACBD001-E4D8-484F-BE3E-F3BB3346AAAF,Ratio I_1,400.0
F439F0CA-9AC1-4F98-BF0C-11C49851F2A9,Ratio I_1,80.0
32FF8C7B-6109-4DBD-BCF6-D7E2051422B8,Isec_1,5.0
CFD44953-CD34-4663-8325-574DFADC7997,Ratio I_1,80.0
C2F5A86C-3302-49DB-8502-BC56D62F8C9E,Iprim_1,2000.0
DB0EDBBA-D447-48D9-9727-78765D228969,Ratio I_1,60.0
4122747F-919C-42E0-B0C0-26009D793F79,Isec_1,5.0
22787DFC-2146-42CC-8E6C-FA63B2B76E82,Isec_1,5.0
7A09FBBE-86E9-451A-8884-9E09802C6F6F,Ratio I_1,80.0
6D34594C-71ED-4E85-B456-C8EBA8F69BDD,Iprim_1,400.0
9CE676BF-FDA3-451E-B40C-E511D2711926,Ratio I_1,160.0
72C932E8-4AF8-44B6-AF46-B7CD512817FE,Ratio I_1,600.0
6AB6305C-8D38-48DC-8640-2F9F59412104,Ratio I_1,80.0
D011FFFE-09B0-4A0A-AA3B-BC4F40C73F59,Isec_1,5.0
3D80FA14-F892-449B-8C7A-D4078DC4E410,Ratio I_1,80.0
68E3E68F-08C2-456C-B036-C5FE4C7D0125,Iprim_1,600.0
4303986E-3183-4132-A2D7-7BE3B7C0E4CD,Isec,1.0
95A68E6D-1EB6-457F-8DE7-375D20A456B1,Isec_1,5.0
644F0F9F-1704-42A4-8163-A7899DD8F268,Isec_1,5.0
7D4DE7D5-EC90-4694-8B61-18A0871868F4,Isec_1,5.0
5C409DE8-4F1F-4CAF-8810-D8C367011480,Isec_1,5.0
B551A59F-F05F-4551-A1EE-3A31F5129227,Iprim_1,400.0
C4536862-0A37-4477-830F-854FD5F688AB,Isec_1,5.0
976B5C45-6A46-400B-80A0-4856F818ECA2,Isec_1,1.0
A1C943BF-8F91-4121-94E8-2B21F5530C62,Iprim_1,2000.0
5C011A48-012F-4DBC-A97A-AE4445972EBA,Ratio I_1,80.0
8686CB97-D097-4950-9F8D-53764A5D92BF,Iprim_1,600.0
3022755F-F477-4CEB-8AB4-B164886A3393,Ratio I_1,2.0
54C3BB3F-A7DF-47C7-B739-889CA06B3EC6,Ratio I_1,80.0
2CF3612A-4E5B-4418-8849-9247DD6F34F7,Iprim_1,400.0
30D9CEEB-4B8B-4223-85A9-EE61B8A0ADA1,Ratio I_1,80.0
FE728ED0-6F4D-45A6-9165-7B6BCB45FA46,Iprim_1,800.0
E3458F83-4CC5-4700-839E-EF97A8C6FBBF,Isec_1,5.0
F3FB5A23-7368-4C01-B6F5-A90B77F8B09A,Isec_1,5.0
18A616A5-0D35-4623-AC5D-DC4C1B321F2A,Isec_1,5.0
7C05F85B-7D08-488F-9EFA-6CAE10754FC6,Ratio I_1,80.0
301288A1-5D0F-4E61-85B0-1134F1D5869D,Isec_1,5.0
B0C0A3B8-91D3-420F-AE44-6248891A87FA,Iprim_1,1000.0
465996B1-415A-4B30-BE68-6818BCEA6252,Isec_1,5.0
6489A7F0-A3F8-41D0-88C6-403DCE0E44BB,Ratio I_1,160.0
577AE85D-D7BE-4E7F-A64E-4475D2E1FA2D,Iprim_1,200.0
C165D6BC-708D-48FF-9E04-69F3257C784D,Isec_1,5.0
B0B7E107-4613-4098-9741-6F0CD04E3A4D,Ratio I_1,1600.0
BB70CEB4-6C7D-47B5-B2D0-3D1FA6DF2EA4,Iprim_1,400.0
20FF4A3A-1617-4981-A5D3-1768B1BAEFE8,Iprim_1,1600.0
3BD6412C-5281-4052-8176-B1A26BDAF416,Ratio I_1,2000.0
E85B51B7-1702-4936-8AD9-4021C3C92690,Iprim_1,100.0
826FD652-6261-49B0-8567-8E2AB185E0BB,Ratio I_1,160.0
B44B72A7-27D9-45C8-AA03-60551D662CEA,Iprim_1,1000.0
EF07E3BF-5012-438F-A910-B3C34A6E343F,Ratio I_1,1000.0
AFC95856-C1F5-47F8-8FFC-CFB758706A18,Iprim_1,400.0
398AB434-DAF7-4B50-8851-657666BEC916,Iprim_1,400.0
7B7F35FB-CA53-4D94-B9E4-57823DCE3A4C,Isec_1,5.0
88C9C85D-0B5A-404A-A09D-112624879547,Isec_1,5.0
759CE876-DB86-4E99-8A66-6AD41E65B823,Isec_1,5.0
6C2EC3C1-0AC7-4926-8452-6B08F058C0C7,Ratio I_1,160.0
A0051267-0E76-46CE-8175-05F525C34A25,Iprim_1,800.0
27DE9587-000C-45EA-B506-487FD379B991,Iprim_1,400.0
27FC91D0-310A-4E27-A2A3-6AE56A398355,Iprim_1,300.0
128D6068-5DB7-4C4A-BE8D-708B357A83E7,Isec_1,5.0
9860936D-E050-4E0C-916A-1589726CBAEB,Isec_1,5.0
FAACABE3-DB3E-4731-BE23-B333435E7BB4,Isec_1,5.0
AA52C795-83CB-44D4-B46E-D5A8B35CD5EF,Isec_1,5.0
81A114C1-2FBF-45E2-B1BD-11E05068F702,Ratio I_1,160.0
BF8ABC24-41CA-4A4F-B58C-FAD713ADCDCA,Isec_1,5.0
E3C5BEB3-5D91-40A6-92B3-5D026B74D4E2,Isec_1,5.0
0BE93907-55AE-42AF-AD0C-F81D6D22E6C4,Isec_1,5.0
69A57FF7-A62A-40D8-88B8-0AE13C8C0D6E,Iprim_1,400.0
44957B2F-3FD2-4582-B999-372C70673E17,Ratio I_1,240.0
0FB66E34-ADA2-47FE-90A5-816BB61C6D66,Iprim_1,2000.0
AFA5790D-A966-4518-8C43-5AE310990C62,Isec_1,5.0
A781C2D4-151E-4242-8E5B-1ED752E2ABD2,Ratio I_1,400.0
C00D6A83-73D9-4E47-B569-4DA503794D33,Isec_1,5.0
5939CC73-BD4E-495A-9489-A0626E7FED60,Ratio I_1,60.0
A3156A25-B972-46EE-939B-06D75C3D62E0,Isec_1,5.0
79E99A82-351C-415F-9ABE-544B840DAFD4,Ratio I_1,160.0
C36DF7EF-82AF-419F-8FB3-4482AAA3C941,Isec_1,5.0
BF07BC86-1657-42CB-8EFC-ABF144B12E83,Iprim_1,800.0
9DE50E18-4D55-460F-95F0-4C2864B995FE,Isec_1,5.0
C6AC4D81-8439-45A2-8C76-84F25C005F38,Isec_1,5.0
7AADCF61-39E0-4313-8F63-353CB86FD217,Isec_1,5.0
7BB2081C-8736-401A-B51B-9E107CB771A7,Iprim_1,400.0
C7F6F516-5710-4E0E-8C26-491C73175757,Iprim_1,800.0
E9ADD52B-24F3-4A9D-9811-BEE236B1F267,Iprim_1,200.0
0A6B43CD-1E0D-4D86-857F-0FF47AEF544B,Iprim_1,400.0
4FC691CD-564D-421B-8E08-80347E834DF9,Isec_1,5.0
3F8DA52D-6AF9-47FA-A0E9-08FD3FA80D92,Isec_1,5.0
70AC2CE4-25B0-469F-BE74-6C5DCD15953D,Isec_1,5.0
E6AE56D5-1A91-446A-9204-52029AA885A8,Iprim_1,400.0
736B061C-042B-4152-8381-5423149B3EDB,Iprim_1,400.0
C8C4806F-FA73-46AE-B014-075FE5D43292,Ratio I_1,80.0
60BD26BA-F325-4E1D-B5FA-F19A9DBF7B2C,Isec_1,5.0
59E1B6D5-E082-498F-9F6D-98799305EC86,Isec_1,5.0
25ED5143-EA94-432C-8EBE-B3EF52D434BE,Isec_1,5.0
1CC28EF1-02DC-4078-9C22-057124F2233B,Isec_1,5.0
BB5C15B6-133D-45FB-9B12-BBD4DE35E025,Ratio I_1,160.0
07C0F048-2B62-4D53-B03C-BF15ED403BA7,Iprim_1,600.0
77F72C13-D673-445D-B40F-FF1AAC92CABA,Isec_1,5.0
7F7D8D3F-ED8B-4A1F-808E-E52026D45F7F,Ratio I_1,320.0
5C8CF843-BC05-4851-935A-9257441E8FED,Iprim_1,1200.0
7532EC3A-2B90-438E-BB04-D8FE449EE68C,Iprim_1,300.0
571BCBE6-12E4-412D-AAB2-FE8E8A7D6D80,Isec_1,5.0
E3F75535-EAA8-4570-A67C-0763915CB2C9,Isec_1,5.0
D284680C-ED98-4FD9-B746-4CB1AC1D27AD,Iprim_1,800.0
9B34048B-816B-4F07-8C54-55C73988D6EC,Ratio I_1,800.0
01779AF9-5675-41E5-A69C-58698AA1C5A5,Iprim_1,400.0
7532F6D6-7B4F-4997-BEDC-99651DDBDEB3,Ratio I_1,800.0
00E5888B-FA31-4DBB-9992-3F81DACB05ED,Iprim_1,600.0
8E283540-D70D-422D-BABC-478D1D2F4496,Ratio I_1,80.0
CADEC4A0-B3B5-4649-AF10-E4056CB37208,Ratio I_1,80.0
B12B2F1B-D8B3-40BC-8F73-C36C39443000,Ratio I_1,120.0
B9C54683-EDBB-4140-AD2D-BB4985C853C0,Ratio I_1,120.0
7192FA12-8C46-4D20-B50A-31DAFCBEEE9B,Iprim_1,400.0
184890F9-9B00-43FA-A234-4D7611557D0E,Iprim_1,400.0
8446FCEA-092F-43B5-AD12-94AC3AF914A8,Ratio I_1,80.0
574A5161-E51A-45AA-994A-FF033265479A,Isec_1,5.0
8C711BB7-3643-4A5F-AD03-24AEB5559FA2,Isec,5.0
D8B4C6C0-F149-47BA-8D2E-3278A39AD72D,Iprim_1,400.0
8F11CF05-E303-4F74-BB12-FD0BCB028415,Isec_2,5.0
CFC46D50-E9F2-4658-AA78-2A3F6885B6B9,Ratio I_1,2.0
06598D12-5F3C-4DF2-BCFC-2AB08BDC9ED8,Isec_1,1.0
640173FB-7659-47B6-9AA0-A260177B470B,Isec_1,5.0
C3746F4A-6285-402E-938C-19FCADDB1083,Iprim_1,400.0
81B055AC-DD6D-43AE-B28E-25BDA4D5C279,Isec_1,5.0
4599AB9E-8B1C-4E73-B508-134ACDBCED27,Ratio I_1,400.0
498512D4-256F-43A7-A174-56D3C9C30BE5,Iprim_1,300.0
54C3BB3F-A7DF-47C7-B739-889CA06B3EC6,Iprim_1,400.0
F866FB4D-5A48-4315-9B19-A005EA44C8E3,Iprim_1,400.0
2F880168-75C3-435F-A195-1548E3FDCC5B,Ratio I_1,80.0
1F0BA55F-1208-4C5D-9938-EC692D342733,Ratio I_1,1000.0
D4B56E61-10C6-4715-940E-4B5D6226B2DA,Iprim_1,100.0
C92AAB16-5C9C-4883-AF53-0B54141DD542,Ratio I_1,400.0
08020F9B-A044-4986-B1DC-DF134BC67256,Iprim_1,800.0
1F425A46-BE44-4DC2-8DF3-1B63B92062D8,Ratio I_1,80.0
22B2B281-7B96-425D-BEFE-8731A6C51173,Iprim_1,600.0
1517BDA5-66AD-45DB-940F-199EF3A3949D,Isec_1,5.0
850C71F2-AD68-458C-BE09-D72C21A9BB7C,Iprim_1,400.0
E9BD64AB-08F0-4880-8060-F0708924E03B,Isec_1,5.0
A6E2FCEF-A33C-4D83-91FB-938C42B3786F,Isec_1,5.0
8678FE38-1BC4-4F56-98C6-1D6A55E33563,Iprim_1,400.0
BA8043E3-36C0-4125-87A8-71EA160F99C1,Isec_1,5.0
D6233B1C-D88C-4AC3-B177-BD67B29D3ABA,Iprim_1,600.0
83023F3A-8FCC-45EC-A496-E2C01305B189,Ratio I_1,20.0
86FFC5B5-D05C-4A6C-95A9-ED874A0654C8,Isec_1,5.0
E9912DD5-83CC-4B5D-837C-DB3A9782EA3A,Iprim_1,400.0
AF9E0BBE-6EA8-42D6-B29A-273BD2AD60FA,Ratio I_1,60.0
2B401D89-B4D2-41D4-A8A5-A38A0E627EB2,Ratio I_1,80.0
6791E2B7-ADDA-47C0-960E-0EDED45F9AA2,Ratio I_1,1600.0
C374966C-8430-4691-B506-5DA5679AFB36,Ratio I_1,120.0
15E4AEAB-03D8-44FA-A520-9ED67BF40DEB,Ratio I_1,400.0
BFA117B9-4138-40D7-BA86-263488A738F5,Ratio I_1,160.0
D68B9513-3FBA-4C83-A637-2CACEEEB2436,Isec_1,5.0
0A0E6076-EBA5-43DE-9059-7A1B0A402CD6,Ratio I_1,60.0
552F1D13-6948-4577-818E-FC6E48788EAE,Ratio I_1,40.0
3833070B-E751-457E-AECA-3B2B72981F90,Isec_1,5.0
467C2BE9-A512-46FA-9441-B7B7EFA8D4DD,Iprim_1,800.0
2F374DDE-682C-43F1-8338-88CAD97D3FC6,Iprim_1,1000.0
185519C4-631E-403B-BCC4-620ED68AB63C,Ratio I_1,80.0
2B3A2815-F36C-437D-B825-00E39439E596,Iprim_1,800.0
6DF0B4D6-41C7-4D2A-B726-CF79D49612FF,Ratio I_1,60.0
669127FB-19FD-4786-A3F3-E6496B98A223,Ratio I_1,80.0
A037F12E-8D9C-461C-91BB-D7CA24F72602,Iprim_1,400.0
8C711BB7-3643-4A5F-AD03-24AEB5559FA2,Ratio I,120.0
B6468012-9435-4AF4-93A2-3CB1694A9FDB,Isec_1,5.0
9597A2D7-7C86-4D4A-80B1-A51D3E827DF1,Iprim_1,2000.0
49265479-7348-4708-A28D-AA9B342B0AE1,Ratio I_1,80.0
F61E2F00-AFDF-4185-ADEB-D4A43801C7D7,Ratio I_1,2.0
B8B7A9B3-0DA2-4E38-A84E-4AB2A0978FCD,Iprim_1,300.0
F3EAA284-A6D6-4AC4-B4A3-62D7A79C99F3,Ratio I_1,80.0
E33804CF-F0E2-4EFB-86DD-5FFF99F10678,Iprim_1,600.0
DEB2A08B-BFEF-44D0-8FB7-8E191E16BCF5,Iprim_1,3000.0
1E9F8C51-EA83-4E6F-AE8C-4C9F590F7EEC,Ratio I_1,80.0
EDDDDABC-D016-491F-A156-B9C420476935,Iprim_1,400.0
CDFC878B-C5FE-4716-9F70-D4DE789A009D,Isec_1,5.0
884248B3-FE98-47A4-AB40-1668DF356B22,Isec_1,5.0
301288A1-5D0F-4E61-85B0-1134F1D5869D,Ratio I_1,320.0
D6BF0334-DAD6-4655-9F33-D16E5AB9BC35,Isec_1,5.0
603EDBB7-7B90-401C-859A-ACD3767C13D2,Ratio I_1,80.0
A261A81D-14F5-41BE-8CBA-1A52C86EEE42,Iprim_1,400.0
2C9E8B1D-A206-425E-BF3B-A000229DD646,Isec_1,1.0
30152944-2F5A-4C67-B2E8-9388EB820394,Isec_1,5.0
CD66D53A-711D-4657-8948-83B2729EA517,Ratio I_1,120.0
B31B1188-CB9A-4D56-AF67-7331DA32695B,Iprim_1,1600.0
EBFD0360-921A-4C4E-BB4A-6A838EF4211A,Iprim_1,200.0
277A13BB-8991-4360-99B3-A09D594CF55D,Isec_1,5.0
0AEDB736-2A3B-4AA3-BF61-244863B5F5DD,Isec_1,1.0
9839CE0D-10BE-4853-9713-DE2FE47331B9,Isec_1,5.0
FA0D4F23-7AF4-4C87-A051-A4A738212376,Iprim_1,800.0
DAC6F14E-DA5F-4CC6-9240-BAAE764DFEF3,Ratio I_1,120.0
3052422F-501B-405D-8209-5D4AFB4EF5DF,Ratio I_1,1000.0
4344B739-72E1-47FE-B73B-D73052426DC4,Isec_1,5.0
75C00DC2-36CD-481B-96A1-85C7C7F3693D,Ratio I_1,80.0
B633B84C-DF75-41BD-957F-AC2FF741A64E,Iprim_1,1600.0
506E893B-7350-4E8A-992F-2C112C435A68,Ratio I_1,40.0
76A98D70-905B-4453-9BC4-A607F0EA9EE5,Iprim_1,2000.0
9F8B4377-FBAC-4D24-863F-D590A833ADD2,Isec_1,5.0
9067EBC4-BBCB-440F-89CF-0C09857875E9,Iprim_1,800.0
A28C0CCD-4806-4716-BE66-A0F106A51499,Isec_1,5.0
068314C0-7F5E-4755-AD5C-08ED73613A16,Isec_1,1.0
BB3F6FE3-854A-4E94-A6B7-9189D4EF33E1,Iprim_2,400.0
BB3F6FE3-854A-4E94-A6B7-9189D4EF33E1,Isec_2,5.0
87CA87A1-E471-4121-AE14-9BB16F207ED9,Iprim_1,400.0
8760E35A-1E98-4964-89E8-F6BABD81BB7E,Iprim_2,400.0
AAA5FDD6-19B6-4FE6-832E-D8769DEFA9AA,Iprim_6,400.0
25E199B9-CB8E-4B45-9B09-C1A71A1B2620,Iprim_1,1000.0
CC5D83D8-C023-458F-8733-DCF1EB00819D,Iprim_7,400.0
8B2A02B1-3075-43B5-9030-B5A96BCC012B,Iprim_3,1600.0
4AED2A97-F2C5-4D7F-82F6-32E82F5ED5D8,Isec_1,1.0
99E6FDA2-D823-4877-A7AB-D9F3C11EBCFA,Isec_1,5.0
DD326B29-A298-4357-9512-3E75DFDEB7C2,Isec_1,5.0
DB203DBC-726E-4DDE-A5B5-6367E9FD8671,Ratio I_1,2000.0
23A8FEEB-D2EE-429E-882F-A3759A8223BC,Iprim_1,600.0
3504BFAF-F9BC-4E7A-A41B-2AC7026FC184,Iprim_1,400.0
4E961A3D-0373-40C6-BCFE-39C075D7515C,Iprim_1,400.0
7AEAF552-FCDF-4E7B-B268-94A05B37FACE,Ratio I_1,10.0
C4D142B2-ED89-4756-A0A0-4011BB865CCE,Iprim_1,800.0
5C8A0546-4785-42E3-9EBF-2205588E63F4,Ratio I_1,80.0
6B308D1C-6767-495F-A024-B55FAE97417C,Iprim_1,400.0
395B4566-7036-4BA1-812F-EF51EC94F013,Isec_1,5.0
BF511B06-224E-4135-A9A7-1314B659CD92,Iprim_1,400.0
FFFD74CD-4E50-4E02-A6E3-37CFAF3D3A65,Iprim_1,60.0
9889969B-C6E8-4476-9F66-AA1A00EE88B4,Isec_1,5.0
097F9096-0F0C-4A0C-BDE6-F63B1F6B6B86,Iprim_1,300.0
C0AD9BCC-0758-46D3-84AD-AA8E754C7F6E,Isec_1,5.0
EBD33BCB-B8C7-4606-9D17-A6C04CAFEF36,Isec_1,5.0
B599E87B-2A6B-4FF7-9BEC-1AAF6274FC1B,Iprim_1,300.0
51D708A6-D4BE-4C1A-8E87-01E46322FCEF,Isec_1,5.0
5CD5BB3E-92A2-4C29-BF37-72C4560DA7AC,Iprim_1,400.0
7C96AC5F-20A0-49FA-89FA-452A9CF4F8B3,Isec_1,5.0
C9D8C77C-54BC-4A3C-81D2-9A32ECDF906F,Iprim_1,1000.0
2187A877-CBC9-405B-9BFB-7FF0799E6F07,Isec_1,5.0
410A091E-5054-40ED-A5D6-354F961CE5E1,Ratio I_1,80.0
C0CAFDD6-1786-4658-9FB7-8B428AC66537,Iprim_1,2000.0
C45ECDD5-D359-4322-B769-18CDB50E95A6,Isec_1,5.0
91C79180-400E-4C47-AA72-A84A8041BB2F,Iprim_1,1200.0
B86FB9A6-80C0-4462-8289-86A2146E085A,Isec_1,5.0
3414A7F6-F688-4737-B32C-D66F946D92CD,Ratio I_1,80.0
A65BE3DF-C4A4-4ADC-A376-C9B9A343B37B,Isec_1,1.0
5E3D831D-A8D0-4617-B8BC-A2B2437F3450,Iprim_1,600.0
C66AEA7E-AFD4-46AA-BD0E-F0E4721749AE,Ratio I_1,60.0
C1D4BC79-64AB-4BBA-AA8E-69A55B1B39EF,Iprim_1,800.0
3BA70EF8-B204-4CB2-AA0D-E55E662EA553,Isec_1,5.0
BE01A9EA-798B-4777-AD5B-B62FAFD5689F,Isec_1,5.0
002F6649-950E-443D-8860-E8A9E19D92E3,Iprim_1,1200.0
EA36EBA3-1545-46B3-A2EB-D5EE62452CC1,Iprim_1,400.0
193EDFC6-A6EA-449C-8F74-BFABFBC56D33,Isec_1,5.0
29A52F0A-B52A-4256-BDDB-4810F1A2DCEC,Isec_1,5.0
CA2AACB9-42A6-4FF4-87F5-9C6CEB90C407,Iprim_1,400.0
5349B806-62E4-4350-B2F0-CA1D8E42AEAF,Ratio I_1,1200.0
9D0057BE-867F-4815-8C4B-33C91A02650B,Isec_1,5.0
24B1D0F9-AAAD-4B6B-B356-A2EE120710A4,Ratio I_1,80.0
0BE8BEF4-0F2F-40A9-91F3-22C500594B50,Ratio I_1,80.0
E336FF5A-779D-4D02-8B68-E7FA1BDD3AE7,Iprim_1,400.0
7E835781-9F19-4F35-8FE6-BED3E522D509,Isec_1,5.0
7192FA12-8C46-4D20-B50A-31DAFCBEEE9B,Ratio I_1,400.0
1E1045F0-4C60-4A0C-B165-B1556C6569C4,Ratio I_1,160.0
45A5C66D-576E-4BAB-BA74-FBFBC692878D,Isec_1,5.0
3C72C4EE-471F-4E89-B2FD-B0E90564892E,Iprim_1,400.0
02B86D30-50F8-428C-96AB-420F9556F4F2,Isec_1,5.0
5B747348-2881-4A29-A91D-66BD519B5209,Isec_1,5.0
B7679E93-B698-4D7A-8300-F56FD9E3ACFE,Isec_1,1.0
B683EE62-9D94-4AA5-801E-FCA0598542A3,Iprim_1,400.0
4ED09BDC-94DA-40C9-A1B6-1375FF07754F,Isec_1,5.0
65918FD0-B31A-4466-8AC1-93BB2158A426,Iprim_1,1200.0
15938297-24F1-4FF8-B528-47883285BB4D,Iprim_1,800.0
D9129F1C-93F8-4FC5-89C5-9221ACAF7764,Ratio I_1,80.0
DB177CC4-0A8A-4FFF-85E1-A0D3475B733C,Ratio I_1,60.0
BDDFFCA4-124D-4A30-A5EB-9C9685257913,Isec_1,5.0
E2C7DC7F-EF6B-4192-9FC9-AD535CF684EA,Ratio I_1,80.0
7564979D-8F56-455B-A2A6-612F06299734,Ratio I_1,160.0
CC6E8D10-AB57-408F-AE8A-FE8F3BFEBC83,Ratio I_1,160.0
9BDB73DE-F6FD-491F-9E8D-B80EC6D0ECC3,Isec_1,5.0
AECB8E50-2C11-4458-8DB1-321C91D02544,Ratio I_1,80.0
5E5CA777-A947-48C5-988F-73CA902C7D97,Ratio I_1,80.0
BA81D95D-1E49-463C-8725-0058BACC3BD9,Ratio I_1,160.0
D3091D0E-1816-431C-A351-41A9C5789A00,Iprim_1,2000.0
C1A330B1-8E8B-4524-8F79-B916BB03DB38,Isec_1,5.0
9E3564D1-615D-436C-B862-9C97B320A325,Iprim_1,400.0
9D9782E9-EF9A-43F8-8365-AE05054DDBD9,Iprim_1,1600.0
639901FE-DADE-4C35-96D5-C67594F3BCF0,Isec_1,5.0
811F4D80-CBEF-4248-BAC2-3BCE97B853DE,Isec_1,1.0
76A66146-4C00-431F-95CF-622A33FF0056,Ratio I_1,20.0
E0AA15B2-8221-4AB4-985A-946DE3333DE3,Ratio I_1,80.0
CFA91B2B-3F42-46B5-B505-3D70BE38FD13,Ratio I_1,2000.0
9D426BB1-B2F4-4641-A79F-7E766B18FC6A,Iprim_1,400.0
E18782F5-6343-4D66-8B78-314F7B62B9D6,Iprim_1,400.0
1B9A80B4-DB19-4EC9-B88F-ACA244C1AD2A,Isec_1,5.0
6D3ED1CF-39E6-4EC8-B9D4-4E632DE013A7,Iprim_1,1000.0
32ECE014-6C5F-4304-B1E8-D37D75AC0D7D,Isec_1,5.0
7564979D-8F56-455B-A2A6-612F06299734,Isec_1,5.0
A2332A07-10EA-4D6F-847B-79C591DE672C,Isec_1,1.0
DCCB230B-1AC4-4236-8098-6D9811758228,Ratio I_1,120.0
2069FF95-F3CC-411D-AEC4-5CD89C417968,Ratio I_1,80.0
6389FA1C-B59B-4FB4-82ED-EB6D0093FFCD,Iprim_1,1000.0
F6854469-3EA4-4995-9D48-D393EA9D4F7E,Isec_1,1.0
531C628C-8F45-4FEE-AEC8-BEB2A2231565,Ratio I_1,1600.0
2F0E2332-4F5C-4D0B-8639-2D4D7E9AEB67,Isec_1,5.0
594AD9B8-9E5A-4916-A9E8-BBBCE2CE4024,Ratio I_1,80.0
49F1C2F9-0036-4D72-8AF0-6D2FE5B54226,Iprim_1,400.0
552D97FF-9627-4E76-A628-94577AC5A8B1,Isec_1,5.0
BFD549BB-7B19-4F16-8194-411FF1F1B759,Ratio I_1,400.0
C17DCE7F-598E-4696-9AE9-DE6B6314C4D6,Isec_1,5.0
6FB5EB44-EE7C-4B75-B53A-C0B29C2FCE99,Iprim_1,1600.0
D558C91B-1C7C-4388-BA45-A69C9F3B4195,Iprim_1,800.0
8760E35A-1E98-4964-89E8-F6BABD81BB7E,Ratio I_2,80.0
1AC04B6E-5928-4888-98F5-AC5780D26870,Ratio I_1,120.0
B526FD11-E8AB-47F9-A264-6C9CA5363623,Iprim_1,400.0
F8FE74E9-B01A-482B-ABB2-74D502A9C02A,Isec_1,5.0
