relaysettingid,nameenu,actualvalue
F2BACF16-4F42-4BA9-AC31-E7800095FFEA,Ratio I_1,160.0
D8557FEC-B2DC-43CC-965F-C59B44C0E053,Iprim_1,1600.0
7C71FCB4-D244-4A04-93A0-9D80DF9C4497,Iprim_1,1600.0
F6854469-3EA4-4995-9D48-D393EA9D4F7E,Iprim_1,10.0
AC963CA2-41D4-4F53-B0DD-26AE416F6B0F,Iprim_1,2000.0
AC963CA2-41D4-4F53-B0DD-26AE416F6B0F,Isec_1,1.0
1F45DDD3-8B5E-4460-8968-72C5EC1B665C,Isec_1,1.0
6A789FB2-8D7C-4129-8709-101A2BCBEBF3,Isec_1,1.0
66B30897-01D7-4C36-A2F2-E18CC158574A,Iprim_1,2000.0
66B30897-01D7-4C36-A2F2-E18CC158574A,Ratio I_1,2000.0
66B30897-01D7-4C36-A2F2-E18CC158574A,Isec_1,1.0
6583EB07-5F7D-469C-A5D6-003355B07EEE,Ratio I_1,2000.0
CD88F0F1-5042-4A97-8F5B-209C26E751F2,Iprim_1,2000.0
ED8347BA-9137-4016-94EE-387556A27457,Ratio I_1,60.0
0606CF82-5CA8-4896-8948-E6592C542129,Iprim_1,800.0
4FB1A8A7-8F9F-41FA-98C6-745D6E53D157,Isec_1,5.0
C6DC7C23-2F56-4ABD-8734-4DB1A333BE5E,Iprim_2,10.0
BFC3D318-66CD-4787-88F4-BBECBCE0AF1E,Isec_1,5.0
FD7E6F88-76A6-4C07-8576-9F11FC2D12B2,Isec_4,5.0
0F52AD68-C8C6-4C56-8D12-5B589497855D,Ratio I_1,160.0
99050B34-07AF-4555-9AFE-DDE9E64ADAE5,Iprim_1,600.0
DCE42822-9811-45AD-9F36-50BF44E2E8C3,Isec_1,5.0
7D587456-771F-46D3-8BE1-A2D39F84EFFE,Iprim_1,800.0
EA1254EE-232B-4EA9-A44D-9C01E37731C4,Ratio I_1,120.0
1DFDFBAB-63F6-44F9-BC3D-8C6A09B84890,Ratio I_4,400.0
C6DC7C23-2F56-4ABD-8734-4DB1A333BE5E,Ratio I_1,80.0
808D3C7F-4123-462C-94C2-B0D55ECB1A87,Iprim_1,600.0
89EAC378-6D7C-4A77-8DD5-B54D51E80BEC,Ratio I_3,320.0
2A17EF2D-8F04-47F8-82FD-0D48418CC357,Ratio I_1,80.0
6E1423BC-1082-4CD5-95C5-47F57288F97D,Isec_1,5.0
99050B34-07AF-4555-9AFE-DDE9E64ADAE5,Isec_1,5.0
90361B72-F903-48A7-9971-46E1B5B661E7,Isec_1,5.0
C6DC7C23-2F56-4ABD-8734-4DB1A333BE5E,Iprim_1,400.0
C6DC7C23-2F56-4ABD-8734-4DB1A333BE5E,Ratio I_2,10.0
E596145B-5629-46AD-9838-BAD8D863CEE7,Ratio I_1,160.0
9F1F1C80-D2B1-44F3-9FD7-43D0538E0F4E,Ratio I_1,160.0
940E6C71-EFC7-411B-83B1-31D97069D529,Isec_1,5.0
F9D3BFB3-6A5D-4985-A187-70575B8C97A4,Isec_1,5.0
90361B72-F903-48A7-9971-46E1B5B661E7,Iprim_1,400.0
6E1423BC-1082-4CD5-95C5-47F57288F97D,Ratio I_1,80.0
63D45AA2-34DA-4F64-8BF8-B5ED79539973,Iprim_1,800.0
36732431-F547-43F3-8CB9-8AD0C87F075F,Iprim_3,1600.0
C6DC7C23-2F56-4ABD-8734-4DB1A333BE5E,Isec_1,5.0
4F9CB810-3996-4BC8-A2F2-1AD18D4A1FEF,Iprim_1,400.0
63D45AA2-34DA-4F64-8BF8-B5ED79539973,Ratio I_1,160.0
942E62E8-B07A-49CE-AE71-7AE2481F600E,Iprim_1,600.0
90361B72-F903-48A7-9971-46E1B5B661E7,Ratio I_1,80.0
27B4EA67-CF28-41A8-9AFE-D0FFE99C316B,Iprim_1,600.0
2728200C-5BB4-4A23-A3FE-0C6A93F28D03,Isec_1,5.0
2D7528FB-13AF-4A17-869A-D73F598CDDE9,Iprim_1,2000.0
FD7E6F88-76A6-4C07-8576-9F11FC2D12B2,Ratio I_4,400.0
19F69D7D-80F0-4877-BD10-586FEDC78C15,Iprim_1,300.0
0DC1C837-D95B-4125-946C-FFA1D50CFA99,Isec_3,5.0
CDA85DDA-2360-4F07-953E-0F5D4A299C75,Ratio I_1,160.0
17E0708C-874B-4ECC-95CA-2CDC7A2BE178,Ratio I_1,120.0
2A17EF2D-8F04-47F8-82FD-0D48418CC357,Iprim_1,400.0
F2221EB0-4A41-4EBC-9622-C250FDC6ABAA,Ratio I_1,80.0
940E6C71-EFC7-411B-83B1-31D97069D529,Iprim_1,600.0
7B5E80E0-FD22-4AF8-B0A7-964C8B290558,Isec_1,5.0
05A50785-927B-4031-9713-6502A632FA34,Iprim_1,800.0
FD7E6F88-76A6-4C07-8576-9F11FC2D12B2,Iprim_5,2000.0
DC1926B4-2370-4143-8BFC-ABEC14B1B094,Isec_1,5.0
BF695CC9-BF10-4787-A43A-2773FE491725,Ratio I_1,2.0
16D101A8-23B4-4074-BA2D-ED6A2451B6F1,Iprim_1,10.0
6A428EAA-B3C4-47E5-A6B9-17C20EFE1204,Ratio I_1,2.0
7397895D-A755-4188-ACE5-F8DAEE0C0122,Iprim_1,10.0
9763494F-7143-4B53-90E8-2A742D2E0642,Iprim_1,400.0
7C71FCB4-D244-4A04-93A0-9D80DF9C4497,Ratio I_1,320.0
158C922E-9CC1-4BEF-BDAB-B002A9A826E8,Iprim_2,10.0
E5C7BBA6-9872-4F2F-8764-121EDE82008C,Iprim_1,100.0
6D57C337-DB5C-4CDE-AB37-9EBF0FA95455,Isec_1,5.0
227D8B49-D057-47FB-B504-75E851AFC5D8,Iprim_1,400.0
37B09142-2B81-4D21-A3EE-6180E6E68FC1,Isec_1,1.0
E5C7BBA6-9872-4F2F-8764-121EDE82008C,Iprim_3,2500.0
BB82153A-8E2F-446F-A056-5AA7693CDDD0,Ratio I_1,120.0
EDEED08D-73BF-4BBC-8225-F32CFB840173,Iprim_1,800.0
52D63E75-A4C6-4710-9A7F-64DBF238E171,Ratio I_1,160.0
BB82153A-8E2F-446F-A056-5AA7693CDDD0,Iprim_1,600.0
F5AE4E5C-8150-461C-8D0A-4C0E66AE81EA,Isec_1,5.0
D0F3E43F-6DB9-4BFA-AEC5-463A9AFE3F4D,Ratio I_1,160.0
D0F3E43F-6DB9-4BFA-AEC5-463A9AFE3F4D,Iprim_1,800.0
F5AE4E5C-8150-461C-8D0A-4C0E66AE81EA,Ratio I_1,120.0
E4D9244E-8EDB-433D-BB93-7D4998225658,Ratio I_1,400.0
448D6DB1-8F22-42AA-BFC1-2505EDF5FAFE,Iprim_1,200.0
D3BB9C6A-A9F4-4E64-BD72-4B025EE6DDB3,Iprim_3,2000.0
DF9CD2A7-C693-42F5-912F-8B3DAD953C3C,Iprim_2,1200.0
1BE4294B-B280-44D9-97FB-12F3B3649250,Isec_1,5.0
D3BB9C6A-A9F4-4E64-BD72-4B025EE6DDB3,Ratio I_3,400.0
DF9CD2A7-C693-42F5-912F-8B3DAD953C3C,Ratio I_6,80.0
1BE4294B-B280-44D9-97FB-12F3B3649250,Ratio I_1,40.0
F91B818B-FFB5-4767-822C-9E6DB3FC1CA2,Iprim_1,400.0
7D1FEA86-2212-483B-9510-6DF2437110E9,Iprim_1,800.0
61F07E23-A33B-4761-A837-C0BDEC16BB79,Ratio I_1,80.0
9BF004A2-496E-4480-BDAB-AEF420698DA0,Ratio I_1,1600.0
C5BF81FF-AEEA-487F-8E1B-DA30F46351F7,Iprim_1,1600.0
CDA90AE8-621D-48D0-9603-AF3D6245581C,Isec_1,5.0
DF9CD2A7-C693-42F5-912F-8B3DAD953C3C,Isec_1,5.0
17C5C100-ECC2-46F5-9517-CB50F0190A66,Ratio I_2,10.0
E12BD6CE-3140-4E66-B23E-7060AE9634D9,Ratio I_1,40.0
F91B818B-FFB5-4767-822C-9E6DB3FC1CA2,Ratio I_1,80.0
448D6DB1-8F22-42AA-BFC1-2505EDF5FAFE,Ratio I_1,40.0
FF23A241-27A1-470B-8EE5-C88A7FDCF206,Iprim_1,400.0
E4D9244E-8EDB-433D-BB93-7D4998225658,Isec_1,1.0
DF9CD2A7-C693-42F5-912F-8B3DAD953C3C,Iprim_5,1200.0
DF9CD2A7-C693-42F5-912F-8B3DAD953C3C,Isec_6,5.0
DF9CD2A7-C693-42F5-912F-8B3DAD953C3C,Ratio I_4,80.0
3D71A3BE-748C-40EB-8568-B4EBC58D4594,Ratio I_1,400.0
F9B5CE3B-BDFD-48BD-8F26-CC652F3BFED3,Isec_3,5.0
73403E3F-0D18-4D71-8722-B1C5B501772D,Ratio I_2,10.0
7D1FEA86-2212-483B-9510-6DF2437110E9,Isec_1,5.0
FF23A241-27A1-470B-8EE5-C88A7FDCF206,Ratio I_1,80.0
F9B5CE3B-BDFD-48BD-8F26-CC652F3BFED3,Ratio I_3,320.0
CDA90AE8-621D-48D0-9603-AF3D6245581C,Iprim_1,400.0
7A76DC3F-3EFE-40F9-9FFD-1AE737F69450,Isec_1,5.0
61F07E23-A33B-4761-A837-C0BDEC16BB79,Isec_1,5.0
DF9CD2A7-C693-42F5-912F-8B3DAD953C3C,Isec_2,5.0
E4D9244E-8EDB-433D-BB93-7D4998225658,Iprim_1,400.0
7938318A-4AAE-434E-99A6-2F97AD8E7072,Isec_1,5.0
E5010DC4-90FC-4193-BB45-029FB44E210C,Ratio I_1,80.0
CDA90AE8-621D-48D0-9603-AF3D6245581C,Ratio I_1,80.0
F9B5CE3B-BDFD-48BD-8F26-CC652F3BFED3,Iprim_3,1600.0
73403E3F-0D18-4D71-8722-B1C5B501772D,Isec_2,1.0
1BA8457C-A047-4D23-8FC3-CC947348E25F,Ratio I_3,400.0
364D865C-DFFF-43DF-9D82-09A57C70BABE,Iprim_1,1600.0
FF23A241-27A1-470B-8EE5-C88A7FDCF206,Isec_1,5.0
7938318A-4AAE-434E-99A6-2F97AD8E7072,Iprim_1,200.0
7A76DC3F-3EFE-40F9-9FFD-1AE737F69450,Iprim_1,400.0
DF9CD2A7-C693-42F5-912F-8B3DAD953C3C,Ratio I_3,80.0
DF9CD2A7-C693-42F5-912F-8B3DAD953C3C,Iprim_1,400.0
1BE4294B-B280-44D9-97FB-12F3B3649250,Iprim_1,200.0
1FEF2E65-9CB3-4131-AADB-7D3E296C5CC9,Ratio I_1,160.0
5784403E-723D-4F8D-8486-2DE68D009ADD,Iprim_1,400.0
7ACCA22C-888C-4EC1-86B1-571EBBE3F2F7,Ratio I_1,80.0
7ACCA22C-888C-4EC1-86B1-571EBBE3F2F7,Iprim_1,400.0
74E29224-4118-40A4-AC34-1F60126740C3,Iprim_1,400.0
E79D7CEA-7441-49AD-87C4-7F6177352A6C,Isec_1,1.0
90383088-8C81-46BC-9021-686CB87460ED,Isec_2,5.0
4DA841C6-255F-4196-BAB8-AE96E02C64C4,Ratio I_1,80.0
22608A7E-DA95-4C8C-9339-F5DF6B206002,Ratio I_1,2500.0
90383088-8C81-46BC-9021-686CB87460ED,Iprim_1,1600.0
90383088-8C81-46BC-9021-686CB87460ED,Ratio I_1,320.0
1DFDFBAB-63F6-44F9-BC3D-8C6A09B84890,Ratio I_1,120.0
D89A7A09-29A1-4F89-BBA5-326635E2AA84,Isec_2,5.0
4AB5CF05-F3CA-403C-8D2A-67AC76D345AC,Isec_1,5.0
74920570-4175-4142-B6B9-08B3F8042C02,Iprim_1,600.0
0E54C848-5EDF-452E-B173-DBC188077688,Isec_2,1.0
8DF45D43-E29A-4487-AB6F-EA248297681E,Isec_1,5.0
1DFDFBAB-63F6-44F9-BC3D-8C6A09B84890,Iprim_5,2000.0
FD7E6F88-76A6-4C07-8576-9F11FC2D12B2,Ratio I_1,120.0
683FD74C-34E1-4D30-90E1-0113F33D0351,Isec_1,5.0
A603244D-09F3-4DC5-BFCD-3C0AB570DF23,Iprim_1,100.0
683FD74C-34E1-4D30-90E1-0113F33D0351,Ratio I_1,20.0
7D46D3B9-D209-4DB0-B6EE-FEC06A314FD1,Isec_1,5.0
B64AEF78-1418-4A63-BFD3-39A95AC62403,Ratio I_1,80.0
49007D89-F810-4FE9-A8D5-F2281D5FB7FA,Isec_1,5.0
AA87039D-F28A-45E0-90C9-9CA3558C7146,Ratio I_3,400.0
A9C87DCC-F64E-4961-8393-60525714B653,Ratio I_3,400.0
3568B664-4093-411C-818F-840911FEADA3,Isec_1,5.0
DA2AAFA4-C645-471E-AE39-3D5D004AE9EB,Isec_2,5.0
C41CDAFE-20AD-49BB-B96D-82B6E060A147,Ratio I_1,120.0
A74DC6B9-1A82-45C9-B976-8AD847D7F645,Iprim_1,10.0
5ACA73FE-A8BC-4B19-8EB3-A435E9642FF9,Iprim_1,10.0
09D5584D-22F5-43A9-8023-F204AF2944EB,Ratio I_1,2.0
A729C3EE-4AB0-4D3B-8434-63DC0F385919,Ratio I_1,600.0
493DFD5C-9FD0-46BF-87E7-1FE60CB9C377,Ratio I_1,80.0
8247F83D-5BFE-4ABB-8093-2DF56DE89361,Ratio I_1,80.0
8247F83D-5BFE-4ABB-8093-2DF56DE89361,Iprim_1,400.0
708DAF6F-EEAD-45F8-B4EA-25CA8C05379D,Ratio I_1,80.0
88E95EB2-5A0E-44A7-879A-20CFC2EDD4CD,Isec_3,5.0
596CACD5-DDC1-44E6-AE1F-BCF6A662CF87,Ratio I_3,400.0
514BAFF7-DA48-413C-B575-7794A80E5998,Ratio I_3,400.0
76D20197-7D13-45B4-8F3A-CA7B95B9CFEA,Isec_1,5.0
3466C265-531D-40CC-90D3-78C61B0FA242,Ratio I_1,80.0
F279AAF5-E507-4874-8121-DAF861B2818F,Ratio I_1,1000.0
6D57C337-DB5C-4CDE-AB37-9EBF0FA95455,Ratio I_1,80.0
38B2F778-813C-40A9-8AC6-1CE611B6C671,Isec_1,1.0
46CBBA63-8987-4DFA-A35B-488A14B9EC13,Isec_1,5.0
B621A4A6-FE8A-4639-8964-4DEF24942F13,Ratio I_1,160.0
201DBD9B-FC1D-46A8-9733-96F61CAA7C74,Iprim_1,400.0
06CC90A3-3489-461E-BA65-5FD897DF2585,Ratio I_1,80.0
F90CB5B8-2A79-4DF4-920B-E0D26465066E,Iprim_2,400.0
99ED6FBE-B57A-4F34-ADCE-768AFFE81D6C,Ratio I_1,80.0
1D7AD619-239A-49AC-B4EE-E6BFED86870D,Iprim_1,3000.0
596CACD5-DDC1-44E6-AE1F-BCF6A662CF87,Iprim_1,400.0
636F70C0-D880-44AF-B888-96376F3B6E33,Iprim_1,2000.0
6A1DF08E-19E9-40FF-943B-E65DC081423B,Iprim_2,400.0
6D57C337-DB5C-4CDE-AB37-9EBF0FA95455,Iprim_1,400.0
7C71FCB4-D244-4A04-93A0-9D80DF9C4497,Isec_2,5.0
F90CB5B8-2A79-4DF4-920B-E0D26465066E,Isec_2,5.0
A46CD3A8-E145-487D-94DB-9C0355286FA9,Isec_1,5.0
1FEF2E65-9CB3-4131-AADB-7D3E296C5CC9,Iprim_1,800.0
3AED7655-FCE2-4104-96FC-742825E14F66,Ratio I_1,160.0
125FCAEB-A5C4-48F3-B09C-6B3C82BDA548,Iprim_1,600.0
73C45BE1-C773-4DB4-86FF-8F82EFA757B4,Ratio I_1,400.0
DA2AAFA4-C645-471E-AE39-3D5D004AE9EB,Iprim_2,400.0
14C5B3FB-DFAD-4D9A-89BE-8318EAB13918,Isec_4,5.0
0D679690-2A42-4CB3-9B39-C0400FCF0489,Ratio I_1,80.0
0F7420EF-99D6-4DD3-8C37-5640F0736BF4,Iprim_2,10.0
561FA472-B58C-46CD-8F7B-5A5C2B07A910,Ratio I_1,120.0
2D41A4C9-4BE6-4DAE-9625-FA51A83CFA6A,Isec_1,5.0
0D679690-2A42-4CB3-9B39-C0400FCF0489,Isec_1,5.0
B638709E-86BF-4EE4-9B7D-6E2FAC757AAE,Iprim_1,2000.0
601A63CE-36C2-41BD-A57F-13146D4803B8,Isec_2,5.0
2E922343-AD48-40CA-AAD2-4242815C8A2F,Ratio I_1,600.0
0EF8F43D-942A-4197-AC88-0CF45B8B14D4,Ratio I_2,80.0
7D46D3B9-D209-4DB0-B6EE-FEC06A314FD1,Ratio I_1,20.0
B0A17769-235E-48DD-BC9C-34A98DAF4A50,Iprim_2,10.0
5C954CD9-82C2-4363-A6CB-AD3ECF5E8697,Isec_1,5.0
88134FB0-3DE9-45F3-A823-A61073D59071,Isec_1,5.0
4460FD90-3694-4811-83CB-E6D72D2A3408,Ratio I_1,400.0
108D99B6-7AA8-44D1-85E5-D0859FEC381A,Isec_2,5.0
3568B664-4093-411C-818F-840911FEADA3,Iprim_1,400.0
EBFD0360-921A-4C4E-BB4A-6A838EF4211A,Ratio I_3,344.83
F697F901-BEBC-4F4D-B3FC-4360F87807B3,Ratio I_2,10.0
62DEBA3A-F61E-4C1B-A70D-1DFC3F32E2B4,Isec_1,5.0
606B9CF2-C561-497C-90ED-CCD09FBBD5D3,Isec_2,1.0
BCC31E42-8F62-4BFA-ACCA-5FA06D36B3D2,Isec_2,5.0
E8935A68-F779-499B-99DA-5F9518079650,Iprim_1,400.0
7A9C3E25-E1D3-4D3B-9A26-9F880C7335A4,Ratio I_1,80.0
0F7420EF-99D6-4DD3-8C37-5640F0736BF4,Isec_2,1.0
B638709E-86BF-4EE4-9B7D-6E2FAC757AAE,Ratio I_1,2000.0
C942CCBC-EFA5-441D-BA10-280D70BA0B9F,Isec_1,5.0
03D0BE03-DCE6-4F1A-B281-EBCF81247B8D,Isec_2,5.0
774442F1-A82D-4EA6-A0B3-A0C3361F5515,Iprim_1,400.0
0EF8F43D-942A-4197-AC88-0CF45B8B14D4,Iprim_2,400.0
B9E279E7-397B-453D-9B36-B939D54261C4,Ratio I_2,10.0
37F66BA3-ED01-4B29-89AD-9984DC8796D1,Iprim_1,400.0
EBFD0360-921A-4C4E-BB4A-6A838EF4211A,Iprim_3,1000.0
B2F69851-F02F-470A-BDEB-74A218F19E20,Iprim_1,400.0
994D76AF-1CC5-455B-B428-5E208D81732D,Ratio I_1,80.0
606B9CF2-C561-497C-90ED-CCD09FBBD5D3,Iprim_2,10.0
ADF72E2D-5E56-452D-B7A1-87EFB5C1255C,Isec_1,5.0
774442F1-A82D-4EA6-A0B3-A0C3361F5515,Isec_1,5.0
5CB173A4-57FB-46F2-AB4E-D0B8BB9B8320,Ratio I_1,80.0
88134FB0-3DE9-45F3-A823-A61073D59071,Ratio I_1,80.0
2078D1B6-90FA-4B8F-9A2F-2F26A7D8E099,Iprim_1,400.0
24720916-50EA-4306-912D-4408E784C0C1,Isec_2,5.0
4460FD90-3694-4811-83CB-E6D72D2A3408,Isec_1,5.0
7A9C3E25-E1D3-4D3B-9A26-9F880C7335A4,Iprim_1,400.0
F8F9972C-11A4-46C2-9E23-955F3FA44784,Iprim_1,400.0
601A63CE-36C2-41BD-A57F-13146D4803B8,Iprim_2,400.0
1CA4A49C-B1B5-4CE8-BFB0-7FDD5CC707E2,Isec_5,1.0
F52E438B-E6B6-414F-836A-8680034BB4D3,Isec_3,5.0
DC78AC40-DC98-4E2C-A2B6-4E95C003B5CD,Isec_1,5.0
61C6FEC5-9FD4-4488-9236-D483FADF2343,Isec_3,2.89
0F105EFE-78C4-4FE5-8618-B0271EA3F604,Ratio I_1,600.0
0F105EFE-78C4-4FE5-8618-B0271EA3F604,Isec_1,5.0
1CA4A49C-B1B5-4CE8-BFB0-7FDD5CC707E2,Iprim_3,400.0
DA2044F6-7DE2-4F6E-B7A5-096E04E3797B,Iprim_1,1200.0
AFFABAE0-F006-4D9C-9761-E696F0E72DE1,Ratio I_2,10.0
60587B67-1632-44B5-8D14-6B6B2C52C657,Iprim_1,100.0
601BEF45-D6BD-4791-893A-679D8AB84669,Isec_1,5.0
1C714F6E-6327-4F57-A45D-CE81A39EB8D8,Ratio I_1,120.0
DC78AC40-DC98-4E2C-A2B6-4E95C003B5CD,Iprim_1,1600.0
852C68C4-2750-417C-904F-65E8A760DA6C,Isec_1,2.89
38907339-AB67-4FC7-B3BF-C2A17E76E384,Iprim_1,1600.0
A268C95F-11E8-47CC-8AC3-EA97E4A764DB,Ratio I_1,1200.0
F52E438B-E6B6-414F-836A-8680034BB4D3,Ratio I_3,400.0
1BB46CA3-5C14-4D03-82A8-37CB90F01329,Ratio I_1,120.0
601BEF45-D6BD-4791-893A-679D8AB84669,Ratio I_1,60.0
60587B67-1632-44B5-8D14-6B6B2C52C657,Ratio I_1,20.0
A64CFC52-A740-4923-99A4-5754BD6BCD6B,Iprim_3,1600.0
1CA4A49C-B1B5-4CE8-BFB0-7FDD5CC707E2,Ratio I_6,1600.0
A729C3EE-4AB0-4D3B-8434-63DC0F385919,Isec_1,5.0
61C6FEC5-9FD4-4488-9236-D483FADF2343,Ratio I_3,865.05
4849C822-9352-4D89-94AB-B7096864E053,Isec_6,5.0
13965429-44E9-45F3-AE33-C466FD899AD4,Ratio I_1,80.0
61C6FEC5-9FD4-4488-9236-D483FADF2343,Isec_1,5.0
15CF5095-A215-496B-9531-7C410675EDE1,Ratio I_1,600.0
6C0CA49A-DC81-48AA-92EC-5F9701D1B5D8,Isec_2,1.0
61C6FEC5-9FD4-4488-9236-D483FADF2343,Iprim_3,2500.0
DA9C9CF6-56F7-4846-83D6-44BEA76BEA6E,Iprim_1,300.0
947EF380-492C-4DA8-AE98-69DD1B9587FA,Iprim_1,400.0
FDD16E11-055F-4B2C-9118-F6C111A77A68,Iprim_1,400.0
FDD16E11-055F-4B2C-9118-F6C111A77A68,Isec_1,5.0
FDD16E11-055F-4B2C-9118-F6C111A77A68,Ratio I_1,80.0
5CC56431-CA3F-40B3-BED8-A87415B1750D,Iprim_1,400.0
E7845F1E-1EC8-4CDC-A645-4E08732BDA1C,Iprim_1,300.0
E7845F1E-1EC8-4CDC-A645-4E08732BDA1C,Ratio I_1,60.0
3045B97F-9155-4D23-842F-D1D2850A6789,Iprim_1,400.0
850B2D56-4564-403F-9BA2-213BEFB0B108,Iprim_1,400.0
6FE1C773-917F-44D9-9793-2FEBD73875F6,Vsec,110.0
5CC56431-CA3F-40B3-BED8-A87415B1750D,Isec_1,5.0
850B2D56-4564-403F-9BA2-213BEFB0B108,Ratio I_1,80.0
850B2D56-4564-403F-9BA2-213BEFB0B108,Isec_1,5.0
947EF380-492C-4DA8-AE98-69DD1B9587FA,Ratio I_1,80.0
1882D355-52E2-4A99-8248-2F359320D425,Isec_1,5.0
6FE1C773-917F-44D9-9793-2FEBD73875F6,Vprim,11000.0
D084136A-56FA-462F-B5E1-CC583FB60CAF,Iprim_1,600.0
DE291821-C2C2-4943-AE96-526ABAAEF77B,Ratio I_1,400.0
73C45BE1-C773-4DB4-86FF-8F82EFA757B4,Iprim_1,2000.0
DE291821-C2C2-4943-AE96-526ABAAEF77B,Iprim_1,2000.0
D3A80752-280B-473E-BEDF-9DF4F1C44D08,Iprim_1,300.0
B9322186-5F27-4D6C-A31E-B7CAE7D22ED9,Isec_1,5.0
AD7D6BDD-3267-40EE-9B2A-86656CA87E76,Iprim_1,400.0
D2195BA1-2BC8-493C-A483-9C3CAA8663EC,Iprim_1,300.0
D2195BA1-2BC8-493C-A483-9C3CAA8663EC,Ratio I_1,60.0
8C498217-7460-4EFC-86E2-40631AE6415D,Isec_1,5.0
8D3DA981-CF89-4A40-A451-D50A6BBB3F9A,Ratio I_1,80.0
B9322186-5F27-4D6C-A31E-B7CAE7D22ED9,Iprim_1,400.0
7416B594-D9EE-4A82-9542-CEA41EA04AAD,Isec_1,5.0
8C498217-7460-4EFC-86E2-40631AE6415D,Iprim_1,300.0
088439CB-07A7-49EB-97BA-52FA5CE19DF2,Iprim_1,400.0
D3A80752-280B-473E-BEDF-9DF4F1C44D08,Isec_1,5.0
8D3DA981-CF89-4A40-A451-D50A6BBB3F9A,Iprim_1,400.0
8C498217-7460-4EFC-86E2-40631AE6415D,Ratio I_1,60.0
6F0CF8F3-A4A9-4D5B-88CD-A2BE6FB7536F,Ratio I_1,120.0
088439CB-07A7-49EB-97BA-52FA5CE19DF2,Ratio I_1,80.0
7416B594-D9EE-4A82-9542-CEA41EA04AAD,Ratio I_1,80.0
BCC31E42-8F62-4BFA-ACCA-5FA06D36B3D2,Iprim_2,400.0
22B1BEC8-6711-4CEF-B62F-94E3D29F7408,Ratio I_1,80.0
4FC6A21B-83E4-4710-BA7C-C5F2EBE21C01,Isec_1,5.0
3E55D0EE-7648-451F-9875-A187425412D3,Iprim_1,1600.0
5C954CD9-82C2-4363-A6CB-AD3ECF5E8697,Iprim_1,400.0
62FF5621-E9B0-453F-9A80-3ABD7B5A2999,Iprim_1,400.0
A9C87DCC-F64E-4961-8393-60525714B653,Iprim_3,2000.0
7D46D3B9-D209-4DB0-B6EE-FEC06A314FD1,Isec_3,2.89
4563DA4C-1A08-41C7-97D4-C5F7809E9C93,Isec_2,1.0
846EC1BB-3C11-4C6B-B4F1-2ACFC93C59A5,Isec_1,5.0
3212E1A7-5D98-4A5F-B254-FEDD4147C765,Iprim_2,10.0
2AA0663F-B36E-4CF0-BC80-534924F08FEE,Ratio I_1,80.0
5A3693ED-BDF2-4499-B841-B740A5921DFB,Iprim_1,400.0
94F1F095-53E5-4423-8E00-2D16282B5034,Ratio I_1,20.0
94F1F095-53E5-4423-8E00-2D16282B5034,Isec_1,5.0
32C542C9-E96E-47BA-8EAF-D779534C1B38,Isec_1,5.0
587B0A03-856E-454F-A0B3-43C1AEC9CDB0,Isec_1,5.0
B7807843-518B-4C01-A222-D9950CAD7B63,Iprim_3,2500.0
60587B67-1632-44B5-8D14-6B6B2C52C657,Isec_3,2.89
A47CB6D3-133D-48ED-B00D-CC9E98CDFF5F,Isec_1,2.89
38907339-AB67-4FC7-B3BF-C2A17E76E384,Isec_1,5.0
1CA4A49C-B1B5-4CE8-BFB0-7FDD5CC707E2,Iprim_2,1200.0
4849C822-9352-4D89-94AB-B7096864E053,Ratio I_3,400.0
1CA4A49C-B1B5-4CE8-BFB0-7FDD5CC707E2,Isec_3,1.0
15CF5095-A215-496B-9531-7C410675EDE1,Iprim_1,3000.0
A64CFC52-A740-4923-99A4-5754BD6BCD6B,Ratio I_4,1600.0
6C0CA49A-DC81-48AA-92EC-5F9701D1B5D8,Iprim_2,10.0
15CF5095-A215-496B-9531-7C410675EDE1,Isec_1,5.0
28652274-586F-4D41-AFEC-FAA605ACBDF1,Ratio I_1,600.0
61C6FEC5-9FD4-4488-9236-D483FADF2343,Ratio I_1,20.0
13965429-44E9-45F3-AE33-C466FD899AD4,Isec_1,5.0
DA2044F6-7DE2-4F6E-B7A5-096E04E3797B,Isec_1,1.0
852C68C4-2750-417C-904F-65E8A760DA6C,Ratio I_1,865.05
1CA4A49C-B1B5-4CE8-BFB0-7FDD5CC707E2,Iprim_6,1600.0
13965429-44E9-45F3-AE33-C466FD899AD4,Iprim_1,400.0
F52E438B-E6B6-414F-836A-8680034BB4D3,Iprim_3,2000.0
A48129E9-18D3-48C4-9676-756B6A92A010,Isec_1,5.0
FA9837CE-E792-460D-8036-518D9BD8D8C0,Ratio I_1,120.0
1CA4A49C-B1B5-4CE8-BFB0-7FDD5CC707E2,Isec_4,1.0
18E5A188-16C1-40F8-B914-38469EBCAFD9,Ratio I_1,80.0
709DCE71-B694-40CA-B67E-8350B8D50FF7,Ratio I_1,120.0
557B7123-F665-4240-AEAF-72E14779708F,Iprim_1,400.0
557B7123-F665-4240-AEAF-72E14779708F,Isec_1,5.0
F368AA07-1F64-42CF-ABC2-2988ACA9990E,Iprim_1,800.0
06D47CF1-1E70-460C-9557-DA5D2735E182,Iprim_2,400.0
45A18E6F-BCC2-432B-B67A-2E6C8C7B2A0F,Ratio I_3,346.02
A821A4A0-A7B1-4C05-AEF6-584C1C20DD63,Isec_1,5.0
