blockpathenu,paramnameenu,proposedsetting,unitenu,relaysettingid
Group 2/Set 2/Directional Elements/,E32,N,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Set 3/Directional Elements/,E32,N,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Set 5/Directional Elements/,E32,N,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Set 6/Directional Elements/,E32,N,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 4/Set 4/Directional Elements/,E32,N,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 1/Set 1/Directional Elements/,E32,N,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Set 2/Phase Time - Overcurrent/,E51P,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Set 2/Residual Ground Time - Overcurrent/,E51G,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Set 3/Phase Time - Overcurrent/,E51P,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Set 3/Residual Ground Time - Overcurrent/,E51G,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Set 5/Phase Time - Overcurrent/,E51P,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Set 5/Residual Ground Time - Overcurrent/,E51G,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Set 6/Phase Time - Overcurrent/,E51P,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Set 6/Residual Ground Time - Overcurrent/,E51G,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 4/Set 4/Phase Time - Overcurrent/,E51P,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 4/Set 4/Residual Ground Time - Overcurrent/,E51G,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 1/Set 1/Residual Ground Time - Overcurrent/,E51G,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 1/Set 1/Phase Time - Overcurrent/,E51P,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Set 2/Directional Elements/,DIR1,N,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Set 2/Directional Elements/,DIR4,N,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Set 2/Directional Elements/,DIR2,N,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Set 2/Directional Elements/,DIR3,N,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Set 3/Directional Elements/,DIR3,N,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Set 3/Directional Elements/,DIR4,N,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Set 3/Directional Elements/,DIR1,N,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Set 3/Directional Elements/,DIR2,N,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Set 5/Directional Elements/,DIR2,N,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Set 5/Directional Elements/,DIR1,N,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Set 5/Directional Elements/,DIR4,N,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Set 5/Directional Elements/,DIR3,N,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Set 6/Directional Elements/,DIR3,N,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Set 6/Directional Elements/,DIR2,N,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Set 6/Directional Elements/,DIR1,N,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Set 6/Directional Elements/,DIR4,N,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 4/Set 4/Directional Elements/,DIR4,N,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 4/Set 4/Directional Elements/,DIR3,N,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 4/Set 4/Directional Elements/,DIR1,N,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 4/Set 4/Directional Elements/,DIR2,N,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 1/Set 1/Directional Elements/,DIR3,N,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 1/Set 1/Directional Elements/,DIR2,N,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 1/Set 1/Directional Elements/,DIR4,N,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 1/Set 1/Directional Elements/,DIR1,N,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Set 2/Comm. Assisted Trip Schemes/,ECOMM,N,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Set 3/Comm. Assisted Trip Schemes/,ECOMM,N,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Set 5/Comm. Assisted Trip Schemes/,ECOMM,N,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Set 6/Comm. Assisted Trip Schemes/,ECOMM,N,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 4/Set 4/Comm. Assisted Trip Schemes/,ECOMM,N,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 1/Set 1/Comm. Assisted Trip Schemes/,ECOMM,N,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Set 2/Demand Metering/,EDEM,THM,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Set 3/Demand Metering/,EDEM,THM,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Set 5/Demand Metering/,EDEM,THM,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Set 6/Demand Metering/,EDEM,THM,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 4/Set 4/Demand Metering/,EDEM,THM,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 1/Set 1/Demand Metering/,EDEM,THM,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Set 2/Neutral Ground Time - Overcurrent/,E51N,N,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Set 3/Neutral Ground Time - Overcurrent/,E51N,N,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Set 5/Neutral Ground Time - Overcurrent/,E51N,N,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Set 6/Neutral Ground Time - Overcurrent/,E51N,N,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 4/Set 4/Neutral Ground Time - Overcurrent/,E51N,N,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 1/Set 1/Neutral Ground Time - Overcurrent/,E51N,N,,D1C31897-603D-44AE-972D-8DEF622B8763
Global/Trip Latch LEDs and Operator Control Delays/,LED20L,N,,D1C31897-603D-44AE-972D-8DEF622B8763
Global/Breaker Monitor Settings/,EBMON,N,,D1C31897-603D-44AE-972D-8DEF622B8763
Global/Trip Latch LEDs and Operator Control Delays/,LED21L,N,,D1C31897-603D-44AE-972D-8DEF622B8763
Global/Trip Latch LEDs and Operator Control Delays/,LED19L,N,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Set 2/Comm. Assisted Trip Schemes/,EWFC,N,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Set 2/Neutral Ground Time - Overcurrent/,51N2RS,N,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Set 2/Synchronism Check/,E25,N,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Set 2/Switch - Onto - Fault/,ESOTF,N,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Set 2/Neutral Ground Time - Overcurrent/,51N1RS,N,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Set 2/Residual Ground Time - Overcurrent/,51G1RS,N,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Set 2/Load Encroachment/,ELOAD,N,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Set 2/Negative Sequence Time - Overcurrent/,51QRS,N,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Set 2/Phase Time - Overcurrent/,51P2RS,N,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Set 2/Phase Time - Overcurrent/,51P1RS,N,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Set 2/Voltage Sag/Swell/Interrupt/,ESSI,N,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Set 2/Residual Ground Time - Overcurrent/,51G2RS,N,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Set 3/Phase Time - Overcurrent/,51P2RS,N,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Set 3/Voltage Sag/Swell/Interrupt/,ESSI,N,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Set 3/Residual Ground Time - Overcurrent/,51G2RS,N,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Set 3/Comm. Assisted Trip Schemes/,EWFC,N,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Set 3/Negative Sequence Time - Overcurrent/,51QRS,N,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Set 3/Synchronism Check/,E25,N,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Set 3/Neutral Ground Time - Overcurrent/,51N1RS,N,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Set 3/Neutral Ground Time - Overcurrent/,51N2RS,N,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Set 3/Switch - Onto - Fault/,ESOTF,N,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Set 3/Phase Time - Overcurrent/,51P1RS,N,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Set 3/Residual Ground Time - Overcurrent/,51G1RS,N,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Set 3/Load Encroachment/,ELOAD,N,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Set 5/Phase Time - Overcurrent/,51P2RS,N,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Set 5/Phase Time - Overcurrent/,51P1RS,N,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Set 5/Neutral Ground Time - Overcurrent/,51N1RS,N,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Set 5/Synchronism Check/,E25,N,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Set 5/Residual Ground Time - Overcurrent/,51G1RS,N,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Set 5/Negative Sequence Time - Overcurrent/,51QRS,N,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Set 5/Residual Ground Time - Overcurrent/,51G2RS,N,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Set 5/Switch - Onto - Fault/,ESOTF,N,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Set 5/Neutral Ground Time - Overcurrent/,51N2RS,N,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Set 5/Load Encroachment/,ELOAD,N,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Set 5/Comm. Assisted Trip Schemes/,EWFC,N,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Set 5/Voltage Sag/Swell/Interrupt/,ESSI,N,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Set 6/Switch - Onto - Fault/,ESOTF,N,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Set 6/Comm. Assisted Trip Schemes/,EWFC,N,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Set 6/Neutral Ground Time - Overcurrent/,51N1RS,N,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Set 6/Load Encroachment/,ELOAD,N,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Set 6/Voltage Sag/Swell/Interrupt/,ESSI,N,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Set 6/Phase Time - Overcurrent/,51P1RS,N,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Set 6/Synchronism Check/,E25,N,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Set 6/Negative Sequence Time - Overcurrent/,51QRS,N,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Set 6/Residual Ground Time - Overcurrent/,51G2RS,N,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Set 6/Neutral Ground Time - Overcurrent/,51N2RS,N,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Set 6/Residual Ground Time - Overcurrent/,51G1RS,N,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Set 6/Phase Time - Overcurrent/,51P2RS,N,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 4/Set 4/Negative Sequence Time - Overcurrent/,51QRS,N,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 4/Set 4/Neutral Ground Time - Overcurrent/,51N2RS,N,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 4/Set 4/Synchronism Check/,E25,N,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 4/Set 4/Phase Time - Overcurrent/,51P1RS,N,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 4/Set 4/Residual Ground Time - Overcurrent/,51G1RS,N,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 4/Set 4/Switch - Onto - Fault/,ESOTF,N,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 4/Set 4/Voltage Sag/Swell/Interrupt/,ESSI,N,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 4/Set 4/Residual Ground Time - Overcurrent/,51G2RS,N,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 4/Set 4/Phase Time - Overcurrent/,51P2RS,N,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 4/Set 4/Comm. Assisted Trip Schemes/,EWFC,N,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 4/Set 4/Neutral Ground Time - Overcurrent/,51N1RS,N,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 4/Set 4/Load Encroachment/,ELOAD,N,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 1/Set 1/Negative Sequence Time - Overcurrent/,51QRS,N,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 1/Set 1/Phase Time - Overcurrent/,51P1RS,N,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 1/Set 1/Load Encroachment/,ELOAD,N,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 1/Set 1/Switch - Onto - Fault/,ESOTF,N,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 1/Set 1/Voltage Sag/Swell/Interrupt/,ESSI,N,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 1/Set 1/Synchronism Check/,E25,N,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 1/Set 1/Phase Time - Overcurrent/,51P2RS,N,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 1/Set 1/Residual Ground Time - Overcurrent/,51G1RS,N,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 1/Set 1/Comm. Assisted Trip Schemes/,EWFC,N,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 1/Set 1/Neutral Ground Time - Overcurrent/,51N2RS,N,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 1/Set 1/Neutral Ground Time - Overcurrent/,51N1RS,N,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 1/Set 1/Residual Ground Time - Overcurrent/,51G2RS,N,,D1C31897-603D-44AE-972D-8DEF622B8763
Global/Trip Latch LEDs and Operator Control Delays/,RSTLED,Y,,D1C31897-603D-44AE-972D-8DEF622B8763
Global/Trip Latch LEDs and Operator Control Delays/,LED26L,Y,,D1C31897-603D-44AE-972D-8DEF622B8763
Global/Trip Latch LEDs and Operator Control Delays/,LED18L,Y,,D1C31897-603D-44AE-972D-8DEF622B8763
Global/Trip Latch LEDs and Operator Control Delays/,LED25L,Y,,D1C31897-603D-44AE-972D-8DEF622B8763
Global/Trip Latch LEDs and Operator Control Delays/,LED13L,Y,,D1C31897-603D-44AE-972D-8DEF622B8763
Global/Trip Latch LEDs and Operator Control Delays/,LED16L,Y,,D1C31897-603D-44AE-972D-8DEF622B8763
Global/Trip Latch LEDs and Operator Control Delays/,LED14L,Y,,D1C31897-603D-44AE-972D-8DEF622B8763
Global/Trip Latch LEDs and Operator Control Delays/,LED17L,Y,,D1C31897-603D-44AE-972D-8DEF622B8763
Global/Trip Latch LEDs and Operator Control Delays/,LED15L,Y,,D1C31897-603D-44AE-972D-8DEF622B8763
Global/Trip Latch LEDs and Operator Control Delays/,LED12L,Y,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Set 2/Voltage Elements/,EVOLT,Y,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Set 2/Line Settings and Fault Locator/,EFLOC,Y,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Set 2/Negative Sequence Time - Overcurrent/,E51Q,Y,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Set 3/Voltage Elements/,EVOLT,Y,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Set 3/Negative Sequence Time - Overcurrent/,E51Q,Y,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Set 3/Line Settings and Fault Locator/,EFLOC,Y,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Set 5/Voltage Elements/,EVOLT,Y,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Set 5/Line Settings and Fault Locator/,EFLOC,Y,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Set 5/Negative Sequence Time - Overcurrent/,E51Q,Y,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Set 6/Line Settings and Fault Locator/,EFLOC,Y,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Set 6/Negative Sequence Time - Overcurrent/,E51Q,Y,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Set 6/Voltage Elements/,EVOLT,Y,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 4/Set 4/Line Settings and Fault Locator/,EFLOC,Y,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 4/Set 4/Negative Sequence Time - Overcurrent/,E51Q,Y,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 4/Set 4/Voltage Elements/,EVOLT,Y,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 1/Set 1/Negative Sequence Time - Overcurrent/,E51Q,Y,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 1/Set 1/Voltage Elements/,EVOLT,Y,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 1/Set 1/Line Settings and Fault Locator/,EFLOC,Y,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Set 2/Power Elements/,PWR4T,+ VARS,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Set 2/Power Elements/,PWR3T,+ VARS,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Set 2/Power Elements/,PWR1T,+ VARS,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Set 2/Power Elements/,PWR2T,+ VARS,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Set 3/Power Elements/,PWR2T,+ VARS,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Set 3/Power Elements/,PWR3T,+ VARS,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Set 3/Power Elements/,PWR4T,+ VARS,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Set 3/Power Elements/,PWR1T,+ VARS,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Set 5/Power Elements/,PWR3T,+ VARS,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Set 5/Power Elements/,PWR1T,+ VARS,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Set 5/Power Elements/,PWR2T,+ VARS,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Set 5/Power Elements/,PWR4T,+ VARS,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Set 6/Power Elements/,PWR4T,+ VARS,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Set 6/Power Elements/,PWR2T,+ VARS,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Set 6/Power Elements/,PWR3T,+ VARS,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Set 6/Power Elements/,PWR1T,+ VARS,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 4/Set 4/Power Elements/,PWR2T,+ VARS,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 4/Set 4/Power Elements/,PWR4T,+ VARS,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 4/Set 4/Power Elements/,PWR1T,+ VARS,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 4/Set 4/Power Elements/,PWR3T,+ VARS,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 1/Set 1/Power Elements/,PWR4T,+ VARS,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 1/Set 1/Power Elements/,PWR2T,+ VARS,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 1/Set 1/Power Elements/,PWR1T,+ VARS,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 1/Set 1/Power Elements/,PWR3T,+ VARS,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Set 2/Directional Elements/,ELOP,N,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Set 3/Directional Elements/,ELOP,N,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Set 5/Directional Elements/,ELOP,N,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Set 6/Directional Elements/,ELOP,N,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 4/Set 4/Directional Elements/,ELOP,N,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 1/Set 1/Directional Elements/,ELOP,N,,D1C31897-603D-44AE-972D-8DEF622B8763
Global/Synchronized Phasor Maesurement Settings/,PMID,,,D1C31897-603D-44AE-972D-8DEF622B8763
Global/Synchronized Phasor Maesurement Settings/,PHDATAV,,,D1C31897-603D-44AE-972D-8DEF622B8763
Global/Synchronized Phasor Maesurement Settings/,ICOMP,,,D1C31897-603D-44AE-972D-8DEF622B8763
Global/Synchronized Phasor Maesurement Settings/,TS_TYPE,,,D1C31897-603D-44AE-972D-8DEF622B8763
Global/Synchronized Phasor Maesurement Settings/,VCOMP,,,D1C31897-603D-44AE-972D-8DEF622B8763
Global/Synchronized Phasor Maesurement Settings/,PHDATAI,,,D1C31897-603D-44AE-972D-8DEF622B8763
Global/General/,METHRES,,,D1C31897-603D-44AE-972D-8DEF622B8763
Global/Synchronized Phasor Maesurement Settings/,EPMU,,,D1C31897-603D-44AE-972D-8DEF622B8763
Port 4/DNP/,PREDLY,,s,D1C31897-603D-44AE-972D-8DEF622B8763
Port 4/DNP/,MAXDLY,,,D1C31897-603D-44AE-972D-8DEF622B8763
Port 4/DNP/,CLASSA,,,D1C31897-603D-44AE-972D-8DEF622B8763
Port 4/DNP/,UNSOL,,,D1C31897-603D-44AE-972D-8DEF622B8763
Port 4/Mirrored Bits/,RXDFLT,,,D1C31897-603D-44AE-972D-8DEF622B8763
Port 4/Mirrored Bits/,RMB5PU,,,D1C31897-603D-44AE-972D-8DEF622B8763
Port 4/Mirrored Bits/,RMB4PU,,,D1C31897-603D-44AE-972D-8DEF622B8763
Port 4/DNP/,NUMEVE,,,D1C31897-603D-44AE-972D-8DEF622B8763
Port 4/DNP/,DRETRY,,,D1C31897-603D-44AE-972D-8DEF622B8763
Port 4/Mirrored Bits/,RMB7DO,,,D1C31897-603D-44AE-972D-8DEF622B8763
Port 4/Mirrored Bits/,RXID,,,D1C31897-603D-44AE-972D-8DEF622B8763
Port 4/DNP/,ANADBV,,,D1C31897-603D-44AE-972D-8DEF622B8763
Port 4/Mirrored Bits/,RMB8DO,,,D1C31897-603D-44AE-972D-8DEF622B8763
Port 4/Mirrored Bits/,RMB1PU,,,D1C31897-603D-44AE-972D-8DEF622B8763
Port 4/Mirrored Bits/,RMB5DO,,,D1C31897-603D-44AE-972D-8DEF622B8763
Port 4/Mirrored Bits/,RMB8PU,,,D1C31897-603D-44AE-972D-8DEF622B8763
Port 4/DNP/,MINDLY,,,D1C31897-603D-44AE-972D-8DEF622B8763
Port 4/DNP/,CLASSC,,,D1C31897-603D-44AE-972D-8DEF622B8763
Port 4/DNP/,ANADBA,,,D1C31897-603D-44AE-972D-8DEF622B8763
Port 4/DNP/,PUNSOL,,,D1C31897-603D-44AE-972D-8DEF622B8763
Port 4/DNP/,REPADR,,,D1C31897-603D-44AE-972D-8DEF622B8763
Port 4/DNP/,AGEEVE,,,D1C31897-603D-44AE-972D-8DEF622B8763
Port 4/DNP/,PSTDLY,,s,D1C31897-603D-44AE-972D-8DEF622B8763
Port 4/DNP/,DECPLV,,,D1C31897-603D-44AE-972D-8DEF622B8763
Port 4/Mirrored Bits/,RMB7PU,,,D1C31897-603D-44AE-972D-8DEF622B8763
Port 4/Mirrored Bits/,RMB3DO,,,D1C31897-603D-44AE-972D-8DEF622B8763
Port 4/Mirrored Bits/,CBADPU,,,D1C31897-603D-44AE-972D-8DEF622B8763
Port 4/Communications/,T_OUT,,,D1C31897-603D-44AE-972D-8DEF622B8763
Port 4/Communications/,PARITY,,,D1C31897-603D-44AE-972D-8DEF622B8763
Port 4/Communications/,BITS,,,D1C31897-603D-44AE-972D-8DEF622B8763
Port 4/Communications/,PROTO,,,D1C31897-603D-44AE-972D-8DEF622B8763
Port 4/Communications/,RTSCTS,,,D1C31897-603D-44AE-972D-8DEF622B8763
Port 4/DNP/,DECPLA,,,D1C31897-603D-44AE-972D-8DEF622B8763
Port 4/Communications/,FASTOP,,,D1C31897-603D-44AE-972D-8DEF622B8763
Port 4/DNP/,CLASSB,,,D1C31897-603D-44AE-972D-8DEF622B8763
Port 4/Communications/,STOP,,,D1C31897-603D-44AE-972D-8DEF622B8763
Port 4/LMD/,PREFIX,,,D1C31897-603D-44AE-972D-8DEF622B8763
Port 4/LMD/,ADDR,,,D1C31897-603D-44AE-972D-8DEF622B8763
Port 4/Communications/,AUTO,,,D1C31897-603D-44AE-972D-8DEF622B8763
Port 4/DNP/,STIMEO,,,D1C31897-603D-44AE-972D-8DEF622B8763
Port 4/DNP/,ANADB,,,D1C31897-603D-44AE-972D-8DEF622B8763
Port 4/Mirrored Bits/,RMB4DO,,,D1C31897-603D-44AE-972D-8DEF622B8763
Port 4/Mirrored Bits/,RMB6PU,,,D1C31897-603D-44AE-972D-8DEF622B8763
Port 4/DNP/,DNPADR,,,D1C31897-603D-44AE-972D-8DEF622B8763
Port 4/DNP/,ANADBM,,,D1C31897-603D-44AE-972D-8DEF622B8763
Port 4/Mirrored Bits/,RMB2PU,,,D1C31897-603D-44AE-972D-8DEF622B8763
Port 4/Mirrored Bits/,RBADPU,,,D1C31897-603D-44AE-972D-8DEF622B8763
Port 4/Mirrored Bits/,TXID,,,D1C31897-603D-44AE-972D-8DEF622B8763
Port 4/Mirrored Bits/,RMB6DO,,,D1C31897-603D-44AE-972D-8DEF622B8763
Port 4/LMD/,SETTLE,,s,D1C31897-603D-44AE-972D-8DEF622B8763
Port 4/DNP/,DECPLM,,,D1C31897-603D-44AE-972D-8DEF622B8763
Port 4/Mirrored Bits/,RMB1DO,,,D1C31897-603D-44AE-972D-8DEF622B8763
Port 4/DNP/,DTIMEO,,,D1C31897-603D-44AE-972D-8DEF622B8763
Port 4/Mirrored Bits/,RMB2DO,,,D1C31897-603D-44AE-972D-8DEF622B8763
Port 4/DNP/,TIMERQ,,,D1C31897-603D-44AE-972D-8DEF622B8763
Port 4/DNP/,UTIMEO,,,D1C31897-603D-44AE-972D-8DEF622B8763
Port 4/DNP/,ECLASS,,,D1C31897-603D-44AE-972D-8DEF622B8763
