blockpathenu,paramnameenu,proposedsetting,unitenu,relaysettingid
Group 2/Set 2/Comm. Assisted Trip Schemes/,UBEND,0.5,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Set 2/Directional Elements/,50GFP,0.5,A,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Set 3/Directional Elements/,50GFP,0.5,A,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Set 3/Comm. Assisted Trip Schemes/,UBEND,0.5,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Set 3/Directional Elements/,50QFP,0.5,A,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Set 5/Comm. Assisted Trip Schemes/,UBEND,0.5,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Set 5/Directional Elements/,50GFP,0.5,A,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Set 5/Directional Elements/,50QFP,0.5,A,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Set 6/Directional Elements/,50GFP,0.5,A,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Set 6/Directional Elements/,50QFP,0.5,A,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Set 6/Comm. Assisted Trip Schemes/,UBEND,0.5,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 4/Set 4/Directional Elements/,50GFP,0.5,A,D1C31897-603D-44AE-972D-8DEF622B8763
Group 4/Set 4/Comm. Assisted Trip Schemes/,UBEND,0.5,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 4/Set 4/Directional Elements/,50QFP,0.5,A,D1C31897-603D-44AE-972D-8DEF622B8763
Group 1/Set 1/Directional Elements/,50GFP,0.5,A,D1C31897-603D-44AE-972D-8DEF622B8763
Group 1/Set 1/Directional Elements/,50QFP,0.5,A,D1C31897-603D-44AE-972D-8DEF622B8763
Group 1/Set 1/Comm. Assisted Trip Schemes/,UBEND,0.5,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Global/General/,FP_TO,15.0,min,D1C31897-603D-44AE-972D-8DEF622B8763
Port 3/Communications/,T_OUT,15.0,,D1C31897-603D-44AE-972D-8DEF622B8763
Port 2/Communications/,T_OUT,15.0,,D1C31897-603D-44AE-972D-8DEF622B8763
Port F/Communications/,T_OUT,15.0,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Set 2/SELogic Control Equation Variable Timers/,SV1PU,15.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Set 2/Demand Metering/,DMTC,15.0,min,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Set 3/Demand Metering/,DMTC,15.0,min,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Set 3/SELogic Control Equation Variable Timers/,SV1PU,15.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Set 5/SELogic Control Equation Variable Timers/,SV1PU,15.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Set 5/Demand Metering/,DMTC,15.0,min,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Set 6/Demand Metering/,DMTC,15.0,min,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Set 6/SELogic Control Equation Variable Timers/,SV1PU,15.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 4/Set 4/SELogic Control Equation Variable Timers/,SV1PU,15.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 4/Set 4/Demand Metering/,DMTC,15.0,min,D1C31897-603D-44AE-972D-8DEF622B8763
Group 1/Set 1/SELogic Control Equation Variable Timers/,SV1PU,15.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 1/Set 1/Demand Metering/,DMTC,15.0,min,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Logic 6/SELogic Control Equation Variables/,SV7,51G1T+67G1T+67G2T,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Logic 3/SELogic Control Equation Variables/,SV7,51G1T+67G1T+67G2T,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 4/Logic 4/SELogic Control Equation Variables/,SV7,51G1T+67G1T+67G2T,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Logic 2/SELogic Control Equation Variables/,SV7,51G1T+67G1T+67G2T,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 1/Logic 1/SELogic Control Equation Variables/,SV7,51G1T+67G1T+67G2T,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Logic 5/SELogic Control Equation Variables/,SV7,51G1T+67G1T+67G2T,,D1C31897-603D-44AE-972D-8DEF622B8763
Port 3/Mirrored Bits/,RXID,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Port 3/Communications/,STOP,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Port 1/Communications/,STOP,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Port 1/DNP/,CLASSB,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Port 1/Mirrored Bits/,RXID,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Port 2/Communications/,STOP,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Port 2/Mirrored Bits/,RXID,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Port F/Communications/,STOP,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Port F/Mirrored Bits/,RXID,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Logic 6/Other Equations/,E32IV,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Logic 6/Torque Control Equations/,51N2TC,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Logic 6/Torque Control Equations/,67N3TC,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Logic 6/Torque Control Equations/,51P2TC,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Logic 6/Torque Control Equations/,67P1TC,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Logic 6/Torque Control Equations/,67G1TC,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Logic 6/Trip/Comm.-Assisted Trip Logic/,ULTR,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Logic 6/Torque Control Equations/,67P4TC,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Logic 6/Torque Control Equations/,67G3TC,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Logic 6/Torque Control Equations/,67Q4TC,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Logic 6/Display Points/,DP16,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Logic 6/Torque Control Equations/,67Q3TC,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Logic 6/Close/Reclose Logic/,79CLS,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Logic 6/Torque Control Equations/,51N1TC,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Logic 6/Torque Control Equations/,67Q2TC,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Logic 6/Torque Control Equations/,67Q1TC,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Logic 6/Torque Control Equations/,51QTC,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Logic 6/Torque Control Equations/,67P3TC,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Logic 6/Torque Control Equations/,67G4TC,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Logic 6/Torque Control Equations/,51P1TC,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Logic 6/Torque Control Equations/,51G2TC,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Logic 6/Torque Control Equations/,67N4TC,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Logic 6/Display Points/,DP15,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Logic 6/Torque Control Equations/,51G1TC,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Logic 3/Torque Control Equations/,51G2TC,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Logic 3/Torque Control Equations/,67Q2TC,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Logic 3/Display Points/,DP15,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Logic 3/Torque Control Equations/,67G4TC,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Logic 3/Torque Control Equations/,67N4TC,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Logic 3/Close/Reclose Logic/,79CLS,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Logic 3/Torque Control Equations/,51P1TC,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Logic 3/Display Points/,DP16,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Logic 3/Torque Control Equations/,51N2TC,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Logic 3/Torque Control Equations/,67P4TC,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Logic 3/Torque Control Equations/,51P2TC,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Logic 3/Torque Control Equations/,67N3TC,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Logic 3/Torque Control Equations/,67Q3TC,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Logic 3/Torque Control Equations/,51QTC,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Logic 3/Torque Control Equations/,67P1TC,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Logic 3/Torque Control Equations/,67P3TC,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Logic 3/Torque Control Equations/,67G3TC,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Logic 3/Torque Control Equations/,51N1TC,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Logic 3/Torque Control Equations/,67Q4TC,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Logic 3/Torque Control Equations/,51G1TC,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Logic 3/Torque Control Equations/,67G1TC,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Logic 3/Other Equations/,E32IV,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Logic 3/Torque Control Equations/,67Q1TC,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Logic 3/Trip/Comm.-Assisted Trip Logic/,ULTR,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Set 2/Reclosing Relay/,E79,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 4/Logic 4/Torque Control Equations/,51G1TC,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 4/Logic 4/Display Points/,DP16,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 4/Logic 4/Close/Reclose Logic/,79CLS,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 4/Logic 4/Torque Control Equations/,67Q4TC,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 4/Logic 4/Torque Control Equations/,67N4TC,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 4/Logic 4/Torque Control Equations/,51P1TC,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 4/Logic 4/Other Equations/,E32IV,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 4/Logic 4/Torque Control Equations/,67G1TC,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 4/Logic 4/Torque Control Equations/,67Q1TC,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 4/Logic 4/Display Points/,DP15,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 4/Logic 4/Torque Control Equations/,67G4TC,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 4/Logic 4/Torque Control Equations/,67Q2TC,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 4/Logic 4/Trip/Comm.-Assisted Trip Logic/,ULTR,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 4/Logic 4/Torque Control Equations/,67Q3TC,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 4/Logic 4/Torque Control Equations/,51G2TC,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 4/Logic 4/Torque Control Equations/,51N2TC,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 4/Logic 4/Torque Control Equations/,51N1TC,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 4/Logic 4/Torque Control Equations/,51QTC,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 4/Logic 4/Torque Control Equations/,67P4TC,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 4/Logic 4/Torque Control Equations/,67G3TC,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 4/Logic 4/Torque Control Equations/,51P2TC,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 4/Logic 4/Torque Control Equations/,67P3TC,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 4/Logic 4/Torque Control Equations/,67N3TC,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 4/Logic 4/Torque Control Equations/,67P1TC,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Set 3/Reclosing Relay/,E79,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Logic 2/Torque Control Equations/,51P2TC,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Logic 2/Torque Control Equations/,51P1TC,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Logic 2/Torque Control Equations/,67G4TC,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Logic 2/Torque Control Equations/,51N2TC,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Logic 2/Torque Control Equations/,67Q2TC,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Logic 2/Torque Control Equations/,51G2TC,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Logic 2/Torque Control Equations/,67Q1TC,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Logic 2/Torque Control Equations/,67P3TC,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Logic 2/Close/Reclose Logic/,79CLS,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Logic 2/Torque Control Equations/,67G3TC,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Logic 2/Display Points/,DP16,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Logic 2/Display Points/,DP15,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Logic 2/Torque Control Equations/,67N4TC,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Logic 2/Torque Control Equations/,67G1TC,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Logic 2/Other Equations/,E32IV,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Logic 2/Torque Control Equations/,51QTC,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Logic 2/Torque Control Equations/,67Q3TC,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Logic 2/Torque Control Equations/,51G1TC,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Logic 2/Torque Control Equations/,67Q4TC,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Logic 2/Torque Control Equations/,51N1TC,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Logic 2/Torque Control Equations/,67P4TC,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Logic 2/Torque Control Equations/,67P1TC,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Logic 2/Trip/Comm.-Assisted Trip Logic/,ULTR,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Logic 2/Torque Control Equations/,67N3TC,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 1/Logic 1/Torque Control Equations/,67N3TC,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 1/Logic 1/Torque Control Equations/,51P1TC,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 1/Logic 1/Torque Control Equations/,51G2TC,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 1/Logic 1/Torque Control Equations/,51QTC,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 1/Logic 1/Torque Control Equations/,67G3TC,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 1/Logic 1/Torque Control Equations/,67Q2TC,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 1/Logic 1/Display Points/,DP15,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 1/Logic 1/Close/Reclose Logic/,79CLS,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 1/Logic 1/Torque Control Equations/,67P1TC,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 1/Logic 1/Torque Control Equations/,51N2TC,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 1/Logic 1/Torque Control Equations/,67G4TC,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 1/Logic 1/Torque Control Equations/,67G1TC,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 1/Logic 1/Torque Control Equations/,51N1TC,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 1/Logic 1/Torque Control Equations/,67N4TC,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 1/Logic 1/Torque Control Equations/,67Q4TC,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 1/Logic 1/Torque Control Equations/,67Q1TC,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 1/Logic 1/Other Equations/,E32IV,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 1/Logic 1/Torque Control Equations/,67P3TC,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 1/Logic 1/Torque Control Equations/,51G1TC,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 1/Logic 1/Torque Control Equations/,67P4TC,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 1/Logic 1/Torque Control Equations/,67Q3TC,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 1/Logic 1/Display Points/,DP16,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 1/Logic 1/Torque Control Equations/,51P2TC,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 1/Logic 1/Trip/Comm.-Assisted Trip Logic/,ULTR,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Set 5/Reclosing Relay/,E79,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Logic 5/Torque Control Equations/,51QTC,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Logic 5/Other Equations/,E32IV,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Logic 5/Torque Control Equations/,67Q2TC,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Logic 5/Torque Control Equations/,51G2TC,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Logic 5/Torque Control Equations/,51P2TC,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Logic 5/Torque Control Equations/,51N2TC,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Logic 5/Torque Control Equations/,51P1TC,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Logic 5/Torque Control Equations/,51G1TC,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Logic 5/Display Points/,DP16,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Logic 5/Torque Control Equations/,67Q3TC,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Logic 5/Torque Control Equations/,67G3TC,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Logic 5/Close/Reclose Logic/,79CLS,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Logic 5/Torque Control Equations/,67G4TC,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Logic 5/Trip/Comm.-Assisted Trip Logic/,ULTR,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Logic 5/Torque Control Equations/,67N4TC,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Logic 5/Torque Control Equations/,51N1TC,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Logic 5/Torque Control Equations/,67P1TC,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Logic 5/Torque Control Equations/,67G1TC,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Logic 5/Torque Control Equations/,67P3TC,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Logic 5/Torque Control Equations/,67N3TC,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Logic 5/Torque Control Equations/,67Q4TC,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Logic 5/Display Points/,DP15,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Logic 5/Torque Control Equations/,67Q1TC,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Logic 5/Torque Control Equations/,67P4TC,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Set 6/Reclosing Relay/,E79,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 4/Set 4/Reclosing Relay/,E79,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 1/Set 1/Reclosing Relay/,E79,1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Set 2/General Settings/,CTRN,120.0,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Set 2/General Settings/,CTR,120.0,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Set 3/General Settings/,CTR,120.0,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Set 3/General Settings/,CTRN,120.0,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Set 5/General Settings/,CTRN,120.0,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Set 5/General Settings/,CTR,120.0,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Set 6/General Settings/,CTR,120.0,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Set 6/General Settings/,CTRN,120.0,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 4/Set 4/General Settings/,CTR,120.0,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 4/Set 4/General Settings/,CTRN,120.0,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 1/Set 1/General Settings/,CTR,120.0,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 1/Set 1/General Settings/,CTRN,120.0,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Logic 6/Target and Operator Control LEDs/,LED26,67N1T,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Logic 3/Target and Operator Control LEDs/,LED26,67N1T,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 4/Logic 4/Target and Operator Control LEDs/,LED26,67N1T,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Logic 2/Target and Operator Control LEDs/,LED26,67N1T,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 1/Logic 1/Target and Operator Control LEDs/,LED26,67N1T,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Logic 5/Target and Operator Control LEDs/,LED26,67N1T,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Set 2/Phase Time - Overcurrent/,51P2C,U3,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Set 2/Residual Ground Time - Overcurrent/,51G2C,U3,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Set 2/Neutral Ground Time - Overcurrent/,51N2C,U3,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Set 2/Neutral Ground Time - Overcurrent/,51N1C,U3,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Set 2/Negative Sequence Time - Overcurrent/,51QC,U3,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Set 3/Phase Time - Overcurrent/,51P2C,U3,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Set 3/Neutral Ground Time - Overcurrent/,51N2C,U3,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Set 3/Residual Ground Time - Overcurrent/,51G2C,U3,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Set 3/Neutral Ground Time - Overcurrent/,51N1C,U3,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Set 3/Negative Sequence Time - Overcurrent/,51QC,U3,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Set 5/Negative Sequence Time - Overcurrent/,51QC,U3,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Set 5/Phase Time - Overcurrent/,51P2C,U3,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Set 5/Neutral Ground Time - Overcurrent/,51N2C,U3,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Set 5/Neutral Ground Time - Overcurrent/,51N1C,U3,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Set 5/Residual Ground Time - Overcurrent/,51G2C,U3,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Set 6/Neutral Ground Time - Overcurrent/,51N1C,U3,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Set 6/Residual Ground Time - Overcurrent/,51G2C,U3,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Set 6/Phase Time - Overcurrent/,51P2C,U3,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Set 6/Neutral Ground Time - Overcurrent/,51N2C,U3,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Set 6/Negative Sequence Time - Overcurrent/,51QC,U3,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 4/Set 4/Neutral Ground Time - Overcurrent/,51N1C,U3,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 4/Set 4/Neutral Ground Time - Overcurrent/,51N2C,U3,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 4/Set 4/Negative Sequence Time - Overcurrent/,51QC,U3,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 4/Set 4/Phase Time - Overcurrent/,51P2C,U3,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 4/Set 4/Residual Ground Time - Overcurrent/,51G2C,U3,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 1/Set 1/Phase Time - Overcurrent/,51P2C,U3,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 1/Set 1/Neutral Ground Time - Overcurrent/,51N2C,U3,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 1/Set 1/Negative Sequence Time - Overcurrent/,51QC,U3,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 1/Set 1/Neutral Ground Time - Overcurrent/,51N1C,U3,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 1/Set 1/Residual Ground Time - Overcurrent/,51G2C,U3,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Set 2/Directional Elements/,Z2R,1.28,Ohms,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Set 3/Directional Elements/,Z2R,1.28,Ohms,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Set 5/Directional Elements/,Z2R,1.28,Ohms,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Set 6/Directional Elements/,Z2R,1.28,Ohms,D1C31897-603D-44AE-972D-8DEF622B8763
