asset_id,plant_no,asset_no,asset_desc,network_asset_type_id,assembly,rwo_collection_name,rwo_key_id,ellipse_equip_no,cb_asset_id,cb_primary_voltage,cb_feeder_id
84602588,ROLESS-FA08-J01               ,FA08J01,ROLESS SPARE FA08 PROT SCHEME,RY,PROTECTION/SUB/SCHEME/FDR,EO_PROTECTIVE_EQPT_INST,15677338,000000674444,40222170,22,
84603158,TORRSS-MX02-J01               ,MX02J01,TORRSS CAPACITOR 2,RY,PROTECTION/SUB/SCHEME/FDR,EO_PROTECTIVE_EQPT_INST,15679873,000000618482,60324958,33,
84603159,TORRSS-LX01-J01               ,LX01J01,TORRSS LOAD CONTROL,RY,PROTECTION/SUB/SCHEME/FDR,EO_PROTECTIVE_EQPT_INST,15679878,000000618433,60324959,33,
84599867,CRANSS-TX01-J01               ,TX01J01,CRANSS TRANSF 1 MAIN PROT,RY,PROTECTION/SUB/SCHEME/FDR,EO_PROTECTIVE_EQPT_INST,15665608,000000628321,25270662,11,
84603052,TIERSS-FA08-J01               ,FA08J01,TIERSS SPARE FDR PROT SCHEME,RY,PROTECTION/SUB/SCHEME/FDR,EO_PROTECTIVE_EQPT_INST,15679408,000000659036,40211537,22,40001044
84785010,WIISSS-TX01-J01               ,TX01J01,WIISSS TRANSF 1 MAIN,RY,PROTECTION/SUB/SCHEME/M,EO_PROTECTIVE_EQPT_INST,15682653,000007986496,84556610,132,
84785011,WIISSS-TX01-J02               ,TX01J02,WIISSS TRANSF 1 BACKUP,RY,PROTECTION/SUB/SCHEME/B,EO_PROTECTIVE_EQPT_INST,15682658,000007986497,84556610,132,
84785014,WIISSS-TX02-J01               ,TX02J01,WIISSS TRANSF 2 MAIN,RY,PROTECTION/SUB/SCHEME/M,EO_PROTECTIVE_EQPT_INST,15682673,000007986500,84556611,132,
84785015,WIISSS-TX02-J02               ,TX02J02,WIISSS TRANSF 2 BACKUP,RY,PROTECTION/SUB/SCHEME/B,EO_PROTECTIVE_EQPT_INST,15682678,000007986501,84556611,132,
84601163,KINGSS-FB54-J01               ,FB54J01,KINGSS COOLABUNIA PROT SCHEME,RY,PROTECTION/SUB/SCHEME/FDR,EO_PROTECTIVE_EQPT_INST,15671148,000000685452,50061931,11,50000093
84603161,TORRSS-TX01-J02               ,TX01J02,TORRSS TRANSF 1 Y,RY,PROTECTION/SUB/SCHEME/Y,EO_PROTECTIVE_EQPT_INST,15679888,000000618375,60324946,33,
85201373,ROGLSS-TX01-J03               ,TX01J03,ROGLSS TRANSF 1 MAIN PROT SCHEME,RY,PROTECTION/SUB/SCHEME/M,EO_PROTECTIVE_EQPT_INST,15686228,000008450928,40211315,66,
84571895,PIALSS-FB57-J01               ,FB57J01,PIALSS URRAWEEN ROAD PROT SCHEME,RY,PROTECTION/SUB/SCHEME/FDR,EO_PROTECTIVE_EQPT_INST,15681343,000007846228,84571866,11,84571892
84601053,KEBESS-FA06-J02               ,FA06J02,KEBESS 22KV BUS PROT SCHEME,RY,PROTECTION/SUB/SCHEME/BUS,EO_PROTECTIVE_EQPT_INST,15670653,000000574542,10130915,22,
84601057,KEBESS-FA07-J01               ,FA07J01,KEBESS KAMERUNGA-COOK 2,RY,PROTECTION/SUB/SCHEME/FDR,EO_PROTECTIVE_EQPT_INST,15670668,000000644849,10130920,22,
84601059,KEBESS-FA09-J01               ,FA09J01,KEBESS PARADISE PALMS PROT SCHEME,RY,PROTECTION/SUB/SCHEME/FDR,EO_PROTECTIVE_EQPT_INST,15670678,000000644690,10130924,22,84382900
85257969,,EA05J02,MUTOSS GAYNDAH BACKUP PROT SCHEME,RY,PROTECTION/SUB/SCHEME/B,EO_PROTECTIVE_EQPT_INST,15687428,,82980112,66,
85257970,,EA02J02,MUTOSS EIDSVOLD BACKUP PROT SCHEME,RY,PROTECTION/SUB/SCHEME/B,EO_PROTECTIVE_EQPT_INST,15687433,,82980124,66,50079747
84603046,THISGS-GA09-J01               ,GA09J01,THISGS TOWN FDR PROT SCHEME,RY,PROTECTION/GEN/SCHEME/FDR,EO_PROTECTIVE_EQPT_INST,15679378,000006614503,10131977,6.6,10020683
84603047,THISGS-GA91-J01               ,GA91J01.,THISGS WAIBEN FDR PROT SCHEME,RY,PROTECTION/GEN/SCHEME/FDR,EO_PROTECTIVE_EQPT_INST,15679383,000006614507,10131979,6.6,10020681
84600157,EDMOSS-FA15-J01               ,FA15J01,EDMOSS FOREST GARDENS,RY,PROTECTION/SUB/SCHEME/FDR,EO_PROTECTIVE_EQPT_INST,15666803,000000665781,10131436,22,10134605
84600159,EDMOSS-FA17-J01               ,FA17J01,EDMOSS GORDONVALE NO 2,RY,PROTECTION/SUB/SCHEME/FDR,EO_PROTECTIVE_EQPT_INST,15666813,000000713594,10129854,22,10020797
84600161,EDMOSS-FA11-J01               ,FA11J01,EDMOSS HARDY ROAD FDR,RY,PROTECTION/SUB/SCHEME/FDR,EO_PROTECTIVE_EQPT_INST,15666823,000000665834,10131440,22,10134518
84603050,THISGS-GA94-J01               ,GA94J01,THISGS WINDFARM INTER PROT SCHEME,RY,PROTECTION/GEN/SCHEME/FDR,EO_PROTECTIVE_EQPT_INST,15679398,000006614508,10134293,6.6,10129257
84600803,HUGHSS-EA52-J02               ,EA52J02,HUGHSS CAPE RIVER NO 1 BACKUP SCHEM,RY,PROTECTION/SUB/SCHEME/FDR,EO_PROTECTIVE_EQPT_INST,15669633,000000613865,25271383,66,
84602685,ROSOSS-FB53-J01               ,10535912,ROSOSS DENHAM ST,RY,PROTECTION/SUB/SCHEME/FDR,EO_PROTECTIVE_EQPT_INST,15677773,000000713687,40211442,11,40001146
84601343,LUCISS-TX51-J02               ,TX01J02,LUCISS TRANSF 1 BACKUP PROT SCHEME,RY,PROTECTION/SUB/SCHEME/X,EO_PROTECTIVE_EQPT_INST,15671903,000000698110,25271667,11,
84601343,LUCISS-TX51-J02               ,TX01J02,LUCISS TRANSF 1 BACKUP PROT SCHEME,RY,PROTECTION/SUB/SCHEME/X,EO_PROTECTIVE_EQPT_INST,15671903,000000698110,25271666,66,
84599798,COLLSS-LX01-J01               ,LX01J01,COLLSS LOAD CONTROL PROT SCHEME,RY,PROTECTION/SUB/SCHEME/FDR,EO_PROTECTIVE_EQPT_INST,15665298,000000600722,25273206,33,
84600436,GEORSS-TX51-J01               ,TX01J01,GEORSS TRANSF 1,RY,PROTECTION/SUB/SCHEME/FDR,EO_PROTECTIVE_EQPT_INST,15668028,000000639458,10131205,66,
84600436,GEORSS-TX51-J01               ,TX01J01,GEORSS TRANSF 1,RY,PROTECTION/SUB/SCHEME/FDR,EO_PROTECTIVE_EQPT_INST,15668028,000000639458,10131206,132,
84603557,BOISGS-GD52-J01               ,GD52J01,BOISGS BOIGU NO 2 FDR M PROT SCHEME,RY,PROTECTION/GEN/SCHEME/FDR,EO_PROTECTIVE_EQPT_INST,15662603,000005301167,10134368,0.415,10020746
84831301,MERISS-MX02-J01               ,MX02J01,MERISS CAP 1 X,RY,PROTECTION/SUB/SCHEME/X,EO_PROTECTIVE_EQPT_INST,15683188,000008022447,25271692,66,
84831336,MERISS-MX02-J02               ,MX02J02,MERISS CAP 1 Y,RY,PROTECTION/SUB/SCHEME/Y,EO_PROTECTIVE_EQPT_INST,15683193,000008022448,25271692,66,
84831338,MERISS-EA10-J02               ,EA10J02,MERISS ABBOT POINT Y,RY,PROTECTION/SUB/SCHEME/Y,EO_PROTECTIVE_EQPT_INST,15683218,000008022450,83903800,66,83939256
84831337,MERISS-EA10-J01               ,EA10J01,MERISS ABBOT POINT X,RY,PROTECTION/SUB/SCHEME/X,EO_PROTECTIVE_EQPT_INST,15683213,000008022449,83903800,66,83939256
84831346,MERISS-FB03-J01               ,FB03J01,MERISS MERI-03,RY,PROTECTION/SUB/SCHEME/FDR,EO_PROTECTIVE_EQPT_INST,15683258,000008022458,25266052,11,20010102
84831347,MERISS-FB04-J01               ,FB04J01,MERISS MERI-04,RY,PROTECTION/SUB/SCHEME/FDR,EO_PROTECTIVE_EQPT_INST,15683263,000008022459,25273575,11,20009956
84831348,MERISS-FB08-J01               ,FB08J01,MERISS MERI-08,RY,PROTECTION/SUB/SCHEME/FDR,EO_PROTECTIVE_EQPT_INST,15683268,000008022460,25273573,11,20009882
84831349,MERISS-FB11-J01               ,FB11J01,MERISS MERI-11,RY,PROTECTION/SUB/SCHEME/FDR,EO_PROTECTIVE_EQPT_INST,15683273,000008022461,83903771,11,84023546
84601568,MERISS-EA08-J02               ,10534795,MERISS POWERLINK TRANSF 3 BACKUP,RY,PROTECTION/SUB/SCHEME/B,EO_PROTECTIVE_EQPT_INST,15672863,000006445625,83903809,66,
85213001,MORASS-FB02-J01               ,FB02J01,MORASS TOWN NO 3 PROT SCHEME,RY,PROTECTION/SUB/SCHEME/M,EO_PROTECTIVE_EQPT_INST,15686523,000008463780,30187350,11,30187348
84603294,WASAGS-GD93-J01               ,GD93J01,WASAGS NAWIE FDR PROT SCHEME,RY,PROTECTION/GEN/SCHEME/FDR,EO_PROTECTIVE_EQPT_INST,15680473,000006186330,82433202,0.415,10020686
84599931,DAGLSS-FB51-J01               ,FB51J01,DAGLSS DG03,RY,PROTECTION/SUB/SCHEME/FDR,EO_PROTECTIVE_EQPT_INST,15665893,000000582233,25274953,11,82889352
84599935,DAGLSS-FB52-J01               ,FB52J01,DAGLSS DG-04,RY,PROTECTION/SUB/SCHEME/FDR,EO_PROTECTIVE_EQPT_INST,15665898,000000710578,21022994,11,20004700
84599959,DAGLSS-TX02-J02               ,TX02J02,DAGLSS TRANSF 2 Y PROT SCHEME,RY,PROTECTION/SUB/SCHEME/X,EO_PROTECTIVE_EQPT_INST,15665978,000000581810,25270949,11,
84599959,DAGLSS-TX02-J02               ,TX02J02,DAGLSS TRANSF 2 Y PROT SCHEME,RY,PROTECTION/SUB/SCHEME/X,EO_PROTECTIVE_EQPT_INST,15665978,000000581810,25270948,66,
84600010,DUROSS-FB59-J01               ,FB59J01,DUROSS DR12 FDR PROT SCHEME,RY,PROTECTION/SUB/SCHEME/FDR,EO_PROTECTIVE_EQPT_INST,15666198,000000711163,21023147,11,20005133
84602465,RAGLSS-FA52-J01               ,10535692,RAGLSS MOUNT LARCOM,RY,PROTECTION/SUB/SCHEME/FDR,EO_PROTECTIVE_EQPT_INST,15676783,000000713386,40211394,22,40001210
84600488,GLELSS-FB03-J01               ,FB03J01,GLELSS CAP 1 FDR MAIN SCHEME,RY,PROTECTION/SUB/SCHEME/FDR,EO_PROTECTIVE_EQPT_INST,15668268,000006714828,82652345,11,
84602534,BLACSS-EA10-J02               ,EA10J02,BLACSS 6011 EMERALD Y,RY,PROTECTION/SUB/SCHEME/Y,EO_PROTECTIVE_EQPT_INST,15661943,000000553405,40209931,66,40001012
84603277,WARWSS-EB02-J01               ,EB02J01,WARWSS WARWICK EAST 1 MAIN,RY,PROTECTION/SUB/SCHEME/M,EO_PROTECTIVE_EQPT_INST,15680403,000000678257,60002137,33,60026738
84603393,WINTSS-FB53-J01               ,FB53J01,WINTSS TOWN NO 2  FDR SCHEME,RY,PROTECTION/SUB/SCHEME/FDR,EO_PROTECTIVE_EQPT_INST,15680918,000000713302,21024931,11,20013246
84603590,BOWESS-FB57-J01               ,10536819,BOWESS BN08,RY,PROTECTION/SUB/SCHEME/FDR,EO_PROTECTIVE_EQPT_INST,15662748,000000574415,25270610,11,25280514
84718662,COLUSS-TX01-J01               ,TX01J01,COLUSS TRANSF 1 MAIN,RY,PROTECTION/SUB/SCHEME/M,EO_PROTECTIVE_EQPT_INST,15682063,000007937294,83937527,132,
84718663,COLUSS-TX01-J02               ,TX01J02,COLUSS TRANSF 1 BACKUP,RY,PROTECTION/SUB/SCHEME/B,EO_PROTECTIVE_EQPT_INST,15682068,000007937295,83937527,132,
84718664,COLUSS-EB16-J01               ,EB16J01,COLUSS MILES FDR MAIN SCHEME,RY,PROTECTION/SUB/SCHEME/X,EO_PROTECTIVE_EQPT_INST,15682073,000007937296,84301081,33,84301618
84718666,COLUSS-EB17-J01               ,EB17J01,COLUSS CAMEBY DOWNS X,RY,PROTECTION/SUB/SCHEME/X,EO_PROTECTIVE_EQPT_INST,15682083,000007937298,83937544,33,83937549
85165703,SOTOSS-DB05-J01               ,DB05J01,SOTOSS 110KV J03X PROT,RY,PROTECTION/SUB/RELAY/J03M,EO_PROTECTIVE_EQPT_INST,15685873,000008407692,84996601,110,
84602857,SOTOSS-DB03-J01               ,DB03J01,SOTOSS 7728/2 MIRI 110KV J11X PROT,RY,PROTECTION/SUB/RELAY/J11X,EO_PROTECTIVE_EQPT_INST,15678528,000005643550,84996606,110,
85165705,SOTOSS-DB06-J01               ,DB06J01,SOTOSS 7449 TOCE 110KV J11X PROT,RY,PROTECTION/SUB/RELAY/J11X,EO_PROTECTIVE_EQPT_INST,15685883,000008407694,84868011,110,84976560
84603769,ALSHSS-FB52-J01               ,FB52J01,ALSHSS AL11 MAIN PROT SCHEME,RY,PROTECTION/SUB/SCHEME/FDR,EO_PROTECTIVE_EQPT_INST,15660543,000000571397,25273353,11,25273354
84603780,ALSHSS-FB53-J01               ,FB53J01,ALSHSS AL03 MAIN PROT SCHEME,RY,PROTECTION/SUB/SCHEME/FDR,EO_PROTECTIVE_EQPT_INST,15660548,000000571451,25273349,11,25273350
85246858,MORASS-EA03-J03               ,EA03J03,MORASS BUS BACKUP PROT SCHEME,RY,PROTECTION/SUB/SCHEME/B,EO_PROTECTIVE_EQPT_INST,15686833,000008502076,30184712,66,
85255201,KIDSSS-GA07-J01               ,GA07J01,KIDSSS MAIN PROT SCHEME,RY,PROTECTION/SUB/SCHEME/M,EO_PROTECTIVE_EQPT_INST,15687058,000008512370,10131882,6.6,10131881
85067864,KEBESS-FA02-J01               ,FA02J01,KEBESS POOLWOOD FDR PROT SCHEME,RY,PROTECTION/SUB/SCHEME/FDR,EO_PROTECTIVE_EQPT_INST,15685043,000008245537,84349506,22,84410770
84859258,MARESS-FA12-J01               ,FA12J01,MARESS MAREEBA NO.2,RY,PROTECTION/SUB/SCHEME/FDR,EO_PROTECTIVE_EQPT_INST,15683413,000008050653,10129144,22,10020840
84859259,MARESS-FA04-J01               ,FA04J01,MARESS MAREEBA NO.1/RMU 1,RY,PROTECTION/SUB/SCHEME/FDR,EO_PROTECTIVE_EQPT_INST,15683418,000008050654,10129141,22,10020838
84859260,MARESS-FA02-J01               ,FA02J01,MARESS EMERALD CREEK,RY,PROTECTION/SUB/SCHEME/FDR,EO_PROTECTIVE_EQPT_INST,15683423,000008050655,82751681,22,82889011
84859261,MARESS-FA01-J01               ,FA01J01,MARESS ATHERTON ROAD,RY,PROTECTION/SUB/SCHEME/FDR,EO_PROTECTIVE_EQPT_INST,15683428,000008050656,10129138,22,10020836
84601369,MACISS-TX02-J02               ,TX02J02,MACISS TRANSF 2 BACKUP PROT SCHEME,RY,PROTECTION/SUB/SCHEME/X,EO_PROTECTIVE_EQPT_INST,15672018,000000688519,50081119,11,
84603847,ALSHSS-FB50-J01               ,10537076,ALSHSS 11KV BUS,RY,PROTECTION/SUB/SCHEME/BUS,EO_PROTECTIVE_EQPT_INST,15660578,000000573734,25274867,11,
84601159,KINGSS-EA10-J01               ,EA10J01,KINGSS TARONG-KINGAROY WEST X,RY,PROTECTION/SUB/SCHEME/Y,EO_PROTECTIVE_EQPT_INST,15671128,000000684731,50080996,66,
84601953,NANDSS-FB53-J01               ,FB53J01,NANDSS NANDI-GRASSDALE MAIN PROT,RY,PROTECTION/SUB/SCHEME/FDR,EO_PROTECTIVE_EQPT_INST,15674548,000000656672,60002073,11,60026656
84603659,BUNDSS-DA07-J01               ,DA07J01,BUNDSS 7328 BBG-ISIS NO.2 X,RY,PROTECTION/SUB/SCHEME/X,EO_PROTECTIVE_EQPT_INST,15663058,000000675985,50080446,132,84050534
84601998,NEWLSS-EA54-J01               ,EA54J01,NEWLSS WIRRALIE FDR MAIN PROT,RY,PROTECTION/SUB/SCHEME/FDR,EO_PROTECTIVE_EQPT_INST,15674743,000000695086,25271940,66,20011116
84602392,PORISS-EB52-J01               ,10535619,PORISS NORTH ST MAIN,RY,PROTECTION/SUB/SCHEME/M,EO_PROTECTIVE_EQPT_INST,15676453,000000553348,60327216,33,60306800
84601784,MONTSS-TX01-J01               ,TX01J01,MONTSS TRANSF 1 X,RY,PROTECTION/SUB/SCHEME/X,EO_PROTECTIVE_EQPT_INST,15673808,000000713393,40211141,11,
84601905,MURGSS-FB57-J01               ,FB57J01,MURGSS WONDAI FDR SCHEME,RY,PROTECTION/SUB/SCHEME/FDR,EO_PROTECTIVE_EQPT_INST,15674333,000000560453,50063102,11,50000124
84599928,DAGLSS-EA55-J01               ,EA55J01,DAGLSS 66KV BUS MAIN PROT SCHEME,RY,PROTECTION/SUB/SCHEME/B,EO_PROTECTIVE_EQPT_INST,15665878,000000623036,25270942,66,20003134
84603740,CACISS-TX02-J01               ,TX02J01,CACISS TRANSF 2 PROT SCHEME,RY,PROTECTION/SUB/SCHEME/X,EO_PROTECTIVE_EQPT_INST,15663423,000000713229,10130833,22,
84601635,MILCSS-MX01-J01               ,MX01J01,MILCSS CAPACITOR 1 PROT SCHEME,RY,PROTECTION/SUB/SCHEME/FDR,EO_PROTECTIVE_EQPT_INST,15673143,000000713677,25271910,66,
84602301,BILOSS-TX01-J02               ,TX01J02,BILOSS 1 TRANSF Y,RY,PROTECTION/SUB/SCHEME/Y,EO_PROTECTIVE_EQPT_INST,15661838,000000635956,40209847,66,
84600502,GLELSS-FB08-J01               ,FB08J01,GLELSS SPARE MAIN,RY,PROTECTION/SUB/SCHEME/M,EO_PROTECTIVE_EQPT_INST,15668328,000006706149,82652355,11,
84603705,CACISS-FA04-J02               ,FA04J01,CACISS HARTLEY ST NO 1 FDR,RY,PROTECTION/SUB/SCHEME/FDR,EO_PROTECTIVE_EQPT_INST,15663263,000000713251,10130822,22,10020802
84600064,EAAYSS-EA51-J01               ,EA51J01,EAAYSS AYR MAIN SCHEME SLOT,RY,PROTECTION/SUB/SCHEME/X,EO_PROTECTIVE_EQPT_INST,15666443,000000610888,25271066,66,
84600133,EATOSS-FB08-J01               ,FB08J01,EATOSS JOHN ST,RY,PROTECTION/SUB/SCHEME/FDR,EO_PROTECTIVE_EQPT_INST,15666748,000000713886,60002279,11,60026770
84601785,MONTSS-TX01-J02               ,TX01J02,MONTSS TRANSF 1 Y,RY,PROTECTION/SUB/SCHEME/Y,EO_PROTECTIVE_EQPT_INST,15673813,000000713394,40211141,11,
84600668,GUNPSS-CA51-J01               ,CA51J01,GUNPSS CENTURY X PROT ,RY,PROTECTION/SUB/SCHEME/Y,EO_PROTECTIVE_EQPT_INST,15669023,000000612845,84301922,220,20013664
84601466,MARESS-MX01-J01               ,MX01J01,MARESS CAP 1 X,RY,PROTECTION/SUB/SCHEME/X,EO_PROTECTIVE_EQPT_INST,15672428,000000645156,10130981,22,
84601031,KAMESS-FA07-J01               ,FA07J01,KAMESS COOK 1 PROT SCHEME,RY,PROTECTION/SUB/SCHEME/FDR,EO_PROTECTIVE_EQPT_INST,15670553,000000644545,10129828,22,10020830
84601019,KALASS-FB51-J02               ,FB51J02,KALASS KA01 FDR BACKUP PROT SCHEME,RY,PROTECTION/SUB/SCHEME/Y,EO_PROTECTIVE_EQPT_INST,15670498,000000637397,21024026,11,20008889
84600747,HEPLSS-FB52-J01               ,FB52J01,HEPLSS GE109-GE216,RY,PROTECTION/SUB/RELAY,EO_PROTECTIVE_EQPT_INST,15669378,000000550013,60002301,11,60026817
84600283,EVELSS-TX01-J03               ,10533510,EVELSS TRANSF 1 X,RY,PROTECTION/SUB/SCHEME/X,EO_PROTECTIVE_EQPT_INST,15667358,000000640452,10130618,22,
84600283,EVELSS-TX01-J03               ,10533510,EVELSS TRANSF 1 X,RY,PROTECTION/SUB/SCHEME/X,EO_PROTECTIVE_EQPT_INST,15667358,000000640452,10130619,66,
84600715,HELESS-TX01-J01               ,TX01J01,HELESS TRANSF 1 MAIN PROT SCHEME,RY,PROTECTION/SUB/SCHEME/X,EO_PROTECTIVE_EQPT_INST,15669238,000000664425,10131422,66,
84602248,PEARSS-FB63-J01               ,FB63J01,PEARSS PA14 MAIN PROT SCHEME,RY,PROTECTION/SUB/SCHEME/FDR,EO_PROTECTIVE_EQPT_INST,15675823,000000713317,25267860,11,25267704
84604073,CLERSS-EA51-J02               ,10537302,CLERSS 6073 BLAIR ATHOL BACKUP,RY,PROTECTION/SUB/SCHEME/B,EO_PROTECTIVE_EQPT_INST,15664778,000000693118,40210159,66,40000995
84601725,MOBASS-FB03-J01               ,FB03J01,MOBASS NORTH MACKAY FDR PROT,RY,PROTECTION/SUB/SCHEME/Y,EO_PROTECTIVE_EQPT_INST,15673548,000000585227,30062112,11,30053829
84602815,SOBUSS-FB54-J01               ,FB54J01,SOBUSS ELLIOT HEADS FDR,RY,PROTECTION/SUB/SCHEME/FDR,EO_PROTECTIVE_EQPT_INST,15678343,000000713435,50081435,11,50000179
84600478,ATHESS-MX01-J01               ,MX01J01,ATHESS CAP 1 MAIN PROT SCHEME,RY,PROTECTION/SUB/SCHEME/FDR,EO_PROTECTIVE_EQPT_INST,15661038,000000610043,10131342,22,
84602893,SOTOSS-TX07-J01               ,TX07J01,SOTOSS TRANSF 7 PROT SCHEME,RY,PROTECTION/SUB/SCHEME/X,EO_PROTECTIVE_EQPT_INST,15678693,000000677435,60324725,11,
84602893,SOTOSS-TX07-J01               ,TX07J01,SOTOSS TRANSF 7 PROT SCHEME,RY,PROTECTION/SUB/SCHEME/X,EO_PROTECTIVE_EQPT_INST,15678693,000000677435,60324714,33,
84600925,ISISSS-TX01-J01               ,10534152,ISISSS TRANSF 1 Y,RY,PROTECTION/SUB/SCHEME/Y,EO_PROTECTIVE_EQPT_INST,15670173,000000683306,50081503,66,
84600925,ISISSS-TX01-J01               ,10534152,ISISSS TRANSF 1 Y,RY,PROTECTION/SUB/SCHEME/Y,EO_PROTECTIVE_EQPT_INST,15670173,000000683306,82743647,132,
84603307,WEBUSS-FB52-J01               ,10536534,WEBUSS AVOCA ST,RY,PROTECTION/SUB/SCHEME/FDR,EO_PROTECTIVE_EQPT_INST,15680533,000000570364,50081588,11,50000211
84603406,WOTOSS-FB51-J01               ,10536633,WOOLSS BELLS BRIDGE,RY,PROTECTION/SUB/SCHEME/FDR,EO_PROTECTIVE_EQPT_INST,15680973,000000570661,50071471,11,50000229
84600949,JARVSS-FB03-J01               ,FB03J01,JARVSS JA04 MAIN PROT SCHEME,RY,PROTECTION/SUB/SCHEME/FDR,EO_PROTECTIVE_EQPT_INST,15670248,000000637142,21023970,11,20008226
84604077,CLERSS-FA52-J01               ,10537306,CLERSS CLERMONT TOWN,RY,PROTECTION/SUB/SCHEME/FDR,EO_PROTECTIVE_EQPT_INST,15664798,000000693019,40210150,22,40000998
84604028,CHTOSS-EA54-J01               ,EA54J01,CHTOSS MILLCHESTER MAIN PROT SCHEME,RY,PROTECTION/SUB/SCHEME/Y,EO_PROTECTIVE_EQPT_INST,15664573,000000581726,25270915,66,
84599905,CUNNSS-TX03-J02               ,TX03J02,CUNNSS TRANSF 3 PROT SCHEME,RY,PROTECTION/SUB/SCHEME/Y,EO_PROTECTIVE_EQPT_INST,15665773,000000713968,60324481,11,
84599905,CUNNSS-TX03-J02               ,TX03J02,CUNNSS TRANSF 3 PROT SCHEME,RY,PROTECTION/SUB/SCHEME/Y,EO_PROTECTIVE_EQPT_INST,15665773,000000713968,60324475,22,
84599789,COLLSS-EB04-J01               ,EB04J01,COLLSS COLLINSVILLE NO 1,RY,PROTECTION/SUB/SCHEME/FDR,EO_PROTECTIVE_EQPT_INST,15665258,000000709859,25273209,33,20003792
84600926,ISISSS-TX01-J02               ,10534153,ISISSS TRANSF 1 X,RY,PROTECTION/SUB/SCHEME/X,EO_PROTECTIVE_EQPT_INST,15670178,000000683367,50081503,66,
84600926,ISISSS-TX01-J02               ,10534153,ISISSS TRANSF 1 X,RY,PROTECTION/SUB/SCHEME/X,EO_PROTECTIVE_EQPT_INST,15670178,000000683367,82743647,132,
84601355,MACISS-FB51-J01               ,FB51J01,MACISS ALBERT STREET PROT SCHEME,RY,PROTECTION/SUB/SCHEME/FDR,EO_PROTECTIVE_EQPT_INST,15671958,000000688720,50081111,11,50000111
84602477,RASMSS-EA06-J01               ,EA06J01,RASMSS STUART PROT MAIN SCHEME,RY,PROTECTION/SUB/SCHEME/X,EO_PROTECTIVE_EQPT_INST,15676838,000000598745,25272064,66,20012879
84600160,EDMOSS-FA09-J01               ,FA09J01,EDMOSS GORDONVALE NO 3,RY,PROTECTION/SUB/SCHEME/FDR,EO_PROTECTIVE_EQPT_INST,15666818,000000713597,10129862,22,10020782
84602203,PARKSS-EA52-J02               ,EA52J02,PARKSS 6050 FRENCHVILLE BACKUP PROT,RY,PROTECTION/SUB/SCHEME/Y,EO_PROTECTIVE_EQPT_INST,15675663,000000567604,40211255,66,
84602348,PLANSS-TX01-J02               ,TX01J02,PLANSS TRANSF 1 BACKUP SCHEME,RY,PROTECTION/SUB/SCHEME/X,EO_PROTECTIVE_EQPT_INST,15676253,000000596811,30188822,11,
84602348,PLANSS-TX01-J02               ,TX01J02,PLANSS TRANSF 1 BACKUP SCHEME,RY,PROTECTION/SUB/SCHEME/X,EO_PROTECTIVE_EQPT_INST,15676253,000000596811,30184936,33,
84603128,TORQSS-FB04-J01               ,FB04J01,TORQSS SCARNESS HEIGHTS,RY,PROTECTION/SUB/SCHEME/FDR,EO_PROTECTIVE_EQPT_INST,15679738,000000565116,50081551,11,50000193
84602658,ROPLSS-TX01-J01               ,TX01J01,ROPLSS TRANSF 1 MAIN,RY,PROTECTION/SUB/SCHEME/X,EO_PROTECTIVE_EQPT_INST,15677648,000000588383,25272089,11,
84600776,HOHISS-TX02-J01               ,TX02J01,HOHISS TRANSF 2 X,RY,PROTECTION/SUB/SCHEME/X,EO_PROTECTIVE_EQPT_INST,15669513,000000605153,25271300,11,
84600776,HOHISS-TX02-J01               ,TX02J01,HOHISS TRANSF 2 X,RY,PROTECTION/SUB/SCHEME/X,EO_PROTECTIVE_EQPT_INST,15669513,000000605153,25271299,66,
84600618,GOOBSS-FB56-J01               ,FB56J01,GOOBSS 11KV BUS PROT SCHEME,RY,PROTECTION/SUB/SCHEME/FDR,EO_PROTECTIVE_EQPT_INST,15668803,000000713540,50080741,11,
84601237,LAKESS-FA06-J01               ,FA06J01,LAKESS KINGS PLAINS,RY,PROTECTION/SUB/SCHEME/FDR,EO_PROTECTIVE_EQPT_INST,15671423,000000666163,10132689,22,10132687
84603643,BUDASS-FB52-J01               ,10536872,BUDASS BD02,RY,PROTECTION/SUB/SCHEME/FDR,EO_PROTECTIVE_EQPT_INST,15662988,000005453672,21002144,11,20002143
84601800,BARRSS-FB01-J01               ,FB01J01,BARRSS BB01,RY,PROTECTION/SUB/SCHEME/FDR,EO_PROTECTIVE_EQPT_INST,15661613,000000594747,21001963,11,20001962
84599831,CRAISS-FA10-J01               ,FA10J01,CRAISS GOLF LINKS PROT SCHEME,RY,PROTECTION/SUB/SCHEME/FDR,EO_PROTECTIVE_EQPT_INST,15665448,000000607996,10130454,22,10130452
84600734,AWOOSS-TX01-J01               ,10533961,AWOOSS TRANSF 1 BACKUP,RY,PROTECTION/SUB/SCHEME/B,EO_PROTECTIVE_EQPT_INST,15661153,000000659862,40209636,11,
84601382,MACKSS-EB07-J02               ,EB07J02,MACKSS RITCHIES RD BACKUP,RY,PROTECTION/SUB/SCHEME/B,EO_PROTECTIVE_EQPT_INST,15672073,000000584153,30185051,33,30053856
