asset_id,equip_no,plant_no
84092207,000006921958,DO-688485                     
85150342,000008308990,DO-1402640                    
84798135,000007988488,DO-1591690                    
84795343,000007988517,DO-1212001                    
111636294,000008752861,DO-806004                     
111627155,000008746769,DO-805481                     
112693068,000009428087,DO-904697                     
112340903,000009099316,DO-870264                     
83997417,000006762270,DO-620961                     
40205829,000002369999,DO-77902                      
85148383,000008306376,DO-1400560                    
40206493,000002693817,DO-78340                      
40206552,000002696388,DO-78391                      
84310203,000007266345,DO-872081                     
111781293,000008851237,DO-820107                     
111787647,000008854616,DO-820960-0001                
111787876,000008854659,DO-820958                     
111787883,000008854662,DO-820816                     
111787843,000008854679,DO-820980                     
111784151,000008853048,DO-820593                     
111807146,000008895975,DO-821626                     
111780025,000008873050,DO-817235                     
111872663,000008898739,DO-852438                     
110785206,000008647038,DO-790612                     
83905080,000006594836,DO-1595360                    
111787951,000008854692,DO-820996                     
111779147,000008850067,DO-819612                     
111623248,000008744366,DO-804762                     
40213078,000002643679,DO-62009                      
111611185,000008734932,DO-803596                     
82741318,000006269206,DO-286801                     
111613290,000008736761,DO-803313                     
111731034,000008816412,DO-815403                     
111614787,000008738097,DO-799584                     
111623346,000008744307,DO-804764                     
111623389,000008744309,DO-803724                     
84691810,000007895338,DO-1570662                    
83854088,000006347086,DO-469920                     
111626417,000008746211,DO-805212                     
83993368,000006999526,DO-617120                     
83864913,000006375765,DO-123-0195                   
84720978,000007941054,DO-1185762                    
111618803,000008741663,DO-804610                     
111620120,000008742876,DO-798344                     
84027351,000006801460,DO-650641                     
84303038,000007255357,DO-862723                     
84229992,000007137904,DO-805600                     
84222056,000007140319,DO-781844                     
83030862,000006190783,DO-422480                     
112368123,000009122014,DO-872876                     
112318605,000009080879,DO-868395                     
84380289,000007367773,DO-918322                     
85315857,000008572505,DO-1486651                    
84538493,000007669503,DO-1008802                    
83850934,000006341371,DO-468480                     
40203310,000002427557,DO-59968                      
40203308,000002427462,DO-59966                      
83981770,000006735640,DO-603840                     
40202981,000002473507,DO-59723                      
111638257,000008755873,DO-806691                     
111639640,000008755875,DO-806724                     
85329054,000008583392,DO-1522560                    
111631752,000008750026,DO-1834482                    
111631239,000008749588,DO-805597                     
111631259,000008749582,DO-805876                     
84479374,000007568737,DO-1008800                    
111632896,000008750544,DO-806002                     
111633893,000008751331,DO-805945                     
112517031,000009272761,DO-888451                     
40206471,000002365310,DO-78322                      
40206472,000002365364,DO-78323                      
111781302,000008900095,DO-820195                     
111789865,000008855833,DO-821206                     
84556447,000007700075,DO-1069602                    
111782268,000008865389,DO-820012                     
111783326,000008886907,DO-820267                     
111787867,000008871237,DO-820800                     
111745235,000008828710,DO-816802                     
111788266,000008854982,DO-821028                     
111726990,000008855585,DO-814940                     
111781628,000008851368,DO-820077                     
111780267,000008850831,DO-2057201                    
111780473,000008850834,DO-820155                     
84067016,000006884213,DO-658402                     
40205544,000002766731,DO-61563                      
111751478,000008850346,DO-817147                     
84552168,000007694193,DO-1028326                    
83003387,000006213566,DO-403680                     
84342501,000007315557,DO-900160                     
111781891,000008851616,DO-2059441                    
111778827,000008891583,DO-819856                     
111600264,000008726237,DO-802116                     
111590234,000008718348,DO-801185                     
111616668,000008739816,DO-804460                     
111619943,000008742599,DO-804390                     
111614501,000008737990,DO-799600-0001                
40207841,000002347318,DO-79126                      
111617107,000008740252,DO-804538                     
111617751,000008740698,DO-804592                     
111620272,000008742741,DO-800018                     
111610616,000008734559,DO-801795                     
111623511,000008744342,DO-1840321                    
111623882,000008744637,DO-805194                     
111623276,000008747369,DO-804395                     
111753821,000008834401,DO-1933772                    
85026221,000008231047,DO-1357360                    
40202043,000002073366,DO-59124                      
111720362,000008810060,DO-814074                     
83852520,000006345326,DO-469120                     
84435507,000007462017,DO-976560                     
85213798,000008464290,DO-1570681                    
111760878,000008852892,DO-818069                     
111765433,000008848346,DO-809795                     
112387847,000009143612,DO-875129                     
50084361,000002369782,DO-82524                      
112368116,000009122010,DO-873194                     
112375641,000009129348,DO-873836                     
83035175,000006195704,DO-419162                     
112370613,000009124222,DO-873357                     
112370617,000009124224,DO-873439                     
111665412,000008776064,DO-809337                     
40213715,000002302338,DO-62288                      
40216643,000002555036,DO-62813                      
111667388,000008777350,DO-809718                     
111670560,000008779101,DO-809848                     
40205664,000002771312,DO-61650                      
40204261,000002773578,DO-60643                      
83894420,000006478957,DO-510800                     
40203354,000002429276,DO-60005                      
111670476,000008779052,DO-809773                     
40203204,000002037491,DO-59885                      
111619153,000008741983,DO-1829282                    
84862689,000008053550,DO-1250160                    
111758250,000009190710,DO-817062                     
84047232,000006828314,DO-667046                     
112352862,000009108991,DO-870473                     
84390873,000007384664,DO-945200                     
85219480,000008471202,DO-1451200                    
84983585,000008176362,DO-1344320                    
84318680,000007279061,DO-866004                     
82899738,000005919962,DO-354800                     
84041474,000006817849,DO-661920                     
111665975,000008849908,DO-805444                     
84577008,000007732620,DO-1659200                    
84499761,000007606998,DO-1693844                    
84730816,000007956918,DO-1195922                    
84232160,000007140874,DO-807121                     
84664096,000007857673,DO-1713920                    
40202633,000002043895,DO-59487                      
82980703,000006252542,DO-388320                     
84697647,000007902973,DO-1659201                    
40203162,000002035865,DO-59855                      
83973115,000006720006,DO-593923                     
84154499,000007018554,DO-746960                     
84381620,000007369970,DO-923133                     
83909839,000006604128,DO-528561                     
83972275,000006718085,DO-592880                     
83863337,000006369035,DO-415525                     
83951415,000006719948,DO-593760                     
84211431,000007119864,DO-793603                     
84183400,000007091986,DO-764640                     
84264492,000007190428,DO-1586002                    
84268828,000007420233,DO-811003                     
84160904,000007025573,DO-699224                     
84202139,000007099979,DO-784560                     
84400987,000007398666,DO-953521                     
83880474,000006404962,DO-493706                     
84373027,000007357373,DO-935520                     
83926446,000006633989,DO-488002                     
84301356,000007252881,DO-860320                     
84223442,000007129942,DO-800564                     
60026913,000002200393,DO-85192                      
40206667,000002699476,DO-78451                      
40206639,000002698806,DO-78437                      
40204438,000002780397,DO-60779                      
40206819,000002744873,DO-78529                      
40206532,000002695477,DO-78373                      
40206875,000002746338,DO-78556                      
40209005,000002311040,DO-79572                      
40202289,000002477833,DO-788983                     
111907900,000008913347,DO-2205120                    
111622202,000008743646,DO-804025                     
84341704,000007314589,DO-863210                     
111621801,000008743422,DO-804846                     
84553555,000007695810,DO-1067120                    
85220916,000008473366,DO-1452000                    
111758496,000008837068,DO-818156                     
111758502,000008837070,DO-818000-0001                
84305848,000007261431,DO-858881                     
111713114,000008829860,DO-813783                     
111765492,000008857138,DO-818559                     
111758529,000008905667,DO-806642-0001                
111765437,000008841563,DO-818939                     
111765452,000008841564,DO-818940                     
111756234,000008865584,DO-817805                     
111756220,000008865586,DO-817806                     
25275859,000002355924,DO-75005                      
84502101,000007610639,DO-1029603                    
111754346,000008845947,DO-817761                     
111707600,000008834097,DO-812928                     
111633062,000008835461,DO-806051                     
111633061,000008835462,DO-806052                     
111758994,000008837541,DO-818263                     
111763607,000008840513,DO-2031600                    
111758269,000009190717,DO-817056                     
111764684,000008880085,DO-818493                     
111758021,000008836906,DO-817900                     
111765369,000008850627,DO-818764                     
112677537,000009416908,DO-2934723                    
112677521,000009416909,DO-2934721                    
112451923,000009205732,DO-882552                     
84129162,000006983427,DO-1609444                    
111758317,000008852034,DO-817812                     
21003446,000002248158,DO-54335                      
84126076,000006976562,DO-672411                     
112352886,000009108983,DO-871351                     
84892875,000008075641,DO-1270080                    
112381420,000009137026,DO-874791                     
112360625,000009114591,DO-872257                     
112388588,000009144648,DO-874766                     
112365333,000009119568,DO-872955                     
112438944,000009192978,DO-880932                     
84165747,000007032436,DO-751123                     
85347299,000008600905,DO-1544321                    
111664327,000008801499,DO-809386                     
83904776,000006594534,DO-522415                     
111666013,000008776443,DO-809422                     
111666117,000008813754,DO-799722                     
111670932,000008779472,DO-1889121                    
40202899,000002470854,DO-59665                      
40202900,000002470890,DO-59666                      
40205618,000002769461,DO-61615                      
40203211,000002037829,DO-59891                      
111904830,000008910733,DO-854874                     
111906422,000008911733,DO-855046                     
40202362,000002480423,DO-59336                      
111906389,000008911704,DO-816090                     
40201694,000002781198,DO-58863                      
84689304,000007891951,DO-1149360                    
84150711,000007014201,DO-745926                     
84109771,000006948541,DO-721840                     
84413308,000007422337,DO-961920                     
40204823,000002413229,DO-852955                     
84476610,000007564869,DO-1005761                    
84154526,000007018560,DO-747120                     
83903055,000006587362,DO-520480                     
84220974,000007128889,DO-798800                     
84367865,000007350666,DO-930400                     
83905664,000006596371,DO-489842                     
83973974,000006721721,DO-1682804                    
83872747,000006392453,DO-485360                     
84377291,000007363773,DO-908481                     
84381462,000007370052,DO-922023                     
84143445,000007005595,DO-741363                     
60003606,000002326404,DO-82795                      
60027010,000002100609,DO-85226                      
40203430,000002431590,DO-60058                      
40202352,000002480279,DO-59333                      
40207176,000002352735,DO-78724                      
40201900,000002789072,DO-59017                      
40201653,000002489017,DO-58829                      
40207094,000002751777,DO-78663                      
40207125,000002351020,DO-78684                      
40205513,000002765122,DO-61538                      
40206322,000002360996,DO-796723                     
84561784,000007708552,DO-1040242                    
83975157,000006725215,DO-579851                     
83970995,000006714746,DO-568406                     
83955808,000006692925,DO-574320                     
84180049,000007058662,DO-689133                     
85182244,000008431490,DO-1570695                    
83907981,000006599752,DO-525200                     
83863223,000006368967,DO-476400                     
83900420,000006584735,DO-517364                     
83910869,000006607380,DO-530080                     
84248012,000007166475,DO-819040                     
84131368,000006985939,DO-736000                     
84069383,000006887392,DO-689280                     
40219763,000002676797,DO-80143                      
40213770,000002303341,DO-62312                      
40205429,000002408744,DO-61483                      
50072488,000002664547,DO-81555                      
40213289,000002649004,DO-62117                      
40202381,000002480967,DO-59349                      
40201851,000002787351,DO-58986                      
84323066,000007288569,DO-884240                     
84347264,000007321424,DO-123-0166                   
84381406,000007369939,DO-922326                     
84381259,000007369940,DO-922009                     
84389287,000007381638,DO-944160                     
40209220,000002314120,DO-79631                      
84520501,000007641848,DO-1043680                    
84992415,000008179913,DO-1331204                    
83960119,000006700789,DO-580320                     
83960120,000006700790,DO-580321                     
84587798,000007748794,DO-1096240                    
85192196,000008443348,DO-1436960                    
81679967,000002378862,DO-94841                      
85210931,000008462409,DO-1443840                    
84578851,000007735137,DO-1086240                    
112177011,000008996855,DO-857319                     
112177214,000008996914,DO-854966                     
84058554,000006863956,DO-666564                     
40206044,000002756062,DO-78040                      
40202298,000002478106,DO-59291                      
111903763,000008911804,DO-2199040                    
111917982,000008917485,DO-855567                     
111904376,000008910513,DO-849073                     
84075761,000006897915,DO-1683361                    
84126355,000006979030,DO-676977                     
84290811,000007241327,DO-850960                     
84490061,000007590613,DO-1758640                    
40204759,000002411499,DO-852956                     
83981172,000006735052,DO-602720                     
84656543,000007845060,DO-1110240                    
84357321,000007333776,DO-921040                     
84001961,000006766616,DO-584002                     
84195918,000007089840,DO-777520                     
83967914,000006710238,DO-588240                     
84404426,000007405474,DO-955522                     
84350743,000007326320,DO-911040                     
83901253,000006585679,DO-518640                     
40206694,000002700643,DO-78475                      
40213622,000002300860,DO-62253                      
40204267,000002773886,DO-853784                     
40206556,000002696749,DO-78394                      
40202226,000002475957,DO-59244                      
40204054,000002420018,DO-60507                      
40202341,000002479826,DO-59324                      
40202327,000002479284,DO-59312                      
40202375,000002480836,DO-59346                      
40201596,000002486989,DO-58784                      
40207317,000002357198,DO-78831                      
40204160,000002423121,DO-797342                     
40206478,000002365491,DO-78326                      
40222888,000002398019,DO-80354                      
40206080,000002757540,DO-78067                      
40205948,000002373044,DO-77969                      
40206555,000002696688,DO-78393                      
40206548,000002696172,DO-78387                      
40213752,000002302719,DO-62297                      
84382445,000007370797,DO-925213                     
84373958,000007358249,DO-937280                     
84367972,000007350743,DO-930560                     
84373110,000007357384,DO-935843                     
84395313,000007391518,DO-1686574                    
84394058,000007390190,DO-916574                     
84387306,000007376986,DO-123-0175                   
84364732,000007345992,DO-926480                     
84175956,000007348103,DO-759443                     
84944857,000008132693,DO-1329280                    
84188962,000007076410,DO-769760                     
84174348,000007049972,DO-670174                     
81656138,000002577797,DO-70640                      
85041381,000008274310,DO-1386080                    
85250455,000008506418,DO-1448005                    
83960128,000006700797,DO-580329                     
84016715,000006788938,DO-635763                     
84829305,000008020774,DO-1232960                    
85250098,000008505987,DO-1448645                    
83873309,000006394517,DO-486560                     
40202588,000002043052,DO-59466                      
85144831,000008299262,DO-1397207                    
83877677,000006401807,DO-491040                     
83877678,000006401808,DO-491041                     
83877679,000006401809,DO-491042                     
85180069,000008427765,DO-1665442                    
85200978,000008450695,DO-1403846                    
85208441,000008459483,DO-1442160                    
112176989,000008996832,DO-857733                     
112169800,000008990087,DO-856950                     
112176889,000008996843,DO-857702                     
112182484,000008999945,DO-860546                     
83845982,000006330612,DO-465520                     
84196200,000007090125,DO-777842                     
84385837,000007374591,DO-941440                     
84368501,000007351044,DO-931059                     
84279795,000007210486,DO-840800                     
84384867,000007373660,DO-940244                     
84315516,000007275010,DO-878000                     
84936074,000008118639,DO-1316880                    
84918023,000008098609,DO-1299200                    
84514846,000007630636,DO-1040001                    
84522877,000007645695,DO-1046320                    
84162277,000007027643,DO-667442                     
85176843,000008423603,DO-1429044                    
84062316,000006869637,DO-1577521                    
83003414,000006392076,DO-403840                     
85185728,000008435615,DO-1433360                    
82723443,000005728158,DO-274240                     
84901050,000008083376,DO-1282880                    
111866016,000008894292,DO-852507                     
112176133,000008995807,DO-857858                     
111895428,000008906724,DO-852992                     
112160966,000008984133,DO-857818                     
84713945,000007931994,DO-1175520                    
84402659,000007403069,DO-955040                     
84726142,000007950634,DO-1191840                    
83013707,000006170280,DO-383131                     
40206507,000002694394,DO-78352                      
84036739,000006811627,DO-658001                     
83997917,000006762759,DO-612161                     
83052432,000006265082,DO-444160                     
40203352,000002429229,DO-60004                      
111671201,000008796987,DO-809821                     
111668608,000008778150,DO-809563                     
40204091,000002421093,DO-60532                      
40204110,000002421567,DO-60543                      
40205051,000002774597,DO-61187                      
50074711,000002585788,DO-64073                      
40201800,000002785691,DO-58951                      
40206067,000002757054,DO-78057                      
40206488,000002693574,DO-78335                      
40199056,000002529163,DO-58398                      
40202841,000002468982,DO-59625                      
84350710,000007326287,DO-910880                     
84319002,000007279830,DO-1661610                    
84348922,000007323638,DO-908400                     
84328702,000007295764,DO-889764                     
84335442,000007304654,DO-894400                     
84390426,000007383230,DO-795989                     
84374344,000007359052,DO-937680                     
84368848,000007351501,DO-931360                     
84387637,000007377253,DO-942721                     
84345284,000007318990,DO-903680                     
83972189,000006717411,DO-1631682                    
85130341,000008289677,DO-1393361                    
84517481,000007637768,DO-1041440                    
84507262,000007620553,DO-1034800                    
84517426,000007637669,DO-1041360                    
84514118,000007630081,DO-1648240                    
84520856,000007642251,DO-1583041                    
84737965,000007965216,DO-1200480                    
83035920,000006196836,DO-425120                     
83916442,000006618128,DO-533602                     
82974901,000006028024,DO-381200                     
85203398,000008452829,DO-1439281                    
84409304,000007415073,DO-958322                     
111821284,000008877617,DO-859366                     
112175544,000008995432,DO-857681                     
83930389,000006649599,DO-545600                     
84711752,000007928832,DO-1172400                    
84711770,000007928844,DO-1172481                    
40206266,000002359614,DO-78185                      
40202731,000002465793,DO-59560                      
40206657,000002699288,DO-78447                      
40206670,000002699612,DO-78454                      
40206751,000002701832,DO-78500                      
84713950,000007931996,DO-1175600                    
84713969,000007932028,DO-1175680                    
84711861,000007928901,DO-1172720                    
84708539,000007923708,DO-1170480                    
84713879,000007931940,DO-1630400                    
85148329,000008306467,DO-1400486                    
85148295,000008306471,DO-1400480                    
84554654,000007697820,DO-1067950                    
84089721,000006919485,DO-710320                     
84720528,000007940372,DO-1572800                    
83040256,000006204346,DO-427614                     
40196647,000002120015,DO-57956                      
40196676,000002120241,DO-57962                      
84728371,000007954345,DO-1194880                    
85079852,000008252028,DO-1372160                    
84143350,000007005498,DO-684742                     
84102274,000006939941,DO-718720                     
84660729,000007849777,DO-1114960                    
85300495,000008558463,DO-1643202                    
111638245,000008754664,DO-802682                     
84344584,000007317994,DO-865202                     
85367895,000008620895,DO-1544883                    
111632844,000008750760,DO-805743                     
40206540,000002695817,DO-78380                      
84022640,000006797947,DO-644571                     
111639756,000008756014,DO-1865443                    
111560608,000008694885,DO-1766722                    
40205944,000002372910,DO-77966                      
111631640,000008749797,DO-805198                     
111631638,000008749794,DO-805205                     
21022305,000002575950,DO-804485                     
111628147,000008747426,DO-1853280                    
111664083,000008782825,DO-809325                     
84951795,000008143994,DO-1335845                    
40204547,000002847264,DO-852385                     
111668519,000008777974,DO-809777                     
111668500,000008777979,DO-809780                     
40202878,000002470043,DO-59648                      
111667441,000008777368,DO-809679                     
111639858,000008756067,DO-806708                     
85305878,000008563070,DO-1505440                    
111668528,000008790279,DO-809733                     
111665515,000008776435,DO-809497                     
40202459,000002040319,DO-59408                      
40206672,000002699705,DO-78456                      
83993752,000006758937,DO-617600                     
84260913,000007185796,DO-827760                     
83896704,000006578770,DO-514000                     
84102677,000006940919,DO-719040                     
84012846,000006784380,DO-631922                     
84734417,000007961194,DO-1682722                    
84734419,000007961198,DO-1198166                    
111632527,000008750324,DO-805907                     
84036861,000006811798,DO-656730                     
112687411,000009423014,DO-904691                     
84096997,000006929234,DO-633602                     
84945960,000008134985,DO-1330640                    
83045444,000006214807,DO-432482                     
111672758,000008818098,DO-810281                     
84368029,000007350846,DO-930720                     
84166452,000007033077,DO-752320                     
84205895,000007109294,DO-788334                     
84176204,000007051621,DO-718162                     
84043846,000006947724,DO-663521                     
84139113,000006997112,DO-659444                     
84152071,000007015497,DO-688962                     
84179990,000007058600,DO-762960                     
84154263,000007018258,DO-746563                     
84195580,000007089671,DO-777440                     
84151404,000007014919,DO-659127                     
82648321,000007265461,DO-871016                     
83956861,000006697338,DO-576560                     
83967467,000006709616,DO-570650                     
83949049,000006681659,DO-566163                     
83971798,000006715401,DO-574085                     
83956419,000006693074,DO-575760                     
83913300,000006611030,DO-532560                     
83916783,000006618257,DO-534160                     
83979666,000006732663,DO-601760                     
83916986,000006618410,DO-534481                     
84027353,000006801461,DO-650642                     
83946954,000006810821,DO-564244                     
84022727,000006797989,DO-644801                     
60322263,000002788576,DO-67405                      
40206812,000002744533,DO-78522                      
40206816,000002744730,DO-78526                      
82723393,000005728119,DO-274001                     
84148637,000007012994,DO-745120                     
83944871,000006675198,DO-561362                     
40213753,000002302762,DO-62298                      
40206642,000002698957,DO-78440                      
40213654,000002301487,DO-62268                      
40203594,000002290981,DO-60185                      
40205475,000002763946,DO-61516                      
40202039,000002073289,DO-59122                      
40203789,000002854279,DO-60313                      
40206674,000002699813,DO-78458                      
60326930,000002658802,DO-85366                      
84292362,000007242937,DO-852750                     
60327109,000002137513,DO-85416                      
84472219,000008516611,DO-1002400                    
112786433,000009486588,DO-912400                     
83008594,000006163685,DO-392724                     
112710612,000009441112,DO-906858                     
112631134,000009378481,DO-899957                     
112798669,000009496674,DO-913571                     
85182777,000008431938,DO-1614826                    
112676089,000009415519,DO-903313                     
112804959,000009502603,DO-931101                     
84166485,000007033097,DO-752480                     
40206512,000002694641,DO-78357                      
111634146,000008751551,DO-805666                     
111640241,000008756150,DO-806790                     
40204842,000002413928,DO-61066                      
111634982,000008752148,DO-806348                     
111632284,000008750278,DO-805851                     
111632262,000008750279,DO-805938                     
111640183,000008756309,DO-806606                     
111640155,000008756246,DO-806607                     
111554753,000008691342,DO-796951                     
111630851,000008749368,DO-805854                     
111615887,000008739152,DO-803925                     
111634029,000008751423,DO-806111                     
84036864,000006811801,DO-656733                     
111732631,000008865913,DO-815585                     
111665805,000008776356,DO-809418                     
81649768,000002505994,DO-70270                      
111670913,000008853356,DO-809760-0001                
112309067,000009072419,DO-867394                     
84526908,000007652744,DO-1049445                    
111665357,000008776084,DO-809558                     
111665358,000008776085,DO-809559                     
111672782,000008781387,DO-810168                     
111665360,000008776087,DO-809561                     
84592106,000007753816,DO-1100560                    
84366411,000007348952,DO-928240                     
84256440,000007178072,DO-825284                     
84173499,000007048484,DO-701953                     
84096451,000006928566,DO-1677922                    
84108912,000006947715,DO-639523                     
84323119,000007288592,DO-884400                     
84208377,000007114002,DO-791040                     
84168501,000007035914,DO-687441                     
84154570,000007018600,DO-747283                     
84175954,000007051450,DO-759441                     
84131962,000006987172,DO-736481                     
84182634,000007066353,DO-763600                     
84392710,000007387934,DO-123-0176                   
40203944,000002859192,DO-60420                      
84394924,000007391027,DO-947840                     
84370875,000007354693,DO-933360                     
84102264,000006939936,DO-718642                     
84169316,000007037611,DO-754163                     
84281718,000007213283,DO-842560                     
84241559,000007153107,DO-814480                     
84243616,000007157598,DO-815683                     
83843498,000006327067,DO-463441                     
83024629,000006183039,DO-418400                     
82851980,000006771305,DO-626994                     
83946906,000006678651,DO-564800                     
83967350,000006709575,DO-587680                     
83967704,000006710017,DO-588000                     
84012803,000006784361,DO-631761                     
84018219,000006791239,DO-639683                     
84018312,000006791270,DO-639840                     
84062833,000006870951,DO-682563                     
84062835,000006870955,DO-682565                     
40202458,000002040266,DO-59407                      
84705986,000007915859,DO-1167760                    
84304945,000007258832,DO-1570433                    
84653529,000007840292,DO-1106800                    
40206233,000002358935,DO-78170                      
40213526,000002299391,DO-62216                      
40213559,000002299787,DO-62226                      
40213655,000002301523,DO-62269                      
50069962,000002773396,DO-81221                      
40202070,000002074064,DO-788984                     
84246007,000007162607,DO-817764                     
84103801,000006942172,DO-673929                     
84095636,000006927110,DO-641047                     
84128526,000006982634,DO-123-0101                   
84534441,000007662182,DO-1054960                    
84134614,000006990288,DO-738493                     
83840492,000006322826,DO-460724                     
84372655,000007356801,DO-934804                     
84334491,000007302838,DO-893201                     
40203947,000002859332,DO-801326                     
84160516,000007025214,DO-683844                     
83896185,000006578264,DO-501842                     
84232888,000007142107,DO-807680                     
83976261,000006727165,DO-597600                     
83947831,000006679493,DO-565842                     
83992389,000006755821,DO-615200                     
84005947,000006770385,DO-568482                     
84036125,000006810785,DO-657840                     
83012903,000006537015,DO-382644                     
84056406,000006860938,DO-675600                     
84068973,000006887067,DO-688640                     
40202022,000002072845,DO-59109                      
40207056,000002750630,DO-78642                      
40207114,000002752554,DO-78678                      
111805254,000008883496,DO-821952                     
84592691,000007754397,DO-1665443                    
84046281,000006827394,DO-1720722                    
84046140,000006827260,DO-665875                     
84046143,000006827263,DO-665878                     
84046149,000006827269,DO-665884                     
84046153,000006827273,DO-665888                     
84050656,000006853321,DO-670080                     
84046154,000006827274,DO-665889                     
84046156,000006827276,DO-665891                     
85304200,000008561849,DO-1503680                    
84051307,000006855013,DO-670880                     
111523366,000008671804,DO-793682                     
85303290,000008560981,DO-1503120                    
83972277,000006718082,DO-592881                     
40206020,000002755090,DO-78022                      
84210662,000007119120,DO-123-0135                   
82978697,000006028684,DO-384880                     
111514081,000008665345,DO-792340                     
111508144,000008660585,DO-791837                     
84023333,000006798452,DO-645524                     
111514604,000008665684,DO-792261                     
40203572,000002290326,DO-60166                      
84125549,000006975657,DO-1605440                    
85244405,000008499701,DO-1462962                    
60000921,000002316351,DO-65649                      
84844864,000008040368,DO-1241840                    
84720762,000007940636,DO-1183043                    
111612261,000008735920,DO-802379                     
111619502,000008742129,DO-804630                     
111617988,000008740916,DO-804561-0001                
40212833,000002686680,DO-61844                      
111672771,000008781360,DO-810208                     
84310523,000007267893,DO-872960                     
84116094,000006958881,DO-673859                     
84171597,000007043878,DO-756960                     
84134366,000006990239,DO-738720                     
84113690,000006956981,DO-1657762                    
84165400,000007032140,DO-751121                     
40205080,000002775642,DO-801348                     
84400331,000007397644,DO-952400                     
60300640,000002025402,DO-67218                      
84177941,000007056411,DO-123-0123                   
84034670,000006809541,DO-656560                     
83844074,000006328022,DO-464080                     
82854897,000005859489,DO-323041                     
83976213,000006727153,DO-597440                     
84033716,000006808942,DO-655760                     
40206829,000002745336,DO-78538                      
84523147,000007645901,DO-1046720                    
84069833,000006887785,DO-689920                     
84296107,000007249768,DO-858080                     
85248900,000008504305,DO-1459764                    
85248899,000008504308,DO-1459763                    
40202012,000002072746,DO-59106                      
40202029,000002073017,DO-59114                      
40202047,000002073474,DO-59127                      
40213777,000002303567,DO-62318                      
40204102,000002421262,DO-60536                      
111799629,000008899635,DO-821678                     
111802288,000008862907,DO-822129                     
83887711,000006470264,DO-502320                     
111774086,000008862625,DO-819182                     
111711265,000008804903,DO-813240                     
111792893,000008857375,DO-821450                     
84083664,000006912928,DO-1639522                    
84046128,000006827248,DO-665863                     
84046130,000006827250,DO-665865                     
84044132,000006824964,DO-665280                     
84046250,000006827291,DO-666161                     
84046157,000006827277,DO-665892                     
85302480,000008560347,DO-1485843                    
84051023,000006854774,DO-670560                     
84044093,000006824769,DO-664961                     
85358704,000008613055,DO-1557843                    
85358701,000008613057,DO-1557842                    
85354791,000008609240,DO-1554560                    
111606827,000008732094,DO-802898                     
40213095,000002644193,DO-62019                      
84940059,000008122447,DO-1678483                    
84046427,000006827430,DO-666320                     
83912307,000006609672,DO-531760                     
84717495,000007935781,DO-1180880                    
84140370,000006999578,DO-683445                     
84715216,000007933285,DO-1600961                    
83946677,000006678433,DO-564568                     
84904461,000008137021,DO-1286482                    
84058588,000006864119,DO-666566                     
84166207,000007032842,DO-751923                     
84373897,000007358151,DO-937041                     
84720756,000007940633,DO-1183042                    
50060889,000002173417,DO-80641                      
85171344,000008415897,DO-1423360                    
84060346,000006866265,DO-680000                     
84295254,000007249025,DO-857603                     
111618672,000008741524,DO-1842325                    
111624896,000008750775,DO-804580                     
111621415,000008744704,DO-804858                     
111621895,000008744705,DO-804914                     
111623781,000008744408,DO-805158                     
111623918,000008744681,DO-796447                     
111617982,000008740905,DO-804494                     
111624742,000008745184,DO-1806730                    
111623927,000008744686,DO-796451                     
83856966,000006353683,DO-471924                     
111804103,000008864157,DO-2089921                    
83914890,000007002133,DO-485521                     
85260202,000008516461,DO-1474960                    
84502452,000007611754,DO-1030001                    
83987962,000006745009,DO-610400                     
84919742,000008101900,DO-1299604                    
84422477,000007436259,DO-968080                     
84141905,000007001585,DO-741202                     
84821340,000008009211,DO-1227520                    
111987204,000008923253,DO-856250                     
112175368,000008995273,DO-859367                     
112175373,000008995275,DO-859372                     
83923151,000006629716,DO-540002                     
81668294,000002400003,DO-88478                      
84183550,000007067256,DO-764962                     
84398952,000007396531,DO-951045                     
85225022,000008478283,DO-1455280                    
83892029,000006476252,DO-508240                     
84976174,000008172896,DO-1341764                    
111619526,000008742176,DO-804702                     
112400511,000009157037,DO-876405                     
112400530,000009157053,DO-876381                     
84943122,000008128532,DO-1326720                    
112389489,000009145594,DO-875147                     
85129107,000008288012,DO-1392400                    
111683190,000008813750,DO-811267                     
111728148,000008845098,DO-815123                     
111728470,000008855582,DO-814614                     
84281545,000007213161,DO-842240                     
85144960,000008299434,DO-1397680                    
84269629,000007195534,DO-833764                     
85151946,000008310955,DO-1403840                    
40204138,000002422493,DO-60563                      
111801332,000008862246,DO-822148                     
111802481,000008911402,DO-819030                     
111749407,000008831643,DO-816810                     
111749394,000008831641,DO-816812                     
111749412,000008831642,DO-816811                     
111802650,000008863044,DO-821891                     
111802629,000008863050,DO-820713                     
111792611,000008881538,DO-820952                     
83964081,000006705477,DO-584640                     
111797865,000008860043,DO-822042                     
111799073,000009112698,DO-821272                     
111804102,000008864158,DO-2089920                    
111804110,000008864159,DO-822420                     
111804130,000008864169,DO-2087441                    
111801942,000008862798,DO-822078                     
111790689,000008875690,DO-821285                     
111791853,000008886016,DO-821252                     
111794241,000008858422,DO-813939                     
84084587,000006911801,DO-705527                     
111794507,000008882990,DO-821267                     
84044770,000006825303,DO-665527                     
111616748,000008740148,DO-1779204                    
111510054,000008662141,DO-791998                     
112679193,000009417466,DO-904014                     
